,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
32301,076996　一詮國泰39購01,TW24Z0769966,2024/01/22,上市,,RWSCCA,
32302,076997　宏達電國泰39購01,TW24Z0769974,2024/01/22,上市,,RWSCCA,
32303,076998　健策國泰39購01,TW24Z0769982,2024/01/22,上市,,RWSCCA,
32304,076999　材料國泰39購02,TW24Z0769990,2024/01/22,上市,,RWSCCA,
32305,077000　力成國泰39購01,TW24Z0770006,2024/01/22,上市,,RWSCCA,
32306,077001　華泰中信37購02,TW24Z0770014,2024/01/22,上市,,RWSCCE,
32307,077002　零壹中信38購01,TW24Z0770022,2024/01/22,上市,,RWSCCE,
32308,077003　牧德中信37購01,TW24Z0770030,2024/01/22,上市,,RWSCCE,
32309,077004　上証2X永豐37購03,TW24Z0770048,2024/01/22,上市,,RWBCCA,
32310,077005　國企2X永豐39購01,TW24Z0770055,2024/01/22,上市,,RWBCCA,
32311,077006　裕隆永豐39購02,TW24Z0770063,2024/01/22,上市,,RWSCCA,
32312,077007　一詮永豐39購02,TW24Z0770071,2024/01/22,上市,,RWSCCA,
32313,077008　零壹永豐38購01,TW24Z0770089,2024/01/22,上市,,RWSCCA,
32314,077009　文曄永豐38購01,TW24Z0770097,2024/01/22,上市,,RWSCCA,
32315,077010　健策永豐37購02,TW24Z0770105,2024/01/22,上市,,RWSCCA,
32316,077011　采鈺永豐38購01,TW24Z0770113,2024/01/22,上市,,RWSCCA,
32317,077012　臺股指永豐3B購02,TW24Z0770121,2024/01/22,上市,,RWICCE,
32318,077013　華通統一3B購02,TW24Z0770139,2024/01/22,上市,,RWSCCA,
32319,077014　智邦統一39購01,TW24Z0770147,2024/01/22,上市,,RWSCCA,
32320,077015　智邦統一3C購02,TW24Z0770154,2024/01/22,上市,,RWSCCA,
32321,077016　一詮統一41購03,TW24Z0770162,2024/01/22,上市,,RWSCCA,
32322,077017　慧洋統一41購01,TW24Z0770170,2024/01/22,上市,,RWSCCA,
32323,077018　聯詠統一3B購01,TW24Z0770188,2024/01/22,上市,,RWSCCA,
32324,077019　華擎統一3C購02,TW24Z0770196,2024/01/22,上市,,RWSCCA,
32325,077020　彩晶統一41購01,TW24Z0770204,2024/01/22,上市,,RWSCCA,
32326,077021　力智統一3C購03,TW24Z0770212,2024/01/22,上市,,RWSCCA,
32327,077022　台灣50元富37購04,TW24Z0770220,2024/01/22,上市,,RWBCCA,
32328,077023　T50反1元富37購01,TW24Z0770238,2024/01/22,上市,,RWBCCA,
32329,077024　FBNQ2X元富37購01,TW24Z0770246,2024/01/22,上市,,RWBCCA,
32330,077025　台積電元富37購02,TW24Z0770253,2024/01/22,上市,,RWSCCA,
32331,077026　三商壽元富37購02,TW24Z0770261,2024/01/22,上市,,RWSCCA,
32332,077027　文曄元富37購04,TW24Z0770279,2024/01/22,上市,,RWSCCA,
32333,077028　文曄元富3B購01,TW24Z0770287,2024/01/22,上市,,RWSCCA,
32334,077029　聯鈞元富41購02,TW24Z0770295,2024/01/22,上市,,RWSCCA,
32335,077030　群創元富37購03,TW24Z0770303,2024/01/22,上市,,RWSCCA,
32336,077031　群創元富41購03,TW24Z0770311,2024/01/22,上市,,RWSCCA,
32337,077032　辛耘元富3A購02,TW24Z0770329,2024/01/22,上市,,RWSCCA,
32338,077033　虹堡元富37購02,TW24Z0770337,2024/01/22,上市,,RWSCCA,
32339,077034　采鈺元富37購02,TW24Z0770345,2024/01/22,上市,,RWSCCA,
32340,077035　采鈺元富41購01,TW24Z0770352,2024/01/22,上市,,RWSCCA,
32341,077036　南電元富37購03,TW24Z0770360,2024/01/22,上市,,RWSCCA,
32342,077037　勤誠元富3A購03,TW24Z0770378,2024/01/22,上市,,RWSCCA,
32343,077038　高力元富37購02,TW24Z0770386,2024/01/22,上市,,RWSCCA,
32344,077039　百和元富3A購01,TW24Z0770394,2024/01/22,上市,,RWSCCA,
32345,07703U　群臺2X國票32售01,TW23Z07703U0,2023/06/19,上市,,RWBCPE,
32346,077040　文曄兆豐39購01,TW24Z0770402,2024/01/22,上市,,RWSCCA,
32347,077041　華擎兆豐39購01,TW24Z0770410,2024/01/22,上市,,RWSCCA,
32348,077042　采鈺兆豐3A購02,TW24Z0770428,2024/01/22,上市,,RWSCCA,
32349,077043　宏達電台新37購02,TW24Z0770436,2024/01/22,上市,,RWSCCE,
32350,077044　高力台新37購01,TW24Z0770444,2024/01/22,上市,,RWSCCE,
32351,077045　國企2X國票37購03,TW24Z0770451,2024/01/22,上市,,RWBCCA,
32352,077046　國企2X國票38購02,TW24Z0770469,2024/01/22,上市,,RWBCCA,
32353,077047　國企2X國票39購01,TW24Z0770477,2024/01/22,上市,,RWBCCA,
32354,077048　台塑國票37購01,TW24Z0770485,2024/01/22,上市,,RWSCCA,
32355,077049　華泰國票38購03,TW24Z0770493,2024/01/22,上市,,RWSCCA,
32356,07704U　道瓊2X國票32售01,TW23Z07704U8,2023/06/19,上市,,RWBCPE,
32357,077050　凌陽國票38購01,TW24Z0770501,2024/01/22,上市,,RWSCCA,
32358,077051　鉅祥國票39購01,TW24Z0770519,2024/01/22,上市,,RWSCCA,
32359,077052　一詮國票39購01,TW24Z0770527,2024/01/22,上市,,RWSCCA,
32360,077053　華新科國票39購01,TW24Z0770535,2024/01/22,上市,,RWSCCA,
32361,077054　新興國票38購02,TW24Z0770543,2024/01/22,上市,,RWSCCA,
32362,077055　奇鋐國票38購02,TW24Z0770550,2024/01/22,上市,,RWSCCA,
32363,077056　文曄國票38購01,TW24Z0770568,2024/01/22,上市,,RWSCCA,
32364,077057　文曄國票38購02,TW24Z0770576,2024/01/22,上市,,RWSCCA,
32365,077058　新唐國票38購01,TW24Z0770584,2024/01/22,上市,,RWSCCA,
32366,077059　亞翔國票37購03,TW24Z0770592,2024/01/22,上市,,RWSCCA,
32367,077060　聯茂國票38購01,TW24Z0770600,2024/01/22,上市,,RWSCCA,
32368,077061　瑞祺國票39購02,TW24Z0770618,2024/01/22,上市,,RWSCCA,
32369,077062　晶心科國票3A購02,TW24Z0770626,2024/01/22,上市,,RWSCCA,
32370,077063　電子類國票38購01,TW24Z0770634,2024/01/22,上市,,RWICCE,
32371,077064　電子類國票38購02,TW24Z0770642,2024/01/22,上市,,RWICCE,
32372,077065　電子類國票38購03,TW24Z0770659,2024/01/22,上市,,RWICCE,
32373,077066　電子類國票38購04,TW24Z0770667,2024/01/22,上市,,RWICCE,
32374,077067　金融類國票38購01,TW24Z0770675,2024/01/22,上市,,RWICCE,
32375,077068　金融類國票38購02,TW24Z0770683,2024/01/22,上市,,RWICCE,
32376,077069　台灣50群益37購04,TW24Z0770691,2024/01/22,上市,,RWBCCA,
32377,077070　台灣50群益37購05,TW24Z0770709,2024/01/22,上市,,RWBCCA,
32378,077071　士電群益37購01,TW24Z0770717,2024/01/22,上市,,RWSCCA,
32379,077072　聯電群益37購05,TW24Z0770725,2024/01/22,上市,,RWSCCA,
32380,077073　華泰群益37購06,TW24Z0770733,2024/01/22,上市,,RWSCCA,
32381,077074　宏碁群益37購19,TW24Z0770741,2024/01/22,上市,,RWSCCA,
32382,077075　英業達群益37購14,TW24Z0770758,2024/01/22,上市,,RWSCCA,
32383,077076　金像電群益37購04,TW24Z0770766,2024/01/22,上市,,RWSCCA,
32384,077077　技嘉群益37購18,TW24Z0770774,2024/01/22,上市,,RWSCCA,
32385,077078　台光電群益37購05,TW24Z0770782,2024/01/22,上市,,RWSCCA,
32386,077079　威盛群益37購13,TW24Z0770790,2024/01/22,上市,,RWSCCA,
32387,07707U　金像電國泰32售01,TW23Z07707U1,2023/06/19,上市,,RWSCPE,
32388,077080　友達群益37購04,TW24Z0770808,2024/01/22,上市,,RWSCCA,
32389,077081　偉詮電群益37購03,TW24Z0770816,2024/01/22,上市,,RWSCCA,
32390,077082　王品群益38購01,TW24Z0770824,2024/01/22,上市,,RWSCCA,
32391,077083　晶豪科群益37購02,TW24Z0770832,2024/01/22,上市,,RWSCCA,
32392,077084　大立光群益37購23,TW24Z0770840,2024/01/22,上市,,RWSCCA,
32393,077085　奇鋐群益37購15,TW24Z0770857,2024/01/22,上市,,RWSCCA,
32394,077086　零壹群益39購01,TW24Z0770865,2024/01/22,上市,,RWSCCA,
32395,077087　文曄群益39購02,TW24Z0770873,2024/01/22,上市,,RWSCCA,
32396,077088　欣興群益37購07,TW24Z0770881,2024/01/22,上市,,RWSCCA,
32397,077089　緯創群益37購23,TW24Z0770899,2024/01/22,上市,,RWSCCA,
32398,07708U　臺股指富邦32售02,TW23Z07708U9,2023/06/19,上市,,RWICPE,
32399,077090　群創群益3C購02,TW24Z0770907,2024/01/22,上市,,RWSCCA,
32400,077091　樺漢群益37購02,TW24Z0770915,2024/01/22,上市,,RWSCCA,
32401,077092　穎崴群益41購01,TW24Z0770923,2024/01/22,上市,,RWSCCA,
32402,077093　緯穎群益3B購03,TW24Z0770931,2024/01/22,上市,,RWSCCA,
32403,077094　昇陽半群益37購01,TW24Z0770949,2024/01/22,上市,,RWSCCA,
32404,077095　東哥群益37購02,TW24Z0770956,2024/01/22,上市,,RWSCCA,
32405,077096　高力群益37購07,TW24Z0770964,2024/01/22,上市,,RWSCCA,
32406,077097　臺股指群益38購08,TW24Z0770972,2024/01/22,上市,,RWICCE,
32407,077098　臺股指群益38購09,TW24Z0770980,2024/01/22,上市,,RWICCE,
32408,077099　臺股指群益38購10,TW24Z0770998,2024/01/22,上市,,RWICCE,
32409,077100　聯發科法興37購02,TW24Z0771004,2024/01/22,上市,,RWSCCE,
32410,077101　宏達電法興37購01,TW24Z0771012,2024/01/22,上市,,RWSCCE,
32411,077102　滬深2X元大39購04,TW24Z0771020,2024/01/22,上市,,RWBCCA,
32412,077103　國企2X元大37購02,TW24Z0771038,2024/01/22,上市,,RWBCCA,
32413,077104　國企2X元大38購02,TW24Z0771046,2024/01/22,上市,,RWBCCA,
32414,077105　中502X元大37購02,TW24Z0771053,2024/01/22,上市,,RWBCCA,
32415,077106　中502X元大38購01,TW24Z0771061,2024/01/22,上市,,RWBCCA,
32416,077107　華新元大37購03,TW24Z0771079,2024/01/22,上市,,RWSCCA,
32417,077108　美時元大38購04,TW24Z0771087,2024/01/22,上市,,RWSCCA,
32418,077109　川湖元大38購07,TW24Z0771095,2024/01/22,上市,,RWSCCA,
32419,07710U　華航中信32售01,TW23Z07710U5,2023/06/20,上市,,RWSCPE,
32420,077110　聯電元大37購08,TW24Z0771103,2024/01/22,上市,,RWSCCA,
32421,077111　華通元大38購08,TW24Z0771111,2024/01/22,上市,,RWSCCA,
32422,077112　友訊元大37購01,TW24Z0771129,2024/01/22,上市,,RWSCCA,
32423,077113　旺宏元大37購02,TW24Z0771137,2024/01/22,上市,,RWSCCA,
32424,077114　旺宏元大37購03,TW24Z0771145,2024/01/22,上市,,RWSCCA,
32425,077115　技嘉元大38購14,TW24Z0771152,2024/01/22,上市,,RWSCCA,
32426,077116　建準元大38購02,TW24Z0771160,2024/01/22,上市,,RWSCCA,
32427,077117　長榮航元大38購03,TW24Z0771178,2024/01/22,上市,,RWSCCA,
32428,077118　長榮航元大3B購01,TW24Z0771186,2024/01/22,上市,,RWSCCA,
32429,077119　台驊控元大37購03,TW24Z0771194,2024/01/22,上市,,RWSCCA,
32430,077120　中信金元大37購01,TW24Z0771202,2024/01/22,上市,,RWSCCA,
32431,077121　大立光元大37購20,TW24Z0771210,2024/01/22,上市,,RWSCCA,
32432,077122　大立光元大37購22,TW24Z0771228,2024/01/22,上市,,RWSCCA,
32433,077123　零壹元大37購01,TW24Z0771236,2024/01/22,上市,,RWSCCA,
32434,077124　文曄元大37購05,TW24Z0771244,2024/01/22,上市,,RWSCCA,
32435,077125　文曄元大37購06,TW24Z0771251,2024/01/22,上市,,RWSCCA,
32436,077126　文曄元大37購07,TW24Z0771269,2024/01/22,上市,,RWSCCA,
32437,077127　緯創元大37購15,TW24Z0771277,2024/01/22,上市,,RWSCCA,
32438,077128　緯創元大37購16,TW24Z0771285,2024/01/22,上市,,RWSCCA,
32439,077129　緯創元大37購17,TW24Z0771293,2024/01/22,上市,,RWSCCA,
32440,077130　新日興元大37購05,TW24Z0771301,2024/01/22,上市,,RWSCCA,
32441,077131　晶睿元大37購02,TW24Z0771319,2024/01/22,上市,,RWSCCA,
32442,077132　群創元大37購08,TW24Z0771327,2024/01/22,上市,,RWSCCA,
32443,077133　群創元大37購09,TW24Z0771335,2024/01/22,上市,,RWSCCA,
32444,077134　群創元大37購10,TW24Z0771343,2024/01/22,上市,,RWSCCA,
32445,077135　敦泰元大38購01,TW24Z0771350,2024/01/22,上市,,RWSCCA,
32446,077136　拓凱元大37購01,TW24Z0771368,2024/01/22,上市,,RWSCCA,
32447,077137　和碩元大37購05,TW24Z0771376,2024/01/22,上市,,RWSCCA,
32448,077138　瑞祺元大37購06,TW24Z0771384,2024/01/22,上市,,RWSCCA,
32449,077139　晶心科元大38購02,TW24Z0771392,2024/01/22,上市,,RWSCCA,
32450,077140　緯穎元大37購11,TW24Z0771400,2024/01/22,上市,,RWSCCA,
32451,077141　緯穎元大37購12,TW24Z0771418,2024/01/22,上市,,RWSCCA,
32452,077142　緯穎元大37購13,TW24Z0771426,2024/01/22,上市,,RWSCCA,
32453,077143　威鋒電元大37購05,TW24Z0771434,2024/01/22,上市,,RWSCCA,
32454,077145　勤誠元大39購04,TW24Z0771459,2024/01/22,上市,,RWSCCA,
32455,077146　電子類元大39購01,TW24Z0771467,2024/01/22,上市,,RWICCE,
32456,077147　電子類元大39購02,TW24Z0771475,2024/01/22,上市,,RWICCE,
32457,077148　金融類元大39購01,TW24Z0771483,2024/01/22,上市,,RWICCE,
32458,077149　金融類元大39購02,TW24Z0771491,2024/01/22,上市,,RWICCE,
32459,07714U　T50正2永豐34售01,TW23Z07714U7,2023/06/20,上市,,RWBCPE,
32460,077150　滬深2X富邦39購01,TW24Z0771509,2024/01/22,上市,,RWBCCA,
32461,077151　川湖富邦41購01,TW24Z0771517,2024/01/22,上市,,RWSCCA,
32462,077152　文曄富邦3C購01,TW24Z0771525,2024/01/22,上市,,RWSCCA,
32463,077153　玉晶光富邦38購02,TW24Z0771533,2024/01/22,上市,,RWSCCA,
32464,077154　嘉澤富邦39購01,TW24Z0771541,2024/01/22,上市,,RWSCCA,
32465,077155　神達富邦39購01,TW24Z0771558,2024/01/22,上市,,RWSCCA,
32466,077156　華孚富邦39購02,TW24Z0771566,2024/01/22,上市,,RWSCCA,
32467,077157　啟碁富邦38購02,TW24Z0771574,2024/01/22,上市,,RWSCCA,
32468,077158　東哥富邦39購02,TW24Z0771582,2024/01/22,上市,,RWSCCA,
32469,077159　臺股指富邦3B購03,TW24Z0771590,2024/01/22,上市,,RWICCE,
32470,07715U　元金2X凱基36售01,TW23Z07715U4,2023/06/20,上市,,RWBCPE,
32471,077160　香港2X凱基38購01,TW24Z0771608,2024/01/22,上市,,RWBCCA,
32472,077161　國企2X凱基37購03,TW24Z0771616,2024/01/22,上市,,RWBCCA,
32473,077162　美債2X凱基3C購02,TW24Z0771624,2024/01/22,上市,,RWBCCA,
32474,077163　中502X凱基37購03,TW24Z0771632,2024/01/22,上市,,RWBCCA,
32475,077164　川湖凱基37購10,TW24Z0771640,2024/01/22,上市,,RWSCCA,
32476,077165　光寶科凱基37購06,TW24Z0771657,2024/01/22,上市,,RWSCCA,
32477,077166　聯電凱基37購07,TW24Z0771665,2024/01/22,上市,,RWSCCA,
32478,077167　鴻海凱基38購05,TW24Z0771673,2024/01/22,上市,,RWSCCA,
32479,077168　華泰凱基39購02,TW24Z0771681,2024/01/22,上市,,RWSCCA,
32480,077169　台積電凱基37購16,TW24Z0771699,2024/01/22,上市,,RWSCCA,
32481,077170　台積電凱基38購09,TW24Z0771707,2024/01/22,上市,,RWSCCA,
32482,077171　台積電凱基38購10,TW24Z0771715,2024/01/22,上市,,RWSCCA,
32483,077172　宏碁凱基37購14,TW24Z0771723,2024/01/22,上市,,RWSCCA,
32484,077173　英業達凱基37購17,TW24Z0771731,2024/01/22,上市,,RWSCCA,
32485,077174　英業達凱基37購18,TW24Z0771749,2024/01/22,上市,,RWSCCA,
32486,077175　英業達凱基37購19,TW24Z0771756,2024/01/22,上市,,RWSCCA,
32487,077176　技嘉凱基37購19,TW24Z0771764,2024/01/22,上市,,RWSCCA,
32488,077177　技嘉凱基37購20,TW24Z0771772,2024/01/22,上市,,RWSCCA,
32489,077178　技嘉凱基37購21,TW24Z0771780,2024/01/22,上市,,RWSCCA,
32490,077179　瑞昱凱基37購06,TW24Z0771798,2024/01/22,上市,,RWSCCA,
32491,07717U　技嘉凱基32售06,TW23Z07717U0,2023/06/20,上市,,RWSCPE,
32492,077180　台光電凱基3A購01,TW24Z0771806,2024/01/22,上市,,RWSCCA,
32493,077181　威盛凱基37購14,TW24Z0771814,2024/01/22,上市,,RWSCCA,
32494,077182　威盛凱基37購15,TW24Z0771822,2024/01/22,上市,,RWSCCA,
32495,077183　建準凱基37購06,TW24Z0771830,2024/01/22,上市,,RWSCCA,
32496,077184　建準凱基37購07,TW24Z0771848,2024/01/22,上市,,RWSCCA,
32497,077185　京元電凱基37購07,TW24Z0771855,2024/01/22,上市,,RWSCCA,
32498,077186　京元電凱基38購02,TW24Z0771863,2024/01/22,上市,,RWSCCA,
32499,077187　長榮凱基37購25,TW24Z0771871,2024/01/22,上市,,RWSCCA,
32500,077188　長榮凱基37購26,TW24Z0771889,2024/01/22,上市,,RWSCCA,
32501,077189　陽明凱基37購16,TW24Z0771897,2024/01/22,上市,,RWSCCA,
32502,077190　陽明凱基37購17,TW24Z0771905,2024/01/22,上市,,RWSCCA,
32503,077191　陽明凱基37購18,TW24Z0771913,2024/01/22,上市,,RWSCCA,
32504,077192　長榮航凱基37購11,TW24Z0771921,2024/01/22,上市,,RWSCCA,
32505,077193　大立光凱基37購14,TW24Z0771939,2024/01/22,上市,,RWSCCA,
32506,077194　大立光凱基37購15,TW24Z0771947,2024/01/22,上市,,RWSCCA,
32507,077195　大立光凱基37購16,TW24Z0771954,2024/01/22,上市,,RWSCCA,
32508,077196　奇鋐凱基37購16,TW24Z0771962,2024/01/22,上市,,RWSCCA,
32509,077197　奇鋐凱基37購17,TW24Z0771970,2024/01/22,上市,,RWSCCA,
32510,077198　聯詠凱基37購07,TW24Z0771988,2024/01/22,上市,,RWSCCA,
32511,077199　聯詠凱基37購08,TW24Z0771996,2024/01/22,上市,,RWSCCA,
32512,077200　欣興凱基37購11,TW24Z0772002,2024/01/22,上市,,RWSCCA,
32513,077201　欣興凱基39購04,TW24Z0772010,2024/01/22,上市,,RWSCCA,
32514,077202　緯創凱基37購19,TW24Z0772028,2024/01/22,上市,,RWSCCA,
32515,077203　緯創凱基39購08,TW24Z0772036,2024/01/22,上市,,RWSCCA,
32516,077204　緯創凱基3A購06,TW24Z0772044,2024/01/22,上市,,RWSCCA,
32517,077205　嘉澤凱基37購04,TW24Z0772051,2024/01/22,上市,,RWSCCA,
32518,077206　亞翔凱基38購05,TW24Z0772069,2024/01/22,上市,,RWSCCA,
32519,077207　力成凱基37購03,TW24Z0772077,2024/01/22,上市,,RWSCCA,
32520,077208　力成凱基37購04,TW24Z0772085,2024/01/22,上市,,RWSCCA,
32521,077209　緯穎凱基37購17,TW24Z0772093,2024/01/22,上市,,RWSCCA,
32522,077210　緯穎凱基37購18,TW24Z0772101,2024/01/22,上市,,RWSCCA,
32523,077211　AES凱基37購01,TW24Z0772119,2024/01/22,上市,,RWSCCA,
32524,077212　臺股指凱基3C購04,TW24Z0772127,2024/01/22,上市,,RWICCE,
32525,077213　臺股指凱基46購02,TW24Z0772135,2024/01/22,上市,,RWICCE,
32526,077214　電子類凱基3A購03,TW24Z0772143,2024/01/22,上市,,RWICCE,
32527,077215　電子類凱基3B購01,TW24Z0772150,2024/01/22,上市,,RWICCE,
32528,077216　群創兆豐39購02,TW24Z0772168,2024/01/23,上市,,RWSCCA,
32529,077217　東哥兆豐38購01,TW24Z0772176,2024/01/23,上市,,RWSCCA,
32530,077218　金像電台新37購02,TW24Z0772184,2024/01/23,上市,,RWSCCE,
32531,077219　緯創台新38購01,TW24Z0772192,2024/01/23,上市,,RWSCCE,
32532,07721U　緯創凱基32售02,TW23Z07721U2,2023/06/20,上市,,RWSCPE,
32533,077220　力積電中信37購01,TW24Z0772200,2024/01/23,上市,,RWSCCE,
32534,077221　滬深2X永豐38購04,TW24Z0772218,2024/01/23,上市,,RWBCCA,
32535,077222　滬深2X永豐38購05,TW24Z0772226,2024/01/23,上市,,RWBCCA,
32536,077223　元石油永豐39購01,TW24Z0772234,2024/01/23,上市,,RWBCCA,
32537,077224　香港2X永豐39購01,TW24Z0772242,2024/01/23,上市,,RWBCCA,
32538,077225　聯電永豐37購03,TW24Z0772259,2024/01/23,上市,,RWSCCA,
32539,077226　凌陽永豐38購01,TW24Z0772267,2024/01/23,上市,,RWSCCA,
32540,077227　友達永豐37購02,TW24Z0772275,2024/01/23,上市,,RWSCCA,
32541,077228　京元電永豐39購01,TW24Z0772283,2024/01/23,上市,,RWSCCA,
32542,077229　聯發科永豐3A購05,TW24Z0772291,2024/01/23,上市,,RWSCCA,
32543,077230　群創永豐37購02,TW24Z0772309,2024/01/23,上市,,RWSCCA,
32544,077231　辛耘永豐39購01,TW24Z0772317,2024/01/23,上市,,RWSCCA,
32545,077232　美時統一47購01,TW24Z0772325,2024/01/23,上市,,RWSCCA,
32546,077233　聯電統一39購04,TW24Z0772333,2024/01/23,上市,,RWSCCA,
32547,077234　台達電統一3B購02,TW24Z0772341,2024/01/23,上市,,RWSCCA,
32548,077235　鴻海統一39購02,TW24Z0772358,2024/01/23,上市,,RWSCCA,
32549,077236　台光電統一3B購01,TW24Z0772366,2024/01/23,上市,,RWSCCA,
32550,077237　聯發科統一39購05,TW24Z0772374,2024/01/23,上市,,RWSCCA,
32551,077238　聯發科統一47購03,TW24Z0772382,2024/01/23,上市,,RWSCCA,
32552,077239　新興統一41購01,TW24Z0772390,2024/01/23,上市,,RWSCCA,
32553,07723U　臺股指凱基32售18,TW23Z07723U8,2023/06/20,上市,,RWICPE,
32554,077240　零壹統一41購01,TW24Z0772408,2024/01/23,上市,,RWSCCA,
32555,077241　文曄統一43購01,TW24Z0772416,2024/01/23,上市,,RWSCCA,
32556,077242　新日興統一43購02,TW24Z0772424,2024/01/23,上市,,RWSCCA,
32557,077243　群創統一42購01,TW24Z0772432,2024/01/23,上市,,RWSCCA,
32558,077244　辛耘統一43購01,TW24Z0772440,2024/01/23,上市,,RWSCCA,
32559,077245　健策統一3B購01,TW24Z0772457,2024/01/23,上市,,RWSCCA,
32560,077246　洋基統一3B購01,TW24Z0772465,2024/01/23,上市,,RWSCCA,
32561,077247　華泰法興37購01,TW24Z0772473,2024/01/23,上市,,RWSCCE,
32562,077248　台積電法興38購01,TW24Z0772481,2024/01/23,上市,,RWSCCE,
32563,077249　技嘉法興37購01,TW24Z0772499,2024/01/23,上市,,RWSCCE,
32564,07724U　臺股指凱基32售19,TW23Z07724U6,2023/06/20,上市,,RWICPE,
32565,077250　長榮法興37購02,TW24Z0772507,2024/01/23,上市,,RWSCCE,
32566,077251　奇鋐法興37購01,TW24Z0772515,2024/01/23,上市,,RWSCCE,
32567,077252　聯詠法興37購02,TW24Z0772523,2024/01/23,上市,,RWSCCE,
32568,077253　群創法興37購02,TW24Z0772531,2024/01/23,上市,,RWSCCE,
32569,077254　緯穎法興37購01,TW24Z0772549,2024/01/23,上市,,RWSCCE,
32570,077255　聯電富邦38購02,TW24Z0772556,2024/01/23,上市,,RWSCCA,
32571,077256　陽明富邦37購05,TW24Z0772564,2024/01/23,上市,,RWSCCA,
32572,077257　陽明富邦37購06,TW24Z0772572,2024/01/23,上市,,RWSCCA,
32573,077258　聯詠富邦38購01,TW24Z0772580,2024/01/23,上市,,RWSCCA,
32574,077259　牧德富邦3B購01,TW24Z0772598,2024/01/23,上市,,RWSCCA,
32575,07725U　長榮航國泰32售04,TW23Z07725U3,2023/06/20,上市,,RWSCPE,
32576,077260　牧德富邦3B購02,TW24Z0772606,2024/01/23,上市,,RWSCCA,
32577,077261　力智富邦3B購01,TW24Z0772614,2024/01/23,上市,,RWSCCA,
32578,077262　滬深2X凱基37購09,TW24Z0772622,2024/01/23,上市,,RWBCCA,
32579,077263　香港2X凱基37購04,TW24Z0772630,2024/01/23,上市,,RWBCCA,
32580,077264　A50正2凱基37購04,TW24Z0772648,2024/01/23,上市,,RWBCCA,
32581,077265　中502X凱基3B購02,TW24Z0772655,2024/01/23,上市,,RWBCCA,
32582,077266　中502X凱基41購01,TW24Z0772663,2024/01/23,上市,,RWBCCA,
32583,077267　美時凱基37購13,TW24Z0772671,2024/01/23,上市,,RWSCCA,
32584,077268　華通凱基37購07,TW24Z0772689,2024/01/23,上市,,RWSCCA,
32585,077269　台積電凱基37購17,TW24Z0772697,2024/01/23,上市,,RWSCCA,
32586,07726U　台灣50富邦33售02,TW23Z07726U1,2023/06/20,上市,,RWBCPE,
32587,077270　台積電凱基37購18,TW24Z0772705,2024/01/23,上市,,RWSCCA,
32588,077271　台積電凱基37購19,TW24Z0772713,2024/01/23,上市,,RWSCCA,
32589,077272　華邦電凱基37購07,TW24Z0772721,2024/01/23,上市,,RWSCCA,
32590,077273　華邦電凱基37購08,TW24Z0772739,2024/01/23,上市,,RWSCCA,
32591,077274　金像電凱基37購05,TW24Z0772747,2024/01/23,上市,,RWSCCA,
32592,077275　技嘉凱基37購22,TW24Z0772754,2024/01/23,上市,,RWSCCA,
32593,077276　技嘉凱基37購23,TW24Z0772762,2024/01/23,上市,,RWSCCA,
32594,077277　群光凱基37購04,TW24Z0772770,2024/01/23,上市,,RWSCCA,
32595,077278　威盛凱基37購16,TW24Z0772788,2024/01/23,上市,,RWSCCA,
32596,077279　威盛凱基38購06,TW24Z0772796,2024/01/23,上市,,RWSCCA,
32597,07727U　T50正2富邦33售01,TW23Z07727U9,2023/06/20,上市,,RWBCPE,
32598,077280　長榮凱基37購27,TW24Z0772804,2024/01/23,上市,,RWSCCA,
32599,077281　長榮凱基37購28,TW24Z0772812,2024/01/23,上市,,RWSCCA,
32600,077282　長榮凱基38購11,TW24Z0772820,2024/01/23,上市,,RWSCCA,
32601,077283　長榮航凱基39購03,TW24Z0772838,2024/01/23,上市,,RWSCCA,
32602,077284　台驊控凱基37購01,TW24Z0772846,2024/01/23,上市,,RWSCCA,
32603,077285　慧洋凱基37購07,TW24Z0772853,2024/01/23,上市,,RWSCCA,
32604,077286　雄獅凱基37購01,TW24Z0772861,2024/01/23,上市,,RWSCCA,
32605,077287　大立光凱基37購17,TW24Z0772879,2024/01/23,上市,,RWSCCA,
32606,077288　大立光凱基37購18,TW24Z0772887,2024/01/23,上市,,RWSCCA,
32607,077289　大立光凱基37購19,TW24Z0772895,2024/01/23,上市,,RWSCCA,
32608,07728U　台積電富邦33售05,TW23Z07728U7,2023/06/20,上市,,RWSCPE,
32609,077290　奇鋐凱基37購18,TW24Z0772903,2024/01/23,上市,,RWSCCA,
32610,077291　奇鋐凱基37購19,TW24Z0772911,2024/01/23,上市,,RWSCCA,
32611,077292　文曄凱基39購03,TW24Z0772929,2024/01/23,上市,,RWSCCA,
32612,077293　緯創凱基37購20,TW24Z0772937,2024/01/23,上市,,RWSCCA,
32613,077294　緯創凱基37購21,TW24Z0772945,2024/01/23,上市,,RWSCCA,
32614,077295　緯創凱基37購22,TW24Z0772952,2024/01/23,上市,,RWSCCA,
32615,077296　玉晶光凱基38購03,TW24Z0772960,2024/01/23,上市,,RWSCCA,
32616,077297　群創凱基37購03,TW24Z0772978,2024/01/23,上市,,RWSCCA,
32617,077298　群創凱基3B購02,TW24Z0772986,2024/01/23,上市,,RWSCCA,
