,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
12991,058417　技嘉元富39購02,TW23Z0584177,2023/09/12,上市,,RWSCCA,
12992,058418　晶技元富36購01,TW23Z0584185,2023/09/12,上市,,RWSCCA,
12993,058419　同欣電元富33購01,TW23Z0584193,2023/09/12,上市,,RWSCCA,
12994,05841T　陽明統一3A售03,TW24Z05841T1,2024/01/16,上市,,RWSCPE,
12995,058420　晶碩元富33購01,TW23Z0584201,2023/09/12,上市,,RWSCCA,
12996,058421　裕隆麥證33購02,TW23Z0584219,2023/09/12,上市,,RWSCCE,
12997,058422　金寶麥證33購01,TW23Z0584227,2023/09/12,上市,,RWSCCE,
12998,058423　燿華麥證33購01,TW23Z0584235,2023/09/12,上市,,RWSCCE,
12999,058424　漢翔麥證33購01,TW23Z0584243,2023/09/12,上市,,RWSCCE,
13000,058425　開發金麥證33購01,TW23Z0584250,2023/09/12,上市,,RWSCCE,
13001,058426　上海銀麥證33購01,TW23Z0584268,2023/09/12,上市,,RWSCCE,
13002,058427　同欣電麥證33購01,TW23Z0584276,2023/09/12,上市,,RWSCCE,
13003,058428　安普新麥證33購01,TW23Z0584284,2023/09/12,上市,,RWSCCE,
13004,058429　中磊法興35購01,TW23Z0584292,2023/09/12,上市,,RWSCCE,
13005,05842T　緯穎統一3A售02,TW24Z05842T9,2024/01/16,上市,,RWSCPE,
13006,058430　啟碁法興35購01,TW23Z0584300,2023/09/12,上市,,RWSCCE,
13007,058431　愛普法興35購01,TW23Z0584318,2023/09/12,上市,,RWSCCE,
13008,058432　T50反1兆豐43購01,TW23Z0584326,2023/09/13,上市,,RWBCCA,
13009,058433　美時兆豐37購01,TW23Z0584334,2023/09/13,上市,,RWSCCA,
13010,058434　景碩兆豐36購01,TW23Z0584342,2023/09/13,上市,,RWSCCA,
13011,058435　智易兆豐34購01,TW23Z0584359,2023/09/13,上市,,RWSCCA,
13012,058436　東哥兆豐34購01,TW23Z0584367,2023/09/13,上市,,RWSCCA,
13013,058437　裕隆統一39購01,TW23Z0584375,2023/09/13,上市,,RWSCCA,
13014,058438　光寶科統一33購08,TW23Z0584383,2023/09/13,上市,,RWSCCA,
13015,058439　聯發科統一37購01,TW23Z0584391,2023/09/13,上市,,RWSCCA,
13016,05843T　聯電台新37售02,TW24Z05843T7,2024/01/16,上市,,RWSCPE,
13017,058440　長榮統一37購08,TW23Z0584409,2023/09/13,上市,,RWSCCA,
13018,058441　陽明統一37購02,TW23Z0584417,2023/09/13,上市,,RWSCCA,
13019,058442　萬海統一37購01,TW23Z0584425,2023/09/13,上市,,RWSCCA,
13020,058443　晶豪科統一33購03,TW23Z0584433,2023/09/13,上市,,RWSCCA,
13021,058444　奇鋐統一39購03,TW23Z0584441,2023/09/13,上市,,RWSCCA,
13022,058445　健策統一39購01,TW23Z0584458,2023/09/13,上市,,RWSCCA,
13023,058446　立積統一39購01,TW23Z0584466,2023/09/13,上市,,RWSCCA,
13024,058447　亞翔統一39購02,TW23Z0584474,2023/09/13,上市,,RWSCCA,
13025,058448　啟碁統一39購02,TW23Z0584482,2023/09/13,上市,,RWSCCA,
13026,058449　樺漢統一39購02,TW23Z0584490,2023/09/13,上市,,RWSCCA,
13027,05844T　華邦電台新37售01,TW24Z05844T5,2024/01/16,上市,,RWSCPE,
13028,058450　矽創統一36購01,TW23Z0584508,2023/09/13,上市,,RWSCCA,
13029,058451　元日2X永豐35購01,TW23Z0584516,2023/09/13,上市,,RWBCCA,
13030,058452　美時永豐37購01,TW23Z0584524,2023/09/13,上市,,RWSCCA,
13031,058453　中華永豐36購01,TW23Z0584532,2023/09/13,上市,,RWSCCA,
13032,058454　華邦電永豐36購01,TW23Z0584540,2023/09/13,上市,,RWSCCA,
13033,058455　技嘉永豐37購03,TW23Z0584557,2023/09/13,上市,,RWSCCA,
13034,058456　緯穎永豐34購03,TW23Z0584565,2023/09/13,上市,,RWSCCA,
13035,058457　南電永豐34購01,TW23Z0584573,2023/09/13,上市,,RWSCCA,
13036,058458　東哥永豐35購02,TW23Z0584581,2023/09/13,上市,,RWSCCA,
13037,058459　臺股指永豐36購02,TW23Z0584599,2023/09/13,上市,,RWICCE,
13038,05845T　臺股指富邦38售18,TW24Z05845T2,2024/01/16,上市,,RWICPE,
13039,058460　台灣50國票33購02,TW23Z0584607,2023/09/13,上市,,RWBCCA,
13040,058461　T50反1國票35購04,TW23Z0584615,2023/09/13,上市,,RWBCCA,
13041,058462　國企2X國票34購01,TW23Z0584623,2023/09/13,上市,,RWBCCA,
13042,058463　康舒國票34購02,TW23Z0584631,2023/09/13,上市,,RWSCCA,
13043,058464　力智國票35購01,TW23Z0584649,2023/09/13,上市,,RWSCCA,
13044,058465　東哥國票34購05,TW23Z0584656,2023/09/13,上市,,RWSCCA,
13045,058466　臺股指國票33購06,TW23Z0584664,2023/09/13,上市,,RWICCE,
13046,058467　臺股指國票33購07,TW23Z0584672,2023/09/13,上市,,RWICCE,
13047,058468　臺股指國票34購01,TW23Z0584680,2023/09/13,上市,,RWICCE,
13048,058469　臺股指國票34購02,TW23Z0584698,2023/09/13,上市,,RWICCE,
13049,05846T　台灣50元富3A售03,TW24Z05846T0,2024/01/16,上市,,RWBCPE,
13050,058470　台積電國泰35購01,TW23Z0584706,2023/09/13,上市,,RWSCCA,
13051,058471　漢翔國泰35購01,TW23Z0584714,2023/09/13,上市,,RWSCCA,
13052,058472　創意國泰35購01,TW23Z0584722,2023/09/13,上市,,RWSCCA,
13053,058473　台泥富邦33購01,TW23Z0584730,2023/09/13,上市,,RWSCCA,
13054,058474　台泥富邦33購02,TW23Z0584748,2023/09/13,上市,,RWSCCA,
13055,058475　漢翔富邦33購02,TW23Z0584755,2023/09/13,上市,,RWSCCA,
13056,058476　智易富邦34購01,TW23Z0584763,2023/09/13,上市,,RWSCCA,
13057,058477　合勤控富邦33購01,TW23Z0584771,2023/09/13,上市,,RWSCCA,
13058,058478　日月光富邦33購02,TW23Z0584789,2023/09/13,上市,,RWSCCA,
13059,058479　精成科富邦38購01,TW23Z0584797,2023/09/13,上市,,RWSCCA,
13060,05847T　英業達元富37售02,TW24Z05847T8,2024/01/16,上市,,RWSCPE,
13061,058480　啟碁富邦34購01,TW23Z0584805,2023/09/13,上市,,RWSCCA,
13062,058481　矽創富邦34購01,TW23Z0584813,2023/09/13,上市,,RWSCCA,
13063,058482　鈺齊富邦35購01,TW23Z0584821,2023/09/13,上市,,RWSCCA,
13064,058483　世紀鋼富邦33購01,TW23Z0584839,2023/09/13,上市,,RWSCCA,
13065,058484　T50反1元富39購01,TW23Z0584847,2023/09/13,上市,,RWBCCA,
13066,058485　技嘉元富33購03,TW23Z0584854,2023/09/13,上市,,RWSCCA,
13067,058486　技嘉元富36購02,TW23Z0584862,2023/09/13,上市,,RWSCCA,
13068,058487　臺股指元富33購03,TW23Z0584870,2023/09/13,上市,,RWICCE,
13069,058488　台積電麥證33購06,TW23Z0584888,2023/09/13,上市,,RWSCCE,
13070,058489　台積電麥證34購02,TW23Z0584896,2023/09/13,上市,,RWSCCE,
13071,05848T　友達元富37售03,TW24Z05848T6,2024/01/16,上市,,RWSCPE,
13072,058490　台積電麥證34購03,TW23Z0584904,2023/09/13,上市,,RWSCCE,
13073,058491　元黃金凱基33購01,TW23Z0584912,2023/09/13,上市,,RWBCCA,
13074,058492　元石油凱基34購05,TW23Z0584920,2023/09/13,上市,,RWBCCA,
13075,058493　FBNQ2X凱基35購01,TW23Z0584938,2023/09/13,上市,,RWBCCA,
13076,058494　中石化凱基33購01,TW23Z0584946,2023/09/13,上市,,RWSCCA,
13077,058495　東陽凱基37購01,TW23Z0584953,2023/09/13,上市,,RWSCCA,
13078,058496　中橡凱基34購01,TW23Z0584961,2023/09/13,上市,,RWSCCA,
13079,058497　光寶科凱基33購10,TW23Z0584979,2023/09/13,上市,,RWSCCA,
13080,058498　台達電凱基34購01,TW23Z0584987,2023/09/13,上市,,RWSCCA,
13081,058499　佳世達凱基39購01,TW23Z0584995,2023/09/13,上市,,RWSCCA,
13082,05849T　友達元富37售04,TW24Z05849T4,2024/01/16,上市,,RWSCPE,
13083,058500　技嘉凱基37購02,TW23Z0585000,2023/09/13,上市,,RWSCCA,
13084,058501　台光電凱基35購02,TW23Z0585018,2023/09/13,上市,,RWSCCA,
13085,058502　凌陽凱基35購01,TW23Z0585026,2023/09/13,上市,,RWSCCA,
13086,058503　漢唐凱基33購02,TW23Z0585034,2023/09/13,上市,,RWSCCA,
13087,058504　南亞科凱基33購01,TW23Z0585042,2023/09/13,上市,,RWSCCA,
13088,058505　宏達電凱基34購02,TW23Z0585059,2023/09/13,上市,,RWSCCA,
13089,058506　長榮太凱基34購03,TW23Z0585067,2023/09/13,上市,,RWSCCA,
13090,058507　大立光凱基37購01,TW23Z0585075,2023/09/13,上市,,RWSCCA,
13091,058508　聯陽凱基34購03,TW23Z0585083,2023/09/13,上市,,RWSCCA,
13092,058509　欣興凱基34購02,TW23Z0585091,2023/09/13,上市,,RWSCCA,
13093,05850T　宏達電元富37售02,TW24Z05850T2,2024/01/16,上市,,RWSCPE,
13094,058510　健鼎凱基33購10,TW23Z0585109,2023/09/13,上市,,RWSCCA,
13095,058511　創意凱基33購12,TW23Z0585117,2023/09/13,上市,,RWSCCA,
13096,058512　嘉澤凱基36購01,TW23Z0585125,2023/09/13,上市,,RWSCCA,
13097,058513　健策凱基34購05,TW23Z0585133,2023/09/13,上市,,RWSCCA,
13098,058514　合勤控凱基33購03,TW23Z0585141,2023/09/13,上市,,RWSCCA,
13099,058515　中磊凱基35購02,TW23Z0585158,2023/09/13,上市,,RWSCCA,
13100,058516　亞翔凱基39購01,TW23Z0585166,2023/09/13,上市,,RWSCCA,
13101,058517　愛普凱基39購01,TW23Z0585174,2023/09/13,上市,,RWSCCA,
13102,058518　緯穎凱基35購06,TW23Z0585182,2023/09/13,上市,,RWSCCA,
13103,058519　矽創凱基33購03,TW23Z0585190,2023/09/13,上市,,RWSCCA,
13104,05851T　訊芯元富37售02,TW24Z05851T0,2024/01/16,上市,,RWSCPE,
13105,058520　致新凱基34購02,TW23Z0585208,2023/09/13,上市,,RWSCCA,
13106,058521　東哥凱基33購05,TW23Z0585216,2023/09/13,上市,,RWSCCA,
13107,058522　華通法興33購01,TW23Z0585224,2023/09/13,上市,,RWSCCE,
13108,058523　鴻海法興35購01,TW23Z0585232,2023/09/13,上市,,RWSCCE,
13109,058524　旺宏法興33購01,TW23Z0585240,2023/09/13,上市,,RWSCCE,
13110,058525　智邦法興33購01,TW23Z0585257,2023/09/13,上市,,RWSCCE,
13111,058526　技嘉法興35購01,TW23Z0585265,2023/09/13,上市,,RWSCCE,
13112,058527　友達法興33購01,TW23Z0585273,2023/09/13,上市,,RWSCCE,
13113,058528　晶豪科法興35購01,TW23Z0585281,2023/09/13,上市,,RWSCCE,
13114,058529　聯詠法興33購01,TW23Z0585299,2023/09/13,上市,,RWSCCE,
13115,05852T　世紀鋼元富37售05,TW24Z05852T8,2024/01/16,上市,,RWSCPE,
13116,058530　景碩法興35購01,TW23Z0585307,2023/09/13,上市,,RWSCCE,
13117,058531　貿聯法興35購01,TW23Z0585315,2023/09/13,上市,,RWSCCE,
13118,058532　同欣電法興35購01,TW23Z0585323,2023/09/13,上市,,RWSCCE,
13119,058533　世紀鋼法興35購01,TW23Z0585331,2023/09/13,上市,,RWSCCE,
13120,058534　滬深2X元大36購01,TW23Z0585349,2023/09/13,上市,,RWBCCA,
13121,058535　滬深2X元大36購02,TW23Z0585356,2023/09/13,上市,,RWBCCA,
13122,058536　元債2X元大33購03,TW23Z0585364,2023/09/13,上市,,RWBCCA,
13123,058537　元債2X元大33購04,TW23Z0585372,2023/09/13,上市,,RWBCCA,
13124,058538　裕隆元大37購02,TW23Z0585380,2023/09/13,上市,,RWSCCA,
13125,058539　裕隆元大39購01,TW23Z0585398,2023/09/13,上市,,RWSCCA,
13126,05853T　華城凱基3C售01,TW24Z05853T6,2024/01/16,上市,,RWSCPE,
13127,058540　台光電元大36購01,TW23Z0585406,2023/09/13,上市,,RWSCCA,
13128,058541　台光電元大37購02,TW23Z0585414,2023/09/13,上市,,RWSCCA,
13129,058542　台光電元大39購01,TW23Z0585422,2023/09/13,上市,,RWSCCA,
13130,058543　漢唐元大34購01,TW23Z0585430,2023/09/13,上市,,RWSCCA,
13131,058544　新興元大34購01,TW23Z0585448,2023/09/13,上市,,RWSCCA,
13132,058545　亞航元大34購01,TW23Z0585455,2023/09/13,上市,,RWSCCA,
13133,058546　亞航元大34購02,TW23Z0585463,2023/09/13,上市,,RWSCCA,
13134,058547　亞航元大34購03,TW23Z0585471,2023/09/13,上市,,RWSCCA,
13135,058548　漢翔元大37購01,TW23Z0585489,2023/09/13,上市,,RWSCCA,
13136,058549　大立光元大36購01,TW23Z0585497,2023/09/13,上市,,RWSCCA,
13137,05854T　瑞昱凱基37售05,TW24Z05854T4,2024/01/16,上市,,RWSCPE,
13138,058550　大立光元大37購01,TW23Z0585505,2023/09/13,上市,,RWSCCA,
13139,058551　大立光元大39購01,TW23Z0585513,2023/09/13,上市,,RWSCCA,
13140,058552　晶技元大34購06,TW23Z0585521,2023/09/13,上市,,RWSCCA,
13141,058553　晶技元大34購07,TW23Z0585539,2023/09/13,上市,,RWSCCA,
13142,058554　健鼎元大34購06,TW23Z0585547,2023/09/13,上市,,RWSCCA,
13143,058555　健鼎元大34購07,TW23Z0585554,2023/09/13,上市,,RWSCCA,
13144,058556　創意元大36購08,TW23Z0585562,2023/09/13,上市,,RWSCCA,
13145,058557　創意元大37購04,TW23Z0585570,2023/09/13,上市,,RWSCCA,
13146,058558　創意元大39購02,TW23Z0585588,2023/09/13,上市,,RWSCCA,
13147,058559　智易元大34購03,TW23Z0585596,2023/09/13,上市,,RWSCCA,
13148,05855T　友達凱基37售04,TW24Z05855T1,2024/01/16,上市,,RWSCPE,
13149,058560　碩天元大34購07,TW23Z0585604,2023/09/13,上市,,RWSCCA,
13150,058561　瑞儀元大34購01,TW23Z0585612,2023/09/13,上市,,RWSCCA,
13151,058562　聯茂元大34購11,TW23Z0585620,2023/09/13,上市,,RWSCCA,
13152,058563　聯茂元大34購12,TW23Z0585638,2023/09/13,上市,,RWSCCA,
13153,058564　緯穎元大36購08,TW23Z0585646,2023/09/13,上市,,RWSCCA,
13154,058565　緯穎元大37購04,TW23Z0585653,2023/09/13,上市,,RWSCCA,
13155,058566　緯穎元大39購01,TW23Z0585661,2023/09/13,上市,,RWSCCA,
13156,058567　力智元大34購01,TW23Z0585679,2023/09/13,上市,,RWSCCA,
13157,058568　矽創元大34購07,TW23Z0585687,2023/09/13,上市,,RWSCCA,
13158,058569　矽創元大34購08,TW23Z0585695,2023/09/13,上市,,RWSCCA,
13159,05856T　長榮凱基38售06,TW24Z05856T9,2024/01/16,上市,,RWSCPE,
13160,058570　矽創元大34購09,TW23Z0585703,2023/09/13,上市,,RWSCCA,
13161,058571　致新元大34購03,TW23Z0585711,2023/09/13,上市,,RWSCCA,
13162,058572　台灣50群益33購01,TW23Z0585729,2023/09/13,上市,,RWBCCA,
13163,058573　台灣50群益33購02,TW23Z0585737,2023/09/13,上市,,RWBCCA,
13164,058574　台灣50群益33購03,TW23Z0585745,2023/09/13,上市,,RWBCCA,
13165,058575　T50反1群益37購01,TW23Z0585752,2023/09/13,上市,,RWBCCA,
13166,058576　東陽群益35購01,TW23Z0585760,2023/09/13,上市,,RWSCCA,
13167,058577　中興電群益33購04,TW23Z0585778,2023/09/13,上市,,RWSCCA,
13168,058578　光寶科群益33購09,TW23Z0585786,2023/09/13,上市,,RWSCCA,
13169,058579　金寶群益33購01,TW23Z0585794,2023/09/13,上市,,RWSCCA,
13170,05857T　奇鋐凱基37售12,TW24Z05857T7,2024/01/16,上市,,RWSCPE,
13171,058580　鴻海群益33購05,TW23Z0585802,2023/09/13,上市,,RWSCCA,
13172,058581　精英群益33購02,TW23Z0585810,2023/09/13,上市,,RWSCCA,
13173,058582　友訊群益33購05,TW23Z0585828,2023/09/13,上市,,RWSCCA,
13174,058583　技嘉群益33購16,TW23Z0585836,2023/09/13,上市,,RWSCCA,
13175,058584　友達群益33購04,TW23Z0585844,2023/09/13,上市,,RWSCCA,
13176,058585　聯發科群益33購05,TW23Z0585851,2023/09/13,上市,,RWSCCA,
13177,058586　華航群益33購08,TW23Z0585869,2023/09/13,上市,,RWSCCA,
13178,058587　長榮太群益33購05,TW23Z0585877,2023/09/13,上市,,RWSCCA,
13179,058588　聯陽群益3A購01,TW23Z0585885,2023/09/13,上市,,RWSCCA,
13180,058589　欣興群益33購05,TW23Z0585893,2023/09/13,上市,,RWSCCA,
13181,05858T　臺股指凱基3A售30,TW24Z05858T5,2024/01/16,上市,,RWICPE,
13182,058590　玉晶光群益39購02,TW23Z0585901,2023/09/13,上市,,RWSCCA,
13183,058591　創意群益33購10,TW23Z0585919,2023/09/13,上市,,RWSCCA,
13184,058592　群創群益33購04,TW23Z0585927,2023/09/13,上市,,RWSCCA,
13185,058593　健策群益35購01,TW23Z0585935,2023/09/13,上市,,RWSCCA,
13186,058594　合勤控群益33購01,TW23Z0585943,2023/09/13,上市,,RWSCCA,
13187,058595　同欣電群益33購01,TW23Z0585950,2023/09/13,上市,,RWSCCA,
13188,058596　愛普群益33購07,TW23Z0585968,2023/09/13,上市,,RWSCCA,
13189,058597　緯穎群益35購01,TW23Z0585976,2023/09/13,上市,,RWSCCA,
13190,058598　龍德船群益35購01,TW23Z0585984,2023/09/13,上市,,RWSCCA,
13191,058599　矽創群益33購02,TW23Z0585992,2023/09/13,上市,,RWSCCA,
13192,05859T　日本2X元大38售01,TW24Z05859T3,2024/01/16,上市,,RWBCPE,
13193,05859U　臺股指群益36售01,TW23Z05859U2,2023/04/20,上市,,RWICPE,
13194,058600　鈺齊群益33購01,TW23Z0586008,2023/09/13,上市,,RWSCCA,
13195,058601　台灣50康和33購01,TW23Z0586016,2023/09/14,上市,,RWBCCA,
13196,058602　上銀兆豐39購01,TW23Z0586024,2023/09/14,上市,,RWSCCA,
13197,058603　矽創兆豐35購03,TW23Z0586032,2023/09/14,上市,,RWSCCA,
13198,058604　漢唐中信33購01,TW23Z0586040,2023/09/14,上市,,RWSCCE,
13199,058605　聯發科中信33購01,TW23Z0586057,2023/09/14,上市,,RWSCCE,
13200,058606　聯發科中信34購01,TW23Z0586065,2023/09/14,上市,,RWSCCE,
13201,058607　大立光中信33購03,TW23Z0586073,2023/09/14,上市,,RWSCCE,
13202,058608　大立光中信34購01,TW23Z0586081,2023/09/14,上市,,RWSCCE,
13203,058609　A50正2凱基39購01,TW23Z0586099,2023/09/14,上市,,RWBCCA,
13204,05860T　華城元大37售18,TW24Z05860T1,2024/01/16,上市,,RWSCPE,
13205,05860U　元日2X凱基32售01,TW23Z05860U0,2023/04/21,上市,,RWBCPE,
13206,058610　東陽凱基34購02,TW23Z0586107,2023/09/14,上市,,RWSCCA,
13207,058611　中砂凱基35購02,TW23Z0586115,2023/09/14,上市,,RWSCCA,
13208,058612　正新凱基34購01,TW23Z0586123,2023/09/14,上市,,RWSCCA,
13209,058613　裕隆凱基35購01,TW23Z0586131,2023/09/14,上市,,RWSCCA,
13210,058614　光寶科凱基35購05,TW23Z0586149,2023/09/14,上市,,RWSCCA,
13211,058615　聯電凱基34購01,TW23Z0586156,2023/09/14,上市,,RWSCCA,
13212,058616　金寶凱基33購03,TW23Z0586164,2023/09/14,上市,,RWSCCA,
13213,058617　鴻海凱基39購02,TW23Z0586172,2023/09/14,上市,,RWSCCA,
13214,058618　技嘉凱基35購08,TW23Z0586180,2023/09/14,上市,,RWSCCA,
13215,058619　瑞昱凱基33購03,TW23Z0586198,2023/09/14,上市,,RWSCCA,
13216,05861T　華通元大37售09,TW24Z05861T9,2024/01/16,上市,,RWSCPE,
13217,058620　台光電凱基33購11,TW23Z0586206,2023/09/14,上市,,RWSCCA,
13218,058621　凌陽凱基34購03,TW23Z0586214,2023/09/14,上市,,RWSCCA,
13219,058622　友達凱基33購02,TW23Z0586222,2023/09/14,上市,,RWSCCA,
13220,058623　義隆凱基33購05,TW23Z0586230,2023/09/14,上市,,RWSCCA,
13221,058624　亞航凱基34購01,TW23Z0586248,2023/09/14,上市,,RWSCCA,
13222,058625　慧洋凱基33購02,TW23Z0586255,2023/09/14,上市,,RWSCCA,
13223,058626　新光金凱基37購02,TW23Z0586263,2023/09/14,上市,,RWSCCA,
13224,058627　聯陽凱基39購02,TW23Z0586271,2023/09/14,上市,,RWSCCA,
13225,058628　奇鋐凱基37購05,TW23Z0586289,2023/09/14,上市,,RWSCCA,
13226,058629　欣興凱基37購03,TW23Z0586297,2023/09/14,上市,,RWSCCA,
13227,05862T　長榮元大37售41,TW24Z05862T7,2024/01/16,上市,,RWSCPE,
13228,058630　健鼎凱基34購03,TW23Z0586305,2023/09/14,上市,,RWSCCA,
13229,058631　景碩凱基33購02,TW23Z0586313,2023/09/14,上市,,RWSCCA,
13230,058632　創意凱基33購13,TW23Z0586321,2023/09/14,上市,,RWSCCA,
13231,058633　健策凱基37購01,TW23Z0586339,2023/09/14,上市,,RWSCCA,
13232,058634　正文凱基34購02,TW23Z0586347,2023/09/14,上市,,RWSCCA,
13233,058635　康舒凱基36購04,TW23Z0586354,2023/09/14,上市,,RWSCCA,
13234,058636　啟碁凱基39購03,TW23Z0586362,2023/09/14,上市,,RWSCCA,
13235,058637　緯穎凱基33購12,TW23Z0586370,2023/09/14,上市,,RWSCCA,
13236,058638　矽創凱基33購04,TW23Z0586388,2023/09/14,上市,,RWSCCA,
13237,058639　南電凱基39購01,TW23Z0586396,2023/09/14,上市,,RWSCCA,
13238,05863T　萬海元大37售12,TW24Z05863T5,2024/01/16,上市,,RWSCPE,
13239,058640　致新凱基34購03,TW23Z0586404,2023/09/14,上市,,RWSCCA,
13240,058641　至上凱基33購02,TW23Z0586412,2023/09/14,上市,,RWSCCA,
13241,058642　鈺齊凱基33購01,TW23Z0586420,2023/09/14,上市,,RWSCCA,
13242,058643　美時元富33購01,TW23Z0586438,2023/09/14,上市,,RWSCCA,
13243,058644　技嘉元富33購04,TW23Z0586446,2023/09/14,上市,,RWSCCA,
13244,058645　亞航元富33購01,TW23Z0586453,2023/09/14,上市,,RWSCCA,
13245,058646　聯陽元富34購02,TW23Z0586461,2023/09/14,上市,,RWSCCA,
13246,058647　智易元富36購01,TW23Z0586479,2023/09/14,上市,,RWSCCA,
13247,058648　健策元富33購01,TW23Z0586487,2023/09/14,上市,,RWSCCA,
13248,058649　矽創元富34購02,TW23Z0586495,2023/09/14,上市,,RWSCCA,
13249,05864T　台灣50群益37售03,TW24Z05864T3,2024/01/16,上市,,RWBCPE,
13250,058650　矽創元富34購03,TW23Z0586503,2023/09/14,上市,,RWSCCA,
13251,058651　華通麥證33購01,TW23Z0586511,2023/09/14,上市,,RWSCCE,
13252,058652　合勤控麥證33購02,TW23Z0586529,2023/09/14,上市,,RWSCCE,
13253,058653　鴻海永豐37購01,TW23Z0586537,2023/09/14,上市,,RWSCCA,
13254,058654　佳世達永豐33購02,TW23Z0586545,2023/09/14,上市,,RWSCCA,
13255,058655　技嘉永豐36購05,TW23Z0586552,2023/09/14,上市,,RWSCCA,
13256,058656　聯發科永豐39購01,TW23Z0586560,2023/09/14,上市,,RWSCCA,
13257,058657　大立光永豐35購01,TW23Z0586578,2023/09/14,上市,,RWSCCA,
13258,058658　聯陽永豐35購01,TW23Z0586586,2023/09/14,上市,,RWSCCA,
13259,058659　敦泰永豐34購01,TW23Z0586594,2023/09/14,上市,,RWSCCA,
13260,05865T　台灣50群益38售02,TW24Z05865T0,2024/01/16,上市,,RWBCPE,
13261,058660　力成永豐34購01,TW23Z0586602,2023/09/14,上市,,RWSCCA,
13262,058661　龍德船永豐36購01,TW23Z0586610,2023/09/14,上市,,RWSCCA,
13263,058662　矽創永豐33購01,TW23Z0586628,2023/09/14,上市,,RWSCCA,
13264,058663　中華國票34購02,TW23Z0586636,2023/09/14,上市,,RWSCCA,
13265,058664　金寶國票34購01,TW23Z0586644,2023/09/14,上市,,RWSCCA,
13266,058665　友達國票33購01,TW23Z0586651,2023/09/14,上市,,RWSCCA,
13267,058666　友達國票34購01,TW23Z0586669,2023/09/14,上市,,RWSCCA,
13268,058667　友達國票35購01,TW23Z0586677,2023/09/14,上市,,RWSCCA,
13269,058668　華航國票33購03,TW23Z0586685,2023/09/14,上市,,RWSCCA,
13270,058669　長榮航國票34購04,TW23Z0586693,2023/09/14,上市,,RWSCCA,
13271,05866T　台積電群益37售12,TW24Z05866T8,2024/01/16,上市,,RWSCPE,
13272,058670　晶豪科國票34購01,TW23Z0586701,2023/09/14,上市,,RWSCCA,
13273,058671　晶豪科國票34購02,TW23Z0586719,2023/09/14,上市,,RWSCCA,
13274,058672　大立光國票34購02,TW23Z0586727,2023/09/14,上市,,RWSCCA,
13275,058673　聯陽國票34購02,TW23Z0586735,2023/09/14,上市,,RWSCCA,
13276,058674　全科國票34購01,TW23Z0586743,2023/09/14,上市,,RWSCCA,
13277,058675　敦泰國票34購01,TW23Z0586750,2023/09/14,上市,,RWSCCA,
13278,058676　智易國票34購01,TW23Z0586768,2023/09/14,上市,,RWSCCA,
13279,058677　健策國票34購02,TW23Z0586776,2023/09/14,上市,,RWSCCA,
13280,058678　太極國票34購01,TW23Z0586784,2023/09/14,上市,,RWSCCA,
13281,058679　康舒國票34購03,TW23Z0586792,2023/09/14,上市,,RWSCCA,
13282,05867T　台積電群益37售13,TW24Z05867T6,2024/01/16,上市,,RWSCPE,
13283,058680　啟碁國票34購02,TW23Z0586800,2023/09/14,上市,,RWSCCA,
13284,058681　晶心科國票33購03,TW23Z0586818,2023/09/14,上市,,RWSCCA,
13285,058682　矽創國票34購02,TW23Z0586826,2023/09/14,上市,,RWSCCA,
13286,058683　南電國票34購01,TW23Z0586834,2023/09/14,上市,,RWSCCA,
13287,058684　東陽統一36購01,TW23Z0586842,2023/09/14,上市,,RWSCCA,
13288,058685　亞航統一37購01,TW23Z0586859,2023/09/14,上市,,RWSCCA,
13289,058686　亞航統一39購03,TW23Z0586867,2023/09/14,上市,,RWSCCA,
13290,058687　晶豪科統一37購03,TW23Z0586875,2023/09/14,上市,,RWSCCA,
13291,058688　聯陽統一33購01,TW23Z0586883,2023/09/14,上市,,RWSCCA,
13292,058689　聯陽統一37購02,TW23Z0586891,2023/09/14,上市,,RWSCCA,
13293,05868T　台積電群益38售08,TW24Z05868T4,2024/01/16,上市,,RWSCPE,
13294,058690　創意統一37購02,TW23Z0586909,2023/09/14,上市,,RWSCCA,
13295,058691　健策統一33購02,TW23Z0586917,2023/09/14,上市,,RWSCCA,
13296,058692　虹堡統一33購01,TW23Z0586925,2023/09/14,上市,,RWSCCA,
13297,058693　緯穎統一33購02,TW23Z0586933,2023/09/14,上市,,RWSCCA,
13298,058694　龍德船統一36購02,TW23Z0586941,2023/09/14,上市,,RWSCCA,
13299,058695　矽創統一38購01,TW23Z0586958,2023/09/14,上市,,RWSCCA,
13300,058696　矽創統一39購02,TW23Z0586966,2023/09/14,上市,,RWSCCA,
13301,058697　東哥統一33購04,TW23Z0586974,2023/09/14,上市,,RWSCCA,
13302,058698　東哥統一36購02,TW23Z0586982,2023/09/14,上市,,RWSCCA,
13303,058699　東哥統一39購02,TW23Z0586990,2023/09/14,上市,,RWSCCA,
13304,05869T　大同群益37售03,TW24Z05869T2,2024/01/16,上市,,RWSCPE,
13305,058700　東陽富邦33購01,TW23Z0587006,2023/09/14,上市,,RWSCCA,
13306,058701　美時富邦39購01,TW23Z0587014,2023/09/14,上市,,RWSCCA,
13307,058702　第一銅富邦35購01,TW23Z0587022,2023/09/14,上市,,RWSCCA,
