date,stock_id,HoldingSharesLevel,people,percent,unit
2019-11-15,0050,total,88698,100.0,694500000
2019-11-22,0050,1-999,34204,1.28,8884529
2019-11-22,0050,"1,000-5,000",47103,12.87,88773084
2019-11-22,0050,"10,001-15,000",1237,2.3,15917149
2019-11-22,0050,"100,001-200,000",94,1.94,13386429
2019-11-22,0050,"15,001-20,000",704,1.86,12856776
2019-11-22,0050,"20,001-30,000",609,2.24,15500652
2019-11-22,0050,"200,001-400,000",52,2.09,14468398
2019-11-22,0050,"30,001-40,000",253,1.3,9010478
2019-11-22,0050,"40,001-50,000",169,1.12,7755529
2019-11-22,0050,"400,001-600,000",20,1.46,10083622
2019-11-22,0050,"5,001-10,000",4603,5.18,35784099
2019-11-22,0050,"50,001-100,000",284,2.91,20116758
2019-11-22,0050,"600,001-800,000",7,0.67,4659000
2019-11-22,0050,"800,001-1,000,000",6,0.81,5600000
2019-11-22,0050,"more than 1,000,001",46,61.88,426703497
2019-11-22,0050,total,89391,100.0,689500000
2019-11-29,0050,1-999,34652,1.27,8984870
2019-11-29,0050,"1,000-5,000",47095,12.62,88699018
2019-11-29,0050,"10,001-15,000",1250,2.28,16087015
2019-11-29,0050,"100,001-200,000",94,1.9,13360662
2019-11-29,0050,"15,001-20,000",709,1.84,12979445
2019-11-29,0050,"20,001-30,000",604,2.19,15387206
2019-11-29,0050,"200,001-400,000",50,2.0,14095123
2019-11-29,0050,"30,001-40,000",253,1.28,9024552
2019-11-29,0050,"40,001-50,000",169,1.1,7767416
2019-11-29,0050,"400,001-600,000",18,1.27,8935148
2019-11-29,0050,"5,001-10,000",4595,5.08,35718108
2019-11-29,0050,"50,001-100,000",283,2.85,20052709
2019-11-29,0050,"600,001-800,000",8,0.76,5351581
2019-11-29,0050,"800,001-1,000,000",5,0.65,4636000
2019-11-29,0050,"more than 1,000,001",49,62.83,441421147
2019-11-29,0050,total,89834,100.0,702500000
2019-12-06,0050,1-999,34531,1.27,8952548
2019-12-06,0050,"1,000-5,000",47440,12.72,89375168
2019-12-06,0050,"10,001-15,000",1260,2.3,16174378
2019-12-06,0050,"100,001-200,000",98,1.95,13762169
2019-12-06,0050,"15,001-20,000",721,1.88,13219037
2019-12-06,0050,"20,001-30,000",614,2.22,15630577
2019-12-06,0050,"200,001-400,000",47,1.88,13234616
2019-12-06,0050,"30,001-40,000",248,1.26,8853856
2019-12-06,0050,"40,001-50,000",173,1.13,7945524
2019-12-06,0050,"400,001-600,000",22,1.54,10879744
2019-12-06,0050,"5,001-10,000",4636,5.12,36026788
2019-12-06,0050,"50,001-100,000",288,2.89,20305005
2019-12-06,0050,"600,001-800,000",7,0.66,4655000
2019-12-06,0050,"800,001-1,000,000",6,0.8,5633581
2019-12-06,0050,"more than 1,000,001",50,62.32,437852009
2019-12-06,0050,total,90141,100.0,702500000
2019-12-13,0050,1-999,35072,1.23,9095601
2019-12-13,0050,"1,000-5,000",46569,11.89,87706971
2019-12-13,0050,"10,001-15,000",1241,2.16,15939739
2019-12-13,0050,"100,001-200,000",99,1.89,14006673
2019-12-13,0050,"15,001-20,000",687,1.7,12571472
2019-12-13,0050,"20,001-30,000",594,2.04,15116337
2019-12-13,0050,"200,001-400,000",47,1.81,13389616
2019-12-13,0050,"30,001-40,000",245,1.18,8757952
2019-12-13,0050,"40,001-50,000",169,1.05,7791121
2019-12-13,0050,"400,001-600,000",21,1.44,10659148
2019-12-13,0050,"5,001-10,000",4527,4.76,35166002
2019-12-13,0050,"50,001-100,000",289,2.76,20412810
2019-12-13,0050,"600,001-800,000",5,0.46,3416000
2019-12-13,0050,"800,001-1,000,000",6,0.74,5470000
2019-12-13,0050,差異數調整（說明4）,0,-0.0,-13000
2019-12-13,0050,"more than 1,000,001",51,64.81,478013558
2019-12-13,0050,total,89622,100.0,737500000
2019-12-20,0050,1-999,35467,1.11,9168933
2019-12-20,0050,"1,000-5,000",46668,10.67,87496560
2019-12-20,0050,"10,001-15,000",1241,1.94,15939109
2019-12-20,0050,"100,001-200,000",95,1.62,13313166
2019-12-20,0050,"15,001-20,000",681,1.51,12435527
2019-12-20,0050,"20,001-30,000",590,1.83,15054922
2019-12-20,0050,"200,001-400,000",48,1.66,13651616
2019-12-20,0050,"30,001-40,000",237,1.03,8459319
2019-12-20,0050,"40,001-50,000",168,0.94,7728424
2019-12-20,0050,"400,001-600,000",16,0.99,8120000
2019-12-20,0050,"5,001-10,000",4490,4.25,34870944
2019-12-20,0050,"50,001-100,000",284,2.43,19951124
2019-12-20,0050,"600,001-800,000",10,0.81,6719655
2019-12-20,0050,"800,001-1,000,000",5,0.56,4643000
2019-12-20,0050,"more than 1,000,001",51,68.59,562447701
2019-12-20,0050,total,90051,100.0,820000000
2019-12-27,0050,1-999,35809,1.31,9195653
2019-12-27,0050,"1,000-5,000",46925,12.55,87934309
2019-12-27,0050,"10,001-15,000",1225,2.24,15744485
2019-12-27,0050,"100,001-200,000",95,1.92,13480166
2019-12-27,0050,"15,001-20,000",685,1.78,12516960
2019-12-27,0050,"20,001-30,000",589,2.14,15029759
2019-12-27,0050,"200,001-400,000",45,1.81,12735616
2019-12-27,0050,"30,001-40,000",249,1.26,8893086
2019-12-27,0050,"40,001-50,000",169,1.11,7794573
2019-12-27,0050,"400,001-600,000",17,1.2,8438001
2019-12-27,0050,"5,001-10,000",4527,5.02,35195489
2019-12-27,0050,"50,001-100,000",296,3.0,21017124
2019-12-27,0050,"600,001-800,000",10,0.97,6854655
2019-12-27,0050,"800,001-1,000,000",4,0.52,3643000
2019-12-27,0050,"more than 1,000,001",52,63.1,442027124
2019-12-27,0050,total,90697,100.0,700500000
2020-01-03,0050,1-999,35739,1.33,9159937
2020-01-03,0050,"1,000-5,000",47374,12.91,88697421
2020-01-03,0050,"10,001-15,000",1241,2.32,15952164
2020-01-03,0050,"100,001-200,000",101,2.09,14407156
2020-01-03,0050,"15,001-20,000",686,1.82,12524289
2020-01-03,0050,"20,001-30,000",597,2.21,15229264
2020-01-03,0050,"200,001-400,000",47,1.95,13397616
2020-01-03,0050,"30,001-40,000",255,1.33,9154369
2020-01-03,0050,"40,001-50,000",165,1.1,7615205
2020-01-03,0050,"400,001-600,000",18,1.3,8967972
2020-01-03,0050,"5,001-10,000",4572,5.18,35603848
2020-01-03,0050,"50,001-100,000",292,3.01,20688361
2020-01-03,0050,"600,001-800,000",9,0.9,6246655
2020-01-03,0050,"800,001-1,000,000",6,0.76,5283000
2020-01-03,0050,"more than 1,000,001",50,61.72,424072743
2020-01-03,0050,total,91152,100.0,687000000
2020-01-10,0050,1-999,36394,1.4,9302206
2020-01-10,0050,"1,000-5,000",49231,13.97,92303279
2020-01-10,0050,"10,001-15,000",1302,2.53,16736044
2020-01-10,0050,"100,001-200,000",107,2.3,15209691
2020-01-10,0050,"15,001-20,000",726,2.0,13276031
2020-01-10,0050,"20,001-30,000",617,2.38,15720180
2020-01-10,0050,"200,001-400,000",49,2.1,13878779
2020-01-10,0050,"30,001-40,000",277,1.5,9921249
2020-01-10,0050,"40,001-50,000",169,1.17,7773965
2020-01-10,0050,"400,001-600,000",18,1.37,9109507
2020-01-10,0050,"5,001-10,000",4805,5.66,37385309
2020-01-10,0050,"50,001-100,000",292,3.09,20456283
2020-01-10,0050,"600,001-800,000",7,0.72,4803148
2020-01-10,0050,"800,001-1,000,000",6,0.83,5533061
2020-01-10,0050,"more than 1,000,001",51,58.9,389091268
2020-01-10,0050,total,94051,100.0,660500000
2020-01-17,0050,1-999,37103,1.4,9402818
2020-01-17,0050,"1,000-5,000",50611,14.19,94816590
2020-01-17,0050,"10,001-15,000",1344,2.58,17258874
2020-01-17,0050,"100,001-200,000",108,2.32,15544691
2020-01-17,0050,"15,001-20,000",752,2.05,13750330
2020-01-17,0050,"20,001-30,000",632,2.4,16098634
2020-01-17,0050,"200,001-400,000",51,2.14,14329616
2020-01-17,0050,"30,001-40,000",292,1.56,10472106
2020-01-17,0050,"40,001-50,000",176,1.21,8096161
2020-01-17,0050,"400,001-600,000",21,1.55,10406734
2020-01-17,0050,"5,001-10,000",4896,5.71,38145430
2020-01-17,0050,"50,001-100,000",305,3.2,21416536
2020-01-17,0050,"600,001-800,000",8,0.81,5475312
2020-01-17,0050,"800,001-1,000,000",4,0.55,3677061
2020-01-17,0050,"more than 1,000,001",51,58.24,389109107
2020-01-17,0050,total,96354,100.0,668000000
2020-01-22,0050,1-999,37062,1.44,9388570
2020-01-22,0050,"1,000-5,000",51223,14.81,96127621
2020-01-22,0050,"10,001-15,000",1377,2.72,17698671
2020-01-22,0050,"100,001-200,000",108,2.39,15517918
2020-01-22,0050,"15,001-20,000",776,2.18,14200431
2020-01-22,0050,"20,001-30,000",645,2.53,16453209
2020-01-22,0050,"200,001-400,000",51,2.22,14447636
2020-01-22,0050,"30,001-40,000",294,1.62,10541985
2020-01-22,0050,"40,001-50,000",178,1.26,8208261
2020-01-22,0050,"400,001-600,000",23,1.74,11336507
2020-01-22,0050,"5,001-10,000",4962,5.95,38643405
2020-01-22,0050,"50,001-100,000",311,3.37,21899202
2020-01-22,0050,"600,001-800,000",10,1.05,6844416
2020-01-22,0050,"800,001-1,000,000",4,0.56,3640061
2020-01-22,0050,"more than 1,000,001",48,56.09,364052107
2020-01-22,0050,total,97072,100.0,649000000
2020-01-31,0050,1-999,37226,1.45,9420656
2020-01-31,0050,"1,000-5,000",54304,15.75,102254998
2020-01-31,0050,"10,001-15,000",1452,2.87,18630818
2020-01-31,0050,"100,001-200,000",117,2.6,16936943
2020-01-31,0050,"15,001-20,000",856,2.42,15716040
2020-01-31,0050,"20,001-30,000",674,2.64,17136606
2020-01-31,0050,"200,001-400,000",49,2.12,13776182
2020-01-31,0050,"30,001-40,000",302,1.67,10846485
2020-01-31,0050,"40,001-50,000",183,1.3,8455057
2020-01-31,0050,"400,001-600,000",20,1.5,9780507
2020-01-31,0050,"5,001-10,000",5308,6.35,41261512
2020-01-31,0050,"50,001-100,000",323,3.5,22721267
2020-01-31,0050,"600,001-800,000",10,1.02,6666139
2020-01-31,0050,"800,001-1,000,000",5,0.68,4465061
2020-01-31,0050,差異數調整（說明4）,0,-1.07,-7000000
2020-01-31,0050,"more than 1,000,001",46,55.15,357931729
2020-01-31,0050,total,100875,100.0,649000000
2020-02-07,0050,"20,001-30,000",704,2.52,17903024
2020-02-07,0050,"800,001-1,000,000",6,0.77,5467995
2020-02-07,0050,"10,001-15,000",1567,2.83,20099781
2020-02-07,0050,"200,001-400,000",53,2.12,15071123
2020-02-07,0050,"15,001-20,000",920,2.38,16881155
2020-02-07,0050,"5,001-10,000",5803,6.36,45032820
2020-02-07,0050,"40,001-50,000",189,1.23,8716231
2020-02-07,0050,1-999,37823,1.35,9570225
2020-02-07,0050,"400,001-600,000",20,1.38,9792000
2020-02-07,0050,"600,001-800,000",6,0.55,3928209
2020-02-07,0050,"50,001-100,000",338,3.38,23995585
2020-02-07,0050,"30,001-40,000",333,1.68,11945325
2020-02-07,0050,"100,001-200,000",121,2.45,17388907
2020-02-07,0050,"1,000-5,000",60859,16.1,114057951
2020-02-07,0050,total,108794,100.0,708000000
2020-02-07,0050,"more than 1,000,001",52,54.82,388149669
2020-02-15,0050,"5,001-10,000",5807,6.23,45028808
2020-02-15,0050,"800,001-1,000,000",5,0.63,4620000
2020-02-15,0050,"100,001-200,000",122,2.43,17569603
2020-02-15,0050,"400,001-600,000",21,1.47,10659061
2020-02-15,0050,1-999,38161,1.33,9642257
2020-02-15,0050,"600,001-800,000",5,0.44,3224148
2020-02-15,0050,"40,001-50,000",200,1.28,9258231
2020-02-15,0050,"50,001-100,000",335,3.28,23764585
2020-02-15,0050,"1,000-5,000",61588,15.93,115125484
2020-02-15,0050,"15,001-20,000",919,2.32,16833053
2020-02-15,0050,"30,001-40,000",334,1.65,11936293
2020-02-15,0050,"200,001-400,000",53,2.06,14895750
2020-02-15,0050,"20,001-30,000",738,2.59,18728983
2020-02-15,0050,"10,001-15,000",1595,2.82,20426075
2020-02-15,0050,"more than 1,000,001",57,55.47,400787669
2020-02-15,0050,total,109940,100.0,722500000
2020-02-21,0050,"1,000-5,000",62869,16.29,117565555
2020-02-21,0050,"400,001-600,000",20,1.39,10074061
2020-02-21,0050,"15,001-20,000",922,2.34,16888443
2020-02-21,0050,"30,001-40,000",344,1.7,12286334
2020-02-21,0050,"200,001-400,000",56,2.11,15280083
2020-02-21,0050,"600,001-800,000",6,0.54,3925148
2020-02-21,0050,"5,001-10,000",5922,6.36,45924126
2020-02-21,0050,"100,001-200,000",127,2.52,18213984
2020-02-21,0050,"800,001-1,000,000",8,1.02,7405000
2020-02-21,0050,"40,001-50,000",190,1.21,8774456
2020-02-21,0050,"20,001-30,000",746,2.62,18924657
2020-02-21,0050,"50,001-100,000",337,3.3,23866800
2020-02-21,0050,"10,001-15,000",1623,2.88,20805890
2020-02-21,0050,1-999,39320,1.36,9856974
2020-02-21,0050,"more than 1,000,001",55,54.29,391708489
2020-02-21,0050,total,112545,100.0,721500000
2020-02-27,0050,"800,001-1,000,000",5,0.61,4653000
2020-02-27,0050,"1,000-5,000",67002,16.52,125847438
2020-02-27,0050,"15,001-20,000",961,2.3,17584072
2020-02-27,0050,"50,001-100,000",347,3.25,24779592
2020-02-27,0050,"30,001-40,000",350,1.64,12508906
2020-02-27,0050,"200,001-400,000",56,2.04,15572153
2020-02-27,0050,"5,001-10,000",6345,6.44,49051381
2020-02-27,0050,"400,001-600,000",19,1.24,9476000
2020-02-27,0050,"10,001-15,000",1744,2.94,22419230
2020-02-27,0050,"100,001-200,000",125,2.35,17952691
2020-02-27,0050,"20,001-30,000",805,2.69,20487189
2020-02-27,0050,"600,001-800,000",9,0.79,6019209
2020-02-27,0050,1-999,40092,1.31,9981052
2020-02-27,0050,"40,001-50,000",214,1.3,9966057
2020-02-27,0050,total,118132,100.0,761500000
2020-02-27,0050,"more than 1,000,001",58,54.52,415202030
2020-03-06,0050,1-999,40196,1.23,10011977
2020-03-06,0050,"200,001-400,000",59,2.07,16730822
2020-03-06,0050,"50,001-100,000",387,3.4,27492013
2020-03-06,0050,"30,001-40,000",383,1.69,13682698
2020-03-06,0050,"5,001-10,000",6982,6.69,54040188
2020-03-06,0050,"40,001-50,000",225,1.3,10507342
2020-03-06,0050,"1,000-5,000",72237,16.89,136453324
2020-03-06,0050,"400,001-600,000",18,1.13,9159482
2020-03-06,0050,"15,001-20,000",1094,2.48,20080693
2020-03-06,0050,"100,001-200,000",129,2.27,18391224
2020-03-06,0050,"20,001-30,000",838,2.63,21277153
2020-03-06,0050,"600,001-800,000",7,0.56,4575982
2020-03-06,0050,"10,001-15,000",1888,2.99,24161041
2020-03-06,0050,"800,001-1,000,000",7,0.8,6528061
2020-03-06,0050,total,124508,100.0,807500000
2020-03-06,0050,"more than 1,000,001",58,53.79,434408000
2020-03-13,0050,"5,001-10,000",8122,7.41,62664717
2020-03-13,0050,"400,001-600,000",17,0.99,8383356
2020-03-13,0050,1-999,41435,1.21,10280567
2020-03-13,0050,"600,001-800,000",8,0.63,5333885
2020-03-13,0050,"30,001-40,000",421,1.79,15126058
2020-03-13,0050,"50,001-100,000",420,3.53,29863229
2020-03-13,0050,"100,001-200,000",149,2.51,21230484
2020-03-13,0050,"10,001-15,000",2161,3.27,27641353
2020-03-13,0050,"20,001-30,000",1009,3.03,25636082
2020-03-13,0050,"40,001-50,000",266,1.45,12302693
2020-03-13,0050,"800,001-1,000,000",8,0.84,7109000
2020-03-13,0050,"200,001-400,000",60,2.06,17435913
2020-03-13,0050,"15,001-20,000",1284,2.77,23409205
2020-03-13,0050,"1,000-5,000",79073,17.97,151896854
2020-03-13,0050,"more than 1,000,001",58,51.9,438577604
2020-03-13,0050,total,134491,100.0,845000000
2020-03-20,0050,"40,001-50,000",339,1.5,15697212
2020-03-20,0050,"15,001-20,000",1558,2.72,28461457
2020-03-20,0050,"400,001-600,000",17,0.77,8077000
2020-03-20,0050,"1,000-5,000",91585,17.11,178913573
2020-03-20,0050,"50,001-100,000",534,3.62,37883695
2020-03-20,0050,"20,001-30,000",1262,3.05,31895012
2020-03-20,0050,1-999,42622,1.0,10552817
2020-03-20,0050,"600,001-800,000",9,0.61,6399954
2020-03-20,0050,"100,001-200,000",182,2.46,25727984
2020-03-20,0050,"5,001-10,000",10214,7.53,78827365
2020-03-20,0050,"800,001-1,000,000",7,0.6,6366000
2020-03-20,0050,"10,001-15,000",2797,3.42,35812484
2020-03-20,0050,"200,001-400,000",67,1.79,18785238
2020-03-20,0050,"30,001-40,000",535,1.82,19127000
2020-03-20,0050,total,151792,100.0,1045500000
2020-03-20,0050,"more than 1,000,001",64,52.74,551456209
2020-03-27,0050,"600,001-800,000",6,0.39,4197469
2020-03-27,0050,"20,001-30,000",1250,2.97,31461796
2020-03-27,0050,"200,001-400,000",65,1.75,18519616
2020-03-27,0050,"50,001-100,000",506,3.39,35822007
2020-03-27,0050,"100,001-200,000",181,2.42,25623546
2020-03-27,0050,"10,001-15,000",2809,3.4,35999416
2020-03-27,0050,1-999,44002,1.02,10798683
2020-03-27,0050,"15,001-20,000",1560,2.69,28467433
2020-03-27,0050,"5,001-10,000",10211,7.46,78782928
2020-03-27,0050,"1,000-5,000",94773,17.39,183742281
2020-03-27,0050,"30,001-40,000",560,1.89,20031855
2020-03-27,0050,"40,001-50,000",339,1.49,15737387
2020-03-27,0050,"400,001-600,000",17,0.78,8318825
2020-03-27,0050,"800,001-1,000,000",9,0.76,8043002
2020-03-27,0050,total,156350,100.0,1056000000
2020-03-27,0050,"more than 1,000,001",62,52.12,550453756
2020-04-01,0050,1-999,44173,1.02,10834763
2020-04-01,0050,"1,000-5,000",96465,17.7,186791648
2020-04-01,0050,"5,001-10,000",10364,7.57,79902735
2020-04-01,0050,"10,001-15,000",2819,3.41,36075583
2020-04-01,0050,"15,001-20,000",1557,2.69,28426726
2020-04-01,0050,"20,001-30,000",1242,2.96,31279816
2020-04-01,0050,"30,001-40,000",567,1.92,20288855
2020-04-01,0050,"40,001-50,000",322,1.41,14957611
2020-04-01,0050,"50,001-100,000",517,3.46,36530982
2020-04-01,0050,"100,001-200,000",177,2.36,24964592
2020-04-01,0050,"200,001-400,000",65,1.75,18489616
2020-04-01,0050,"400,001-600,000",19,0.89,9455579
2020-04-01,0050,"600,001-800,000",4,0.26,2810000
2020-04-01,0050,"800,001-1,000,000",9,0.77,8125000
2020-04-01,0050,"more than 1,000,001",60,51.75,546066494
2020-04-01,0050,total,158360,100.0,1055000000
2020-04-10,0050,1-999,45495,1.05,11205805
2020-04-10,0050,"1,000-5,000",96658,17.52,186072579
2020-04-10,0050,"5,001-10,000",10243,7.42,78868823
2020-04-10,0050,"10,001-15,000",2790,3.36,35735031
2020-04-10,0050,"15,001-20,000",1522,2.61,27741246
2020-04-10,0050,"20,001-30,000",1221,2.89,30767420
2020-04-10,0050,"30,001-40,000",560,1.88,20031015
2020-04-10,0050,"40,001-50,000",317,1.38,14677469
2020-04-10,0050,"50,001-100,000",512,3.41,36240041
2020-04-10,0050,"100,001-200,000",183,2.41,25596207
2020-04-10,0050,"200,001-400,000",67,1.83,19456836
2020-04-10,0050,"400,001-600,000",15,0.68,7318002
2020-04-10,0050,"600,001-800,000",5,0.32,3458000
2020-04-10,0050,"800,001-1,000,000",9,0.77,8263423
2020-04-10,0050,"more than 1,000,001",62,52.38,556068103
2020-04-10,0050,total,159659,100.0,1061500000
2020-04-17,0050,1-999,47128,1.1,11528804
2020-04-17,0050,"1,000-5,000",97588,17.99,187395577
2020-04-17,0050,"5,001-10,000",10193,7.55,78683707
2020-04-17,0050,"10,001-15,000",2753,3.38,35278808
2020-04-17,0050,"15,001-20,000",1513,2.65,27602133
2020-04-17,0050,"20,001-30,000",1215,2.93,30611280
2020-04-17,0050,"30,001-40,000",563,1.92,20097046
2020-04-17,0050,"40,001-50,000",318,1.41,14721931
2020-04-17,0050,"50,001-100,000",506,3.44,35915256
2020-04-17,0050,"100,001-200,000",185,2.5,26076211
2020-04-17,0050,"200,001-400,000",64,1.79,18699863
2020-04-17,0050,"400,001-600,000",17,0.81,8439000
2020-04-17,0050,"600,001-800,000",5,0.34,3604000
2020-04-17,0050,"800,001-1,000,000",6,0.53,5540000
2020-04-17,0050,"more than 1,000,001",66,51.58,537307380
2020-04-17,0050,total,162120,100.0,1041500996
2020-04-24,0050,1-999,47540,1.13,11615707
2020-04-24,0050,"1,000-5,000",97769,18.38,187777790
2020-04-24,0050,"5,001-10,000",10259,7.75,79258432
2020-04-24,0050,"10,001-15,000",2749,3.44,35201379
2020-04-24,0050,"15,001-20,000",1538,2.74,28042045
2020-04-24,0050,"20,001-30,000",1232,3.04,31061323
2020-04-24,0050,"30,001-40,000",538,1.87,19160515
2020-04-24,0050,"40,001-50,000",325,1.47,15052384
2020-04-24,0050,"50,001-100,000",510,3.55,36313253
2020-04-24,0050,"100,001-200,000",183,2.53,25872651
2020-04-24,0050,"200,001-400,000",65,1.85,18960421
2020-04-24,0050,"400,001-600,000",15,0.74,7585199
2020-04-24,0050,"600,001-800,000",5,0.35,3595000
2020-04-24,0050,"800,001-1,000,000",6,0.54,5540000
2020-04-24,0050,"more than 1,000,001",63,50.55,516463901
2020-04-24,0050,total,162797,100.0,1021500000
2020-04-30,0050,1-999,48555,1.16,11855402
2020-04-30,0050,"1,000-5,000",97071,18.21,186081104
2020-04-30,0050,"5,001-10,000",10193,7.7,78666298
2020-04-30,0050,"10,001-15,000",2711,3.39,34683131
2020-04-30,0050,"15,001-20,000",1507,2.69,27528871
2020-04-30,0050,"20,001-30,000",1217,3.0,30673048
2020-04-30,0050,"30,001-40,000",521,1.81,18534261
2020-04-30,0050,"40,001-50,000",328,1.48,15136143
2020-04-30,0050,"50,001-100,000",498,3.48,35595133
2020-04-30,0050,"100,001-200,000",178,2.43,24893643
2020-04-30,0050,"200,001-400,000",67,1.87,19194421
2020-04-30,0050,"400,001-600,000",14,0.69,7146965
2020-04-30,0050,"600,001-800,000",4,0.29,2980000
2020-04-30,0050,"800,001-1,000,000",8,0.71,7331327
2020-04-30,0050,"more than 1,000,001",63,51.02,521200253
2020-04-30,0050,total,162935,100.0,1021500000
2020-05-08,0050,1-999,49412,1.18,12135890
2020-05-08,0050,"1,000-5,000",98334,18.44,188364787
2020-05-08,0050,"5,001-10,000",10304,7.79,79650009
2020-05-08,0050,"10,001-15,000",2713,3.39,34685517
2020-05-08,0050,"15,001-20,000",1540,2.75,28145690
2020-05-08,0050,"20,001-30,000",1224,3.03,30988275
2020-05-08,0050,"30,001-40,000",516,1.8,18421509
2020-05-08,0050,"40,001-50,000",329,1.49,15227153
2020-05-08,0050,"50,001-100,000",503,3.51,35870797
2020-05-08,0050,"100,001-200,000",175,2.43,24829202
2020-05-08,0050,"200,001-400,000",68,1.89,19398421
2020-05-08,0050,"400,001-600,000",14,0.67,6914000
2020-05-08,0050,"600,001-800,000",5,0.35,3638652
2020-05-08,0050,"800,001-1,000,000",8,0.71,7313000
2020-05-08,0050,"more than 1,000,001",62,50.5,515917098
2020-05-08,0050,total,165207,100.0,1021500000
2020-05-15,0050,1-999,49661,1.19,12224083
2020-05-15,0050,"1,000-5,000",99834,18.71,191139753
2020-05-15,0050,"5,001-10,000",10422,7.88,80566531
2020-05-15,0050,"10,001-15,000",2769,3.46,35439810
2020-05-15,0050,"15,001-20,000",1522,2.72,27788819
2020-05-15,0050,"20,001-30,000",1249,3.08,31552010
2020-05-15,0050,"30,001-40,000",525,1.83,18742613
2020-05-15,0050,"40,001-50,000",342,1.55,15872495
2020-05-15,0050,"50,001-100,000",509,3.53,36154022
2020-05-15,0050,"100,001-200,000",179,2.47,25265202
2020-05-15,0050,"200,001-400,000",65,1.82,18592541
2020-05-15,0050,"400,001-600,000",15,0.72,7427299
2020-05-15,0050,"600,001-800,000",6,0.42,4296666
2020-05-15,0050,"800,001-1,000,000",9,0.79,8147000
2020-05-15,0050,差異數調整（說明4）,0,-0.07,-743000
