date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2019-03-29,0050,19,1,216250,165,1442,1589, ,17,17,0,216250,11,547,553
2019-04-01,0050,24,0,216250,107,1359,1442, ,0,36,0,216250,7,518,547
2019-04-02,0050,5,0,216250,45,1319,1359, ,0,6,0,216250,0,512,518
2019-04-03,0050,2,0,216250,82,1239,1319, ,0,4,0,216250,1,509,512
2019-04-08,0050,16,0,216250,76,1179,1239, ,0,0,0,216250,0,509,509
2019-04-09,0050,2,0,216250,64,1117,1179, ,0,3,0,216250,0,506,509
2019-04-10,0050,1,0,216250,23,1095,1117, ,0,1,0,216250,0,505,506
2019-04-11,0050,11,0,216250,75,1031,1095, ,0,8,0,216250,5,502,505
2019-04-12,0050,23,0,216250,62,992,1031, ,0,1,0,216250,3,504,502
2019-04-15,0050,18,0,216250,18,992,992, ,0,23,0,216250,106,587,504
2019-04-16,0050,21,1,216250,29,983,992, ,0,3,0,216250,5,589,587
2019-04-17,0050,8,0,207500,126,865,983, ,0,9,0,207500,0,580,589
2019-04-18,0050,79,0,207000,30,914,865, ,0,7,0,207000,3,576,580
2019-04-19,0050,30,0,207000,70,874,914, ,0,1,0,207000,2,577,576
2019-04-22,0050,27,0,207000,24,877,874, ,1,1,0,207000,10,586,577
2019-04-23,0050,20,0,207125,57,840,877, ,3,0,0,207125,0,586,586
2019-04-24,0050,7,0,206875,30,817,840, ,0,1,2,206875,2,585,586
2019-04-25,0050,11,0,206875,4,824,817, ,0,0,0,206875,0,585,585
2019-04-26,0050,25,0,206875,28,821,824, ,3,1,0,206875,3,587,585
2019-04-29,0050,14,0,206875,17,818,821, ,0,1,0,206875,1,587,587
2019-04-30,0050,15,0,201875,4,829,818, ,0,0,0,201875,0,587,587
2019-05-02,0050,34,0,196875,23,840,829, ,0,3,0,196875,0,584,587
2019-05-03,0050,81,0,196875,96,825,840, ,0,6,0,196875,6,584,584
2019-05-06,0050,65,0,190125,54,836,825, ,3,26,0,190125,2,560,584
2019-05-07,0050,19,0,189375,43,812,836, ,0,5,0,189375,3,558,560
2019-05-08,0050,38,0,188875,6,844,812, ,3,24,0,188875,2,536,558
2019-05-09,0050,74,0,188250,17,901,844, ,10,13,0,188250,0,523,536
2019-05-10,0050,109,1,188250,24,985,901, ,3,53,0,188250,1,471,523
2019-05-13,0050,134,0,184000,55,1064,985, ,8,72,0,184000,3,402,471
2019-05-14,0050,219,0,188500,37,1246,1064, ,256,6,0,188500,9,405,402
2019-05-15,0050,164,1,188500,17,1392,1246, ,6,22,0,188500,11,394,405
2019-05-16,0050,135,3,192250,26,1498,1392, ,0,9,3,192250,2,384,394
2019-05-17,0050,589,6,192250,75,2006,1498, ,0,4,0,192250,10,390,384
2019-05-20,0050,126,20,192250,462,1650,2006, ,1,3,0,192250,24,411,390
2019-05-21,0050,206,0,193000,45,1811,1650, ,10,4,0,193000,14,421,411
2019-05-22,0050,81,1,193000,68,1823,1811, ,1,5,0,193000,8,424,421
2019-05-23,0050,526,1,193125,35,2313,1823, ,7,38,0,193125,18,404,424
2019-05-24,0050,121,0,193375,24,2410,2313, ,40,4,0,193375,27,427,404
2019-05-27,0050,140,0,194625,26,2524,2410, ,24,6,0,194625,13,434,427
2019-05-28,0050,107,0,194625,79,2552,2524, ,6,13,0,194625,14,435,434
2019-05-29,0050,92,1,194875,44,2599,2552, ,1,13,0,194875,14,436,435
2019-05-30,0050,141,5,195125,179,2556,2599, ,0,3,0,195125,22,455,436
2019-05-31,0050,55,2,201375,276,2333,2556, ,61,106,0,201375,42,391,455
2019-06-03,0050,34,0,206875,160,2207,2333, ,6,1,0,206875,30,420,391
2019-06-04,0050,39,0,216875,83,2163,2207, ,3,1,0,216875,20,439,420
2019-06-05,0050,102,0,228125,124,2141,2163, ,5,15,0,228125,0,424,439
2019-06-06,0050,66,0,238375,120,2087,2141, ,0,17,0,238375,28,435,424
2019-06-10,0050,52,0,277000,223,1916,2087, ,0,12,0,277000,33,456,435
2019-06-11,0050,25,0,325250,156,1785,1916, ,4,32,11,325250,3,416,456
2019-06-12,0050,34,3,365750,146,1670,1785, ,3,17,0,365750,6,405,416
2019-06-13,0050,68,0,404500,49,1689,1670, ,3,8,0,404500,12,409,405
2019-06-14,0050,31,0,428125,57,1663,1689, ,3,14,0,428125,4,399,409
2019-06-17,0050,40,3,452500,54,1646,1663, ,3,25,0,452500,9,383,399
2019-06-18,0050,20,0,426250,102,1564,1646, ,0,3,0,426250,7,387,383
2019-06-19,0050,24,0,426250,155,1433,1564, ,0,23,0,426250,22,386,387
2019-06-20,0050,54,0,426250,87,1400,1433, ,0,3,0,426250,1,384,386
2019-06-21,0050,18,0,426250,224,1194,1400, ,0,5,0,426250,9,388,384
2019-06-24,0050,43,0,426250,56,1181,1194, ,0,1,0,426250,0,387,388
2019-06-25,0050,23,0,426250,33,1171,1181, ,0,2,0,426250,1,386,387
2019-06-26,0050,9,0,425250,11,1169,1171, ,0,13,0,425250,0,373,386
2019-06-27,0050,21,0,425250,32,1158,1169, ,0,2,0,425250,5,376,373
2019-06-28,0050,15,0,425250,10,1163,1158, ,1,9,0,425250,0,367,376
2019-07-01,0050,28,0,425250,114,1077,1163, ,0,1,0,425250,0,366,367
2019-07-02,0050,26,0,425250,21,1082,1077, ,0,1,0,425250,4,369,366
2019-07-03,0050,119,0,424250,38,1163,1082, ,0,5,0,424250,0,364,369
2019-07-04,0050,14,0,424250,91,1086,1163, ,0,3,0,424250,0,361,364
2019-07-05,0050,4,0,424250,16,1074,1086, ,0,0,0,424250,0,361,361
2019-07-08,0050,12,0,424250,5,1081,1074, ,0,29,0,424250,0,332,361
2019-07-09,0050,8,0,424250,20,1069,1081, ,0,26,0,424250,0,306,332
2019-07-10,0050,15,2,424250,50,1032,1069, ,0,20,0,424250,0,286,306
2019-07-11,0050,54,0,422375,53,1033,1032, ,2,36,2,422375,0,248,286
2019-07-12,0050,18,0,422375,12,1039,1033,X ,1,38,0,422375,0,210,248
2019-07-15,0050,12,0,422375,41,1010,1039,X ,0,207,1,422375,0,2,210
2019-07-16,0050,21,0,407875,34,997,1010,X ,0,0,2,407875,0,0,2
2019-07-17,0050,60,0,402750,212,845,997,X ,0,0,0,402750,0,0,0
2019-07-18,0050,13,0,381375,44,814,845, ,0,0,0,381375,0,0,0
2019-07-19,0050,14,0,381375,107,721,814, ,0,0,0,381375,15,15,0
2019-07-22,0050,16,0,381125,77,660,721, ,20,0,0,381125,7,22,15
2019-07-23,0050,7,0,381000,59,608,660, ,8,0,0,381000,0,22,22
2019-07-24,0050,5,0,381000,7,606,608, ,6,0,0,381000,0,22,22
2019-07-25,0050,22,0,380750,8,620,606, ,4,0,0,380750,0,22,22
2019-07-26,0050,23,0,378375,21,622,620, ,0,0,0,378375,8,30,22
2019-07-29,0050,26,0,377875,17,631,622, ,0,0,0,377875,0,30,30
2019-07-30,0050,20,0,377875,10,641,631, ,0,0,0,377875,0,30,30
2019-07-31,0050,10,0,377875,24,627,641, ,4,0,0,377875,0,30,30
2019-08-01,0050,19,0,375500,7,639,627, ,0,6,0,375500,0,24,30
2019-08-02,0050,120,0,374125,18,741,639, ,0,1,0,374125,1,24,24
2019-08-05,0050,156,0,374125,9,888,741, ,1,0,0,374125,17,41,24
2019-08-06,0050,227,1,374750,30,1084,888, ,19,1,0,374750,11,51,41
2019-08-07,0050,110,0,374750,46,1148,1084, ,0,16,0,374750,4,39,51
2019-08-08,0050,86,4,374750,102,1128,1148, ,0,0,0,374750,4,43,39
2019-08-12,0050,17,0,374750,26,1119,1128, ,0,0,0,374750,9,52,43
2019-08-13,0050,87,0,374750,16,1190,1119, ,0,7,0,374750,2,47,52
2019-08-14,0050,51,0,374750,145,1096,1190, ,0,1,0,374750,2,48,47
2019-08-15,0050,206,0,374750,7,1295,1096, ,4,2,0,374750,7,53,48
2019-08-16,0050,219,3,363875,147,1364,1295, ,1,3,0,363875,8,58,53
2019-08-19,0050,147,0,365125,251,1260,1364, ,0,0,0,365125,54,112,58
2019-08-20,0050,149,0,356375,139,1270,1260, ,0,6,0,356375,2,108,112
2019-08-21,0050,18,0,356375,98,1190,1270, ,0,2,0,356375,1,107,108
2019-08-22,0050,80,2,356375,282,986,1190, ,0,1,0,356375,0,106,107
2019-08-23,0050,13,0,356375,19,980,986, ,0,0,0,356375,4,110,106
2019-08-26,0050,187,0,356375,15,1152,980, ,0,5,0,356375,4,109,110
2019-08-27,0050,15,0,356375,17,1150,1152, ,0,4,0,356375,1,106,109
2019-08-28,0050,6,0,356375,112,1044,1150, ,2,0,0,356375,24,130,106
2019-08-29,0050,9,0,356375,11,1042,1044, ,1,1,0,356375,6,135,130
2019-08-30,0050,20,0,356375,143,919,1042, ,7,6,0,356375,5,134,135
2019-09-02,0050,14,0,356375,65,868,919, ,0,1,0,356375,1,134,134
2019-09-03,0050,16,0,319375,75,809,868, ,0,14,0,319375,0,120,134
2019-09-04,0050,45,0,319375,30,824,809, ,0,0,0,319375,5,125,120
2019-09-05,0050,254,0,320000,105,973,824, ,0,2,1,320000,0,122,125
2019-09-06,0050,12,0,320000,218,767,973, ,0,1,0,320000,1,122,122
2019-09-09,0050,21,0,318875,185,603,767, ,0,0,0,318875,0,122,122
2019-09-10,0050,25,2,310500,29,597,603, ,0,0,0,310500,5,127,122
2019-09-11,0050,18,0,310500,1,614,597, ,0,0,0,310500,0,127,127
2019-09-12,0050,75,0,315500,52,637,614, ,0,0,0,315500,2,129,127
2019-09-16,0050,133,0,321125,45,725,637, ,0,3,0,321125,85,211,129
2019-09-17,0050,48,0,322375,13,760,725, ,0,0,0,322375,0,211,211
2019-09-18,0050,10,0,322375,243,527,760, ,0,3,0,322375,2,210,211
2019-09-19,0050,44,5,294875,3,563,527, ,1,50,0,294875,20,180,210
2019-09-20,0050,22,1,294875,7,577,563, ,0,1,0,294875,0,179,180
2019-09-23,0050,5,0,269750,29,553,577, ,0,0,0,269750,0,179,179
2019-09-24,0050,13,0,227625,12,554,553, ,0,0,0,227625,0,179,179
2019-09-25,0050,7,0,198250,12,549,554, ,0,0,0,198250,3,182,179
2019-09-26,0050,6,0,195250,11,544,549, ,0,1,0,195250,0,181,182
2019-09-27,0050,2,0,195250,7,539,544, ,0,0,0,195250,5,186,181
2019-10-01,0050,12,0,195250,52,499,539, ,1,0,0,195250,29,215,186
2019-10-02,0050,7,0,195250,13,493,499, ,0,0,0,195250,0,215,215
2019-10-03,0050,74,0,195250,11,556,493, ,0,0,0,195250,0,215,215
2019-10-04,0050,11,0,195250,5,562,556, ,0,0,0,195250,4,219,215
2019-10-07,0050,6,0,194875,21,547,562, ,0,1,0,194875,1,219,219
2019-10-08,0050,7,0,194875,90,464,547, ,0,3,0,194875,2,218,219
2019-10-09,0050,44,0,194875,6,502,464, ,0,0,0,194875,0,218,218
2019-10-14,0050,24,0,194875,129,397,502, ,0,1,0,194875,3,220,218
2019-10-15,0050,5,0,194875,15,387,397, ,0,1,0,194875,2,221,220
2019-10-16,0050,4,0,188375,41,350,387, ,0,0,0,188375,4,225,221
2019-10-17,0050,2,0,179625,2,350,350, ,0,0,0,179625,0,225,225
2019-10-18,0050,7,0,176750,10,347,350, ,0,0,0,176750,2,227,225
2019-10-21,0050,1,0,176750,9,339,347, ,0,78,0,176750,1,150,227
2019-10-22,0050,5,0,176750,43,301,339, ,1,1,0,176750,0,149,150
2019-10-23,0050,13,0,175750,5,309,301, ,0,1,0,175750,0,148,149
2019-10-24,0050,6,0,175750,1,314,309, ,0,6,0,175750,3,145,148
2019-10-25,0050,5,0,175250,2,317,314, ,0,0,0,175250,2,147,145
2019-10-28,0050,76,0,175250,9,384,317, ,0,0,0,175250,1,148,147
2019-10-29,0050,15,0,175250,25,374,384, ,0,0,0,175250,6,154,148
2019-10-30,0050,61,0,175250,8,427,374, ,1,0,0,175250,6,160,154
2019-10-31,0050,123,0,175250,4,546,427, ,0,1,0,175250,0,159,160
2019-11-01,0050,22,0,175250,24,544,546, ,0,0,0,175250,16,175,159
2019-11-04,0050,132,0,175250,11,665,544, ,2,3,1,175250,20,191,175
2019-11-05,0050,103,0,175250,43,725,665, ,1,3,0,175250,12,200,191
2019-11-06,0050,62,0,175250,8,779,725, ,0,1,0,175250,8,207,200
2019-11-07,0050,44,0,175500,64,759,779, ,15,3,0,175500,1,205,207
2019-11-08,0050,74,0,173625,12,821,759, ,0,0,0,173625,0,205,205
2019-11-11,0050,17,0,173625,78,760,821, ,1,11,0,173625,2,196,205
2019-11-12,0050,5,0,173625,191,574,760, ,2,0,0,173625,2,198,196
2019-11-13,0050,12,1,173625,191,394,574, ,0,10,0,173625,1,189,198
2019-11-14,0050,8,0,173625,41,361,394, ,0,2,0,173625,0,187,189
2019-11-15,0050,59,0,174000,34,386,361, ,0,2,0,174000,0,185,187
2019-11-18,0050,6,0,174000,55,337,386, ,0,2,0,174000,1,184,185
2019-11-19,0050,19,0,174000,59,297,337, ,0,0,0,174000,0,184,184
2019-11-20,0050,14,0,172375,32,279,297, ,1,0,0,172375,0,184,184
2019-11-21,0050,46,0,172750,23,302,279, ,0,7,0,172750,0,177,184
2019-11-22,0050,11,0,173375,8,305,302, ,0,0,0,173375,0,177,177
2019-11-25,0050,4,0,175250,12,297,305, ,0,5,0,175250,0,172,177
2019-11-26,0050,3,0,175250,8,292,297, ,0,0,0,175250,0,172,172
2019-11-27,0050,0,0,175625,14,278,292, ,0,0,0,175625,0,172,172
2019-11-28,0050,0,0,183750,2,276,278, ,0,0,0,183750,0,172,172
2019-11-29,0050,46,0,183750,3,319,276, ,0,2,0,183750,0,170,172
2019-12-02,0050,7,0,183750,4,322,319, ,0,3,0,183750,0,167,170
2019-12-03,0050,14,0,184125,8,328,322, ,0,0,0,184125,0,167,167
2019-12-04,0050,7,0,175625,11,324,328, ,0,2,0,175625,0,165,167
2019-12-05,0050,16,0,175625,54,286,324, ,0,0,0,175625,0,165,165
2019-12-06,0050,4,0,175625,18,272,286, ,1,0,0,175625,0,165,165
2019-12-09,0050,12,0,176125,12,272,272, ,0,0,0,176125,0,165,165
2019-12-10,0050,7,0,176125,8,271,272, ,0,1,0,176125,0,164,165
2019-12-11,0050,1,0,184375,8,264,271, ,0,0,0,184375,0,164,164
2019-12-12,0050,17,0,192625,50,231,264, ,5,1,0,192625,0,163,164
2019-12-13,0050,53,0,200875,20,264,231, ,3,1,0,200875,0,162,163
2019-12-16,0050,42,0,205000,23,283,264, ,0,0,0,205000,0,162,162
2019-12-17,0050,33,0,205000,24,292,283, ,0,0,0,205000,1,163,162
2019-12-18,0050,3,0,205000,73,222,292, ,0,0,0,205000,0,163,163
2019-12-19,0050,60,0,205000,15,267,222, ,0,1,0,205000,0,162,163
2019-12-20,0050,44,0,203250,5,306,267, ,0,0,0,203250,0,162,162
2019-12-23,0050,14,0,179000,18,302,306, ,0,0,0,179000,1,163,162
2019-12-24,0050,4,0,175125,6,300,302, ,0,0,0,175125,1,164,163
2019-12-25,0050,5,0,175125,5,300,300, ,0,0,0,175125,5,169,164
2019-12-26,0050,3,0,172625,6,297,300, ,0,2,0,172625,0,167,169
2019-12-27,0050,37,0,171375,10,324,297, ,0,0,0,171375,1,168,167
2019-12-30,0050,12,0,171000,1,335,324, ,0,0,0,171000,2,170,168
2019-12-31,0050,40,0,171750,15,360,335, ,0,0,0,171750,1,171,170
2020-01-02,0050,20,0,171750,6,374,360, ,0,1,0,171750,2,172,171
2020-01-03,0050,30,0,167375,16,388,374, ,1,2,0,167375,2,172,172
2020-01-06,0050,7,0,167375,14,381,388, ,0,3,0,167375,4,173,172
2020-01-07,0050,41,0,167375,12,410,381, ,0,12,0,167375,3,164,173
2020-01-08,0050,51,0,165125,20,441,410, ,0,0,0,165125,5,169,164
2020-01-09,0050,60,0,165125,22,479,441, ,0,4,0,165125,9,174,169
2020-01-10,0050,22,0,166625,128,373,479, ,0,3,0,166625,0,171,174
2020-01-13,0050,41,0,166625,33,381,373, ,2,3,0,166625,2,170,171
2020-01-14,0050,31,3,167250,35,374,381, ,0,6,0,167250,1,165,170
2020-01-15,0050,83,0,167000,6,451,374,X ,0,51,0,167000,0,114,165
2020-01-16,0050,167,0,167125,2,616,451,X ,0,112,0,167125,0,2,114
2020-01-17,0050,35,0,167500,11,640,616,X ,0,0,2,167500,0,0,2
2020-01-20,0050,51,0,162250,15,676,640,X ,0,0,0,162250,0,0,0
2020-01-30,0050,335,1,164625,118,862,646, ,0,0,0,164625,0,0,0
2020-01-31,0050,133,0,171500,72,923,862, ,107,0,0,171500,24,24,0
2020-02-03,0050,138,0,172125,112,949,923, ,1,0,0,172125,13,37,24
2020-02-04,0050,78,3,176375,123,901,949, ,3,0,0,176375,26,63,37
2020-02-05,0050,65,1,177000,83,882,901, ,1,0,0,177000,16,79,63
2020-02-06,0050,119,0,176125,97,904,882, ,0,5,0,176125,70,144,79
2020-02-07,0050,100,20,177375,35,949,904, ,0,2,0,177375,19,161,144
2020-02-10,0050,47,0,179625,50,946,949, ,1,35,0,179625,14,140,161
2020-02-11,0050,15,0,179625,70,891,946, ,0,6,0,179625,21,155,140
2020-02-12,0050,112,0,180625,124,879,891, ,1,2,0,180625,7,160,155
2020-02-13,0050,38,0,180625,103,814,879, ,0,1,0,180625,1,160,160
2020-02-14,0050,13,0,180625,33,794,814, ,0,2,0,180625,7,165,160
2020-02-17,0050,43,0,180625,22,815,794, ,0,0,0,180625,10,175,165
2020-02-18,0050,86,0,179750,22,879,815, ,0,8,0,179750,6,173,175
2020-02-19,0050,106,1,180375,48,936,879, ,0,6,0,180375,11,178,173
2020-02-20,0050,49,0,183250,92,893,936, ,1,1,0,183250,0,177,178
2020-02-21,0050,58,0,187375,68,883,893, ,1,0,0,187375,8,185,177
2020-02-24,0050,122,0,187375,20,985,883, ,1,6,0,187375,6,185,185
2020-02-25,0050,109,0,190375,37,1057,985, ,1,29,0,190375,34,190,185
2020-02-26,0050,180,2,191000,21,1214,1057, ,2,6,0,191000,20,204,190
2020-02-27,0050,279,1,191375,67,1425,1214, ,1,33,0,191375,14,185,204
2020-03-02,0050,457,0,193500,54,1828,1425, ,1,30,0,193500,73,228,185
2020-03-03,0050,255,0,201875,215,1868,1828, ,8,12,0,201875,71,287,228
2020-03-04,0050,67,0,201875,283,1652,1868, ,1,1,0,201875,144,430,287
2020-03-05,0050,137,0,201875,226,1563,1652, ,5,12,0,201875,41,459,430
2020-03-06,0050,243,0,203750,40,1766,1563, ,1,5,0,203750,12,466,459
2020-03-09,0050,433,165,203750,119,1915,1766, ,7,60,0,203750,30,436,466
2020-03-10,0050,455,0,207500,186,2184,1915, ,16,87,0,207500,104,453,436
2020-03-11,0050,198,0,211250,118,2264,2184, ,4,3,0,211250,125,575,453
2020-03-12,0050,664,14,221875,148,2766,2264, ,20,110,0,221875,91,556,575
2020-03-13,0050,1015,11,235125,404,3366,2766, ,116,55,0,235125,186,687,556
2020-03-16,0050,807,11,240250,435,3727,3366, ,39,75,0,240250,192,804,687
2020-03-17,0050,874,4,246125,283,4314,3727, ,107,166,0,246125,244,882,804
2020-03-18,0050,868,0,261375,340,4842,4314, ,114,113,0,261375,941,1710,882
2020-03-19,0050,2048,65,266500,699,6126,4842, ,71,256,1,266500,417,1870,1710
2020-03-20,0050,1099,7,267750,1712,5506,6126, ,160,273,1,267750,613,2209,1870
2020-03-23,0050,721,6,265250,545,5676,5506, ,34,163,0,265250,243,2289,2209
2020-03-24,0050,317,2,265250,1076,4915,5676, ,24,102,0,265250,277,2464,2289
2020-03-25,0050,372,0,264000,1330,3957,4915, ,16,161,0,264000,142,2445,2464
2020-03-26,0050,235,0,264000,569,3623,3957, ,73,92,0,264000,201,2554,2445
2020-03-27,0050,264,2,263750,688,3197,3623, ,10,127,0,263750,27,2454,2554
2020-03-30,0050,250,0,263750,159,3288,3197, ,33,100,1,263750,19,2372,2454
2020-03-31,0050,227,2,263750,339,3174,3288, ,12,29,45,263750,38,2336,2372
2020-04-01,0050,193,15,263750,163,3189,3174, ,0,65,1,263750,13,2283,2336
2020-04-06,0050,156,6,264000,277,3062,3189, ,11,31,0,264000,24,2276,2283
2020-04-07,0050,720,0,265375,458,3324,3062, ,2,97,0,265375,15,2194,2276
2020-04-08,0050,233,0,265375,360,3197,3324, ,3,64,0,265375,15,2145,2194
2020-04-09,0050,110,0,262875,206,3101,3197, ,0,155,0,262875,4,1994,2145
2020-04-10,0050,82,36,261625,75,3072,3101, ,1,13,0,261625,4,1985,1994
2020-04-13,0050,100,0,261625,226,2946,3072, ,5,12,0,261625,12,1985,1985
2020-04-14,0050,88,2,261625,517,2515,2946, ,3,47,0,261625,13,1951,1985
2020-04-15,0050,99,35,260375,129,2450,2515, ,2,62,0,260375,27,1916,1951
2020-04-16,0050,92,2,260375,56,2484,2450, ,3,53,1,260375,20,1882,1916
2020-04-17,0050,212,0,259625,812,1884,2484, ,2,67,109,259625,18,1724,1882
2020-04-20,0050,93,0,259625,62,1915,1884, ,30,35,1,259625,0,1688,1724
2020-04-21,0050,280,0,259625,143,2052,1915, ,3,38,598,259625,0,1052,1688
2020-04-22,0050,414,3,255375,305,2158,2052, ,2,36,0,255375,41,1057,1052
2020-04-23,0050,198,1,255375,178,2177,2158, ,5,13,0,255375,26,1070,1057
2020-04-24,0050,35,0,255375,146,2066,2177, ,2,4,0,255375,18,1084,1070
2020-04-27,0050,67,0,255375,289,1844,2066, ,8,14,0,255375,15,1085,1084
2020-04-28,0050,154,1,255375,117,1880,1844, ,0,13,0,255375,5,1077,1085
2020-04-29,0050,109,3,255375,317,1669,1880, ,0,34,0,255375,5,1048,1077
2020-04-30,0050,194,0,255375,226,1637,1669, ,0,66,0,255375,0,982,1048
2020-05-04,0050,403,2,255375,77,1961,1637, ,9,46,0,255375,0,936,982
2020-05-05,0050,135,0,255375,136,1960,1961, ,0,5,0,255375,36,967,936
2020-05-06,0050,52,6,255375,92,1914,1960, ,2,25,0,255375,10,952,967
2020-05-07,0050,54,0,255375,89,1879,1914, ,0,6,0,255375,9,955,952
2020-05-08,0050,89,0,255375,158,1810,1879, ,0,7,0,255375,9,957,955
2020-05-11,0050,140,12,255375,186,1752,1810, ,3,10,0,255375,3,950,957
2020-05-12,0050,203,0,255375,62,1893,1752, ,1,11,0,255375,2,941,950
2020-05-13,0050,60,2,255375,94,1857,1893, ,1,1,0,255375,6,946,941
2020-05-14,0050,126,0,256250,98,1885,1857, ,0,11,0,256250,14,949,946
2020-05-15,0050,43,0,256250,169,1759,1885, ,0,1,0,256250,5,953,949
2020-05-18,0050,125,0,257250,37,1847,1759, ,0,1,1,257250,0,951,953
2020-05-19,0050,121,0,257250,99,1869,1847, ,0,7,0,257250,17,961,951
