date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2020-03-31,2330,560,34,6482595,1799,25037,26310,X ,21,337,9,6482595,414,1977,1909
2020-04-01,2330,1423,189,6482595,623,25648,25037,X ,0,1573,378,6482595,0,24,1975
2020-04-06,2330,1914,8,6482595,1269,26285,25648,X ,0,0,24,6482595,0,0,24
2020-04-07,2330,1049,13,6482595,2655,24666,26285,X ,0,0,0,6482595,0,0,0
2020-04-08,2330,1192,3,6482595,1569,24286,24666, ,0,0,0,6482595,0,0,0
2020-04-09,2330,499,28,6482595,1362,23395,24286, ,209,0,0,6482595,398,398,0
2020-04-10,2330,1227,24,6482595,794,23804,23395, ,53,156,0,6482595,156,398,398
2020-04-13,2330,958,20,6482595,305,24437,23804, ,5,47,0,6482595,380,731,398
2020-04-14,2330,940,42,6482595,1666,23669,24437, ,1,96,0,6482595,326,961,731
2020-04-15,2330,1019,26,6482595,1200,23462,23669, ,2,36,1,6482595,311,1235,961
2020-04-16,2330,1201,45,6482595,432,24186,23462, ,4,76,0,6482595,251,1410,1235
2020-04-17,2330,2366,43,6482595,5332,21177,24186, ,40,331,0,6482595,1270,2349,1410
2020-04-20,2330,1692,13,6482595,610,22246,21177, ,11,250,3,6482595,242,2338,2349
2020-04-21,2330,2479,73,6482595,1344,23308,22246, ,26,531,2,6482595,309,2114,2338
2020-04-22,2330,1974,14,6482595,515,24753,23308, ,25,442,0,6482595,143,1815,2114
2020-04-23,2330,959,7,6482595,1113,24592,24753, ,7,71,3,6482595,156,1897,1815
2020-04-24,2330,813,18,6482595,316,25071,24592, ,3,64,0,6482595,51,1884,1897
2020-04-27,2330,1038,4,6482595,897,25208,25071, ,3,88,1,6482595,74,1869,1884
2020-04-28,2330,1595,36,6482595,883,25884,25208, ,3,85,4,6482595,26,1806,1869
2020-04-29,2330,678,25,6482595,1849,24688,25884, ,12,31,41,6482595,254,1988,1806
2020-04-30,2330,1707,246,6482595,1565,24584,24688, ,4,135,6,6482595,217,2064,1988
2020-05-04,2330,2707,16,6482595,542,26733,24584, ,10,339,2,6482595,138,1861,2064
2020-05-05,2330,1260,452,6482595,661,26880,26733, ,1,57,0,6482595,61,1865,1861
2020-05-06,2330,759,20,6482595,340,27279,26880, ,4,112,2,6482595,89,1840,1865
2020-05-07,2330,657,37,6482595,872,27027,27279, ,3,56,5,6482595,60,1839,1840
2020-05-08,2330,1048,25,6482595,581,27469,27027, ,3,38,1,6482595,25,1825,1839
2020-05-11,2330,802,53,6482595,1496,26722,27469, ,1,71,0,6482595,49,1803,1825
2020-05-12,2330,2006,7,6482595,521,28200,26722, ,1,118,0,6482595,14,1699,1803
2020-05-13,2330,480,2,6482595,717,27961,28200, ,3,44,0,6482595,78,1733,1699
2020-05-14,2330,1024,5,6482595,666,28314,27961, ,4,100,0,6482595,45,1678,1733
2020-05-15,2330,872,10,6482595,1958,27218,28314, ,10,19,1,6482595,122,1780,1678
2020-05-18,2330,3336,15,6482595,2007,28532,27218, ,8,266,0,6482595,70,1584,1780
2020-05-19,2330,844,25,6482595,864,28487,28532, ,5,45,0,6482595,133,1672,1584
2020-05-20,2330,215,21,6482595,1737,26944,28487, ,0,8,1,6482595,97,1760,1672
2020-05-21,2330,569,51,6482595,1538,25924,26944, ,0,50,0,6482595,124,1834,1760
2020-05-22,2330,1588,3,6482595,446,27063,25924, ,2,106,0,6482595,83,1811,1834
2020-05-25,2330,723,22,6482595,618,27146,27063, ,5,198,2,6482595,40,1651,1811
2020-05-26,2330,399,20,6482595,1751,25774,27146, ,6,23,0,6482595,137,1765,1651
2020-05-27,2330,214,4,6482595,768,25216,25774, ,0,16,0,6482595,51,1800,1765
2020-05-28,2330,393,11,6482595,392,25206,25216, ,0,91,0,6482595,25,1734,1800
2020-05-29,2330,1543,4,6482595,415,26330,25206, ,2,305,0,6482595,12,1441,1734
2020-06-01,2330,292,12,6482595,1237,25373,26330, ,4,67,90,6482595,88,1372,1441
2020-06-02,2330,250,14,6482595,1345,24264,25373, ,1,12,0,6482595,35,1395,1372
2020-06-03,2330,1474,48,6482595,1515,24175,24264, ,4,62,1,6482595,132,1464,1395
2020-06-04,2330,952,17,6482595,2364,22746,24175, ,3,66,1,6482595,118,1515,1464
2020-06-05,2330,797,25,6482595,1841,21677,22746, ,4,234,1,6482595,136,1416,1515
2020-06-08,2330,1428,14,6482595,1730,21361,21677, ,5,263,1,6482595,163,1315,1416
2020-06-09,2330,615,8,6482595,1177,20791,21361, ,3,81,36,6482595,52,1250,1315
2020-06-10,2330,1053,24,6482595,1648,20172,20791, ,5,127,3,6482595,68,1188,1250
2020-06-11,2330,1023,159,6482595,2665,18371,20172,X ,5,387,55,6482595,65,811,1188
2020-06-12,2330,1313,62,6482595,1148,18474,18371,X ,0,631,118,6482595,0,62,811
2020-06-15,2330,2733,23,6482595,758,20426,18474,X ,0,0,62,6482595,0,0,62
2020-06-16,2330,1157,6,6482595,911,20666,20426,X ,0,0,0,6482595,0,0,0
2020-06-17,2330,1161,4,6482595,769,21054,20666, ,0,0,0,6482595,0,0,0
2020-06-18,2330,846,23,6482595,684,21193,21054, ,82,0,0,6482595,156,156,0
2020-06-19,2330,959,41,6482595,1640,20471,21193, ,2,36,0,6482595,245,365,156
2020-06-22,2330,1269,22,6482595,541,21177,20471, ,9,23,0,6482595,51,393,365
2020-06-23,2330,769,31,6482595,646,21269,21177, ,8,8,0,6482595,86,471,393
2020-06-24,2330,1663,47,6482595,1561,21324,21269, ,9,129,0,6482595,58,400,471
2020-06-29,2330,2283,0,6482595,580,23027,21324, ,2,81,0,6482595,39,358,400
2020-06-30,2330,1296,43,6482595,449,23831,23027, ,2,5,0,6482595,18,371,358
2020-07-01,2330,890,5,6482595,1901,22815,23831, ,6,16,0,6482595,103,458,371
2020-07-02,2330,698,22,6482595,1458,22033,22815, ,0,25,0,6482595,88,521,458
2020-07-03,2330,1009,26,6482595,2462,20554,22033, ,2,21,1,6482595,309,808,521
2020-07-06,2330,2219,24,6482595,1462,21287,20554, ,0,43,0,6482595,211,976,808
2020-07-07,2330,1929,25,6482595,2677,20514,21287, ,20,130,0,6482595,264,1110,976
2020-07-08,2330,1111,24,6482595,1190,20411,20514, ,4,87,5,6482595,85,1103,1110
2020-07-09,2330,1348,14,6482595,1435,20310,20411, ,5,36,0,6482595,190,1257,1103
2020-07-10,2330,1282,165,6482595,2438,18989,20310, ,24,41,1,6482595,237,1452,1257
2020-07-13,2330,1320,5,6482595,1040,19264,18989, ,27,185,0,6482595,151,1418,1452
2020-07-14,2330,2728,19,6482595,1378,20595,19264, ,17,132,3,6482595,427,1710,1418
2020-07-15,2330,2005,95,6482595,2360,20145,20595, ,27,132,1,6482595,244,1821,1710
2020-07-16,2330,3679,10,6482595,2172,21642,20145, ,15,399,0,6482595,125,1547,1821
2020-07-17,2330,2539,60,6482595,5078,19043,21642, ,34,123,10,6482595,517,1931,1547
2020-07-20,2330,910,18,6482595,1671,18264,19043, ,37,73,4,6482595,152,2006,1931
2020-07-21,2330,3443,77,6482595,2672,18958,18264, ,40,195,0,6482595,901,2712,2006
2020-07-22,2330,1609,22,6482595,1568,18977,18958, ,31,132,2,6482595,181,2759,2712
2020-07-23,2330,1193,64,6482595,1175,18931,18977, ,24,142,1,6482595,71,2687,2759
2020-07-24,2330,2609,17,6482595,2656,18867,18931, ,265,267,1,6482595,326,2745,2687
2020-07-27,2330,6059,5,6482595,2568,22353,18867, ,52,238,1,6482595,1376,3882,2745
2020-07-28,2330,5771,40,6482595,6992,21092,22353, ,239,779,5,6482595,730,3828,3882
2020-07-29,2330,3753,56,6482595,1389,23400,21092, ,63,489,1,6482595,480,3818,3828
2020-07-30,2330,2936,72,6482595,1977,24287,23400, ,39,142,6,6482595,124,3794,3818
2020-07-31,2330,2764,12,6482595,818,26221,24287, ,13,408,1,6482595,63,3448,3794
2020-08-03,2330,3615,44,6482595,3128,26664,26221, ,8,557,1,6482595,181,3071,3448
2020-08-04,2330,1210,46,6482595,1902,25926,26664, ,13,49,0,6482595,113,3135,3071
2020-08-05,2330,1321,54,6482595,1442,25751,25926, ,12,232,1,6482595,77,2979,3135
2020-08-06,2330,977,8,6482595,2338,24382,25751, ,16,68,1,6482595,40,2950,2979
2020-08-07,2330,822,38,6482595,1318,23848,24382, ,17,44,0,6482595,78,2984,2950
2020-08-10,2330,1311,25,6482595,1522,23612,23848, ,25,109,1,6482595,77,2951,2984
2020-08-11,2330,763,4,6482595,1106,23265,23612, ,10,69,1,6482595,197,3078,2951
2020-08-12,2330,1831,12,6482595,1259,23825,23265, ,24,361,0,6482595,33,2750,3078
2020-08-13,2330,457,41,6482595,1902,22339,23825, ,6,33,0,6482595,222,2939,2750
2020-08-14,2330,928,54,6482595,353,22860,22339, ,5,101,0,6482595,45,2883,2939
2020-08-17,2330,984,74,6482595,1319,22451,22860, ,4,144,12,6482595,123,2850,2883
2020-08-18,2330,925,22,6482595,2022,21332,22451, ,12,49,3,6482595,184,2982,2850
2020-08-19,2330,1211,10,6482595,665,21868,21332, ,3,110,0,6482595,16,2888,2982
2020-08-20,2330,2557,11,6482595,2103,22311,21868, ,43,373,0,6482595,154,2669,2888
2020-08-21,2330,1353,121,6482595,1338,22205,22311, ,18,73,4,6482595,161,2753,2669
2020-08-24,2330,1583,5,6482595,1413,22370,22205, ,6,64,1,6482595,115,2803,2753
2020-08-25,2330,1441,26,6482595,1498,22287,22370, ,6,63,1,6482595,167,2906,2803
2020-08-26,2330,1672,20,6482595,1298,22641,22287, ,11,87,1,6482595,324,3142,2906
2020-08-27,2330,2546,8,6482595,1885,23294,22641, ,39,86,1,6482595,135,3190,3142
2020-08-28,2330,2907,4,6482595,1744,24453,23294, ,12,300,0,6482595,277,3167,3190
2020-08-31,2330,2362,11,6482595,964,25840,24453, ,11,344,0,6482595,33,2856,3167
2020-09-01,2330,1134,9,6482595,1655,25310,25840, ,9,186,5,6482595,166,2831,2856
2020-09-02,2330,1331,46,6482595,1420,25175,25310, ,8,156,392,6482595,59,2342,2831
2020-09-03,2330,770,8,6482595,1581,24356,25175, ,3,14,1,6482595,33,2360,2342
2020-09-04,2330,2027,13,6482595,664,25706,24356, ,18,199,0,6482595,45,2206,2360
2020-09-07,2330,1075,20,6482595,705,26056,25706, ,6,161,224,6482595,30,1851,2206
2020-09-08,2330,523,48,6482595,942,25589,26056, ,3,107,1,6482595,28,1771,1851
2020-09-09,2330,1155,8,6482595,793,25943,25589, ,7,358,14,6482595,13,1412,1771
2020-09-10,2330,825,13,6482595,1963,24792,25943,X ,3,155,191,6482595,46,1112,1412
2020-09-11,2330,791,19,6482595,1155,24409,24792,X ,0,793,302,6482595,0,17,1112
2020-09-14,2330,2017,43,6482595,1585,24798,24409,X ,0,0,17,6482595,0,0,17
2020-09-15,2330,1147,64,6482595,3325,22556,24798,X ,0,0,0,6482595,0,0,0
2020-09-16,2330,2682,27,6482595,3109,22102,22556, ,0,0,0,6482595,0,0,0
2020-09-17,2330,2307,8,6482595,995,23406,22102, ,428,0,0,6482595,470,470,0
2020-09-18,2330,1982,41,6482595,749,24598,23406, ,38,102,0,6482595,129,497,470
2020-09-21,2330,1859,3,6482595,1195,25259,24598, ,8,62,0,6482595,645,1080,497
2020-09-22,2330,1767,10,6482595,1163,25853,25259, ,13,78,0,6482595,196,1198,1080
2020-09-23,2330,2243,24,6482595,805,27267,25853, ,5,93,0,6482595,53,1158,1198
2020-09-24,2330,3785,19,6482595,1284,29749,27267, ,11,56,0,6482595,76,1178,1158
2020-09-25,2330,1377,54,6482595,1662,29410,29749, ,11,47,0,6482595,91,1222,1178
2020-09-28,2330,1704,29,6482595,1334,29751,29410, ,33,74,0,6482595,82,1230,1222
2020-09-29,2330,893,22,6482595,1163,29459,29751, ,6,39,0,6482595,49,1240,1230
2020-09-30,2330,661,19,6482595,1061,29040,29459, ,2,37,50,6482595,50,1203,1240
2020-10-05,2330,1207,12,6482595,979,29256,29040, ,3,43,0,6482595,20,1180,1203
2020-10-06,2330,970,6,6482595,1638,28582,29256, ,7,35,0,6482595,67,1212,1180
2020-10-07,2330,1450,21,6482595,1330,28681,28582, ,7,34,0,6482595,134,1312,1212
2020-10-08,2330,2302,34,6482595,3167,27782,28681, ,20,23,0,6482595,250,1539,1312
2020-10-12,2330,2266,1,6482595,3147,26900,27782, ,7,33,0,6482595,350,1856,1539
2020-10-13,2330,1305,2,6482595,2640,25563,26900, ,12,53,0,6482595,232,2035,1856
2020-10-14,2330,1246,8,6482595,1278,25523,25563, ,1,82,1,6482595,61,2013,2035
2020-10-15,2330,2373,27,6482595,1674,26195,25523, ,9,322,0,6482595,1091,2782,2013
2020-10-16,2330,1080,14,6482595,2513,24748,26195, ,11,389,0,6482595,112,2505,2782
2020-10-19,2330,1038,12,6482595,1440,24334,24748, ,5,81,0,6482595,238,2662,2505
2020-10-20,2330,983,4,6482595,604,24709,24334, ,2,90,0,6482595,35,2607,2662
2020-10-21,2330,340,75,6482595,1019,23955,24709, ,4,726,0,6482595,252,2133,2607
2020-10-22,2330,354,28,6482595,547,23734,23955, ,1,81,0,6482595,293,2345,2133
2020-10-23,2330,673,63,6482595,206,24138,23734, ,2,74,0,6482595,46,2317,2345
2020-10-26,2330,434,3,6482595,230,24339,24138, ,3,116,0,6482595,19,2220,2317
2020-10-27,2330,1032,8,6482595,260,25100,24336, ,1,137,0,6482595,27,2110,2220
2020-10-28,2330,859,2,6482595,417,25540,25100, ,1,59,4,6482595,77,2124,2110
2020-10-29,2330,2245,6,6482595,628,27151,25540, ,7,109,3,6482595,200,2212,2124
2020-10-30,2330,1100,20,6482595,795,27436,27151, ,9,88,0,6482595,151,2275,2212
2020-11-02,2330,1277,19,6482595,812,27882,27436, ,20,155,0,6482595,31,2151,2275
2020-11-03,2330,1126,10,6482595,1207,27791,27882, ,1,100,0,6482595,55,2106,2151
2020-11-04,2330,1720,19,6482595,2393,27099,27791, ,55,270,0,6482595,117,1953,2106
2020-11-05,2330,616,7,6482595,1657,26051,27099, ,5,133,101,6482595,188,1907,1953
2020-11-06,2330,579,28,6482595,1516,25086,26051, ,1,49,55,6482595,101,1904,1907
2020-11-09,2330,1744,70,6482595,1698,25062,25086, ,7,130,9,6482595,213,1978,1904
2020-11-10,2330,1576,31,6482595,1073,25534,25062, ,7,129,9,6482595,111,1951,1978
2020-11-11,2330,796,27,6482595,1619,24684,25534, ,3,110,1,6482595,127,1967,1951
2020-11-12,2330,1377,24,6482595,2122,23915,24684, ,4,119,101,6482595,214,1961,1967
2020-11-13,2330,882,42,6482595,963,23792,23915, ,3,42,1,6482595,95,2013,1961
2020-11-16,2330,3235,25,6482595,2889,24113,23792, ,51,162,0,6482595,735,2586,2013
2020-11-17,2330,2867,18,6482595,3260,23702,24113, ,43,199,0,6482595,266,2653,2586
2020-11-18,2330,1958,97,6482595,1609,23954,23702, ,13,116,3,6482595,319,2853,2653
2020-11-19,2330,1899,67,6482595,974,24812,23954, ,8,248,1,6482595,59,2663,2853
2020-11-20,2330,1439,28,6482595,707,25516,24812, ,6,121,0,6482595,67,2609,2663
2020-11-23,2330,1423,22,6482595,1654,25263,25516, ,17,84,0,6482595,81,2606,2609
2020-11-24,2330,1439,23,6482595,1406,25273,25263, ,6,76,242,6482595,39,2327,2606
2020-11-25,2330,1327,9,6482595,1193,25398,25273, ,5,131,85,6482595,57,2168,2327
2020-11-26,2330,1017,17,6482595,395,26003,25398, ,5,74,1,6482595,36,2129,2168
2020-11-27,2330,873,21,6482595,695,26160,26003, ,0,130,59,6482595,46,1986,2129
2020-11-30,2330,2909,6,6482595,731,28332,26160, ,2,225,0,6482595,43,1804,1986
2020-12-01,2330,611,11,6482595,1331,27601,28332, ,0,51,0,6482595,78,1831,1804
2020-12-02,2330,1199,86,6482595,2238,26476,27601, ,3,61,1,6482595,103,1872,1831
2020-12-03,2330,816,23,6482595,1262,26007,26476, ,5,42,3,6482595,35,1862,1872
2020-12-04,2330,1900,39,6482595,2092,25776,26007, ,5,167,162,6482595,58,1591,1862
2020-12-07,2330,2472,24,6482595,2252,25929,25733, ,9,124,6,6482595,39,1488,1579
2020-12-08,2330,2118,92,6482595,2333,25651,25958, ,13,214,12,6482595,114,1400,1512
2020-12-09,2330,1391,76,6482595,1597,25369,25651, ,9,239,6,6482595,1,1156,1400
2020-12-10,2330,1635,27,6482595,1452,25525,25369,X ,9,276,210,6482595,26,696,1156
2020-12-11,2330,1023,36,6482595,2371,24141,25525,X ,0,623,55,6482595,0,18,696
2020-12-14,2330,1397,71,6482595,660,24807,24141,X ,0,0,16,6482595,0,2,18
2020-12-15,2330,996,24,6482595,954,24825,24807,X ,0,0,2,6482595,0,0,2
2020-12-16,2330,1608,14,6482595,1458,24961,24825, ,0,0,0,6482595,0,0,0
2020-12-17,2330,766,4,6482595,1198,24525,24961, ,276,0,0,6482595,195,195,0
2020-12-18,2330,337,27,6482595,662,24173,24525, ,103,2,0,6482595,159,352,195
2020-12-21,2330,1839,68,6482595,1158,24786,24173, ,0,15,0,6482595,143,480,352
2020-12-22,2330,764,79,6482595,1528,23943,24786, ,4,44,2,6482595,53,487,480
2020-12-23,2330,742,46,6482595,406,24233,23943, ,1,127,0,6482595,35,395,487
2020-12-24,2330,545,40,6482595,340,24398,24233, ,1,2,0,6482595,7,400,395
2020-12-25,2330,854,29,6482595,414,24809,24398, ,1,9,0,6482595,8,399,400
2020-12-28,2330,594,30,6482595,1207,24166,24809, ,0,13,8,6482595,6,384,399
2020-12-29,2330,424,43,6482595,702,23845,24166, ,0,10,0,6482595,9,383,384
2020-12-30,2330,1721,14,6482595,1971,23581,23845, ,2,8,0,6482595,102,477,383
2020-12-31,2330,1350,18,6482595,1980,22933,23581, ,3,40,0,6482595,154,591,477
2021-01-04,2330,1472,31,6482595,987,23387,22933, ,13,46,4,6482595,100,641,591
2021-01-05,2330,797,15,6482595,1137,23032,23387, ,10,28,0,6482595,71,684,641
2021-01-06,2330,1769,76,6482595,1949,22776,23032, ,17,28,0,6482595,231,887,684
2021-01-07,2330,3615,12,6482595,1403,24976,22776, ,14,54,1,6482595,179,1011,887
2021-01-08,2330,2498,11,6482595,2989,24474,24976, ,40,153,1,6482595,171,1028,1011
2021-01-11,2330,1800,52,6482595,1067,25155,24474, ,3,95,0,6482595,66,999,1028
2021-01-12,2330,2247,15,6482595,1494,25893,25155, ,22,87,2,6482595,127,1037,999
2021-01-13,2330,3646,35,6482595,1305,28199,25893, ,8,94,0,6482595,141,1084,1037
2021-01-14,2330,2991,51,6482595,2459,28680,28199, ,18,153,1,6482595,109,1039,1084
2021-01-15,2330,3641,45,6482595,4109,28167,28680, ,47,126,0,6482595,175,1088,1039
2021-01-18,2330,1746,59,6482595,1525,28329,28167, ,7,133,1,6482595,193,1147,1088
2021-01-19,2330,4134,55,6482595,2657,29751,28329, ,17,205,0,6482595,199,1141,1147
2021-01-20,2330,3163,76,6482595,4099,28739,29751, ,43,64,0,6482595,386,1463,1141
2021-01-21,2330,4677,50,6482595,1935,31431,28739, ,56,275,0,6482595,460,1648,1463
2021-01-22,2330,5927,362,6482595,3121,33875,31431, ,41,495,1,6482595,38,1190,1648
2021-01-25,2330,4115,55,6482595,2784,35151,33875, ,40,300,3,6482595,108,995,1190
2021-01-26,2330,3494,60,6482595,3640,34945,35151, ,47,162,0,6482595,75,908,995
2021-01-27,2330,2125,110,6482595,1316,35644,34945, ,33,60,2,6482595,113,959,908
2021-01-28,2330,4007,107,6482595,2235,37309,35644, ,134,239,0,6482595,102,822,959
2021-01-29,2330,2925,180,6482595,3153,36901,37309, ,26,125,1,6482595,79,775,822
2021-02-01,2330,2614,49,6482595,2742,36724,36901, ,38,109,0,6482595,270,936,775
2021-02-02,2330,3093,190,6482595,5174,34453,36724, ,45,166,0,6482595,206,976,936
2021-02-03,2330,1363,95,6482595,2409,33312,34453, ,19,78,0,6482595,56,954,976
2021-02-04,2330,1169,361,6482595,1139,32981,33312, ,9,117,1,6482595,68,904,954
2021-02-05,2330,1603,75,6482595,2059,32450,32981, ,16,80,1,6482595,80,903,904
2021-02-17,2330,3630,90,6482595,3260,32531,32251, ,9,137,40,6482595,120,845,902
2021-02-18,2330,1647,41,6482595,1704,32433,32531, ,11,47,1,6482595,38,835,845
2021-02-19,2330,1875,73,6482595,1757,32478,32433, ,7,91,4,6482595,54,794,835
2021-02-22,2330,1168,11,6482595,1575,32060,32478, ,5,36,0,6482595,33,790,793
2021-02-23,2330,1839,32,6482595,1180,32687,32060, ,8,63,10,6482595,31,748,790
2021-02-24,2330,2052,49,6482595,2298,32392,32687, ,6,56,0,6482595,30,722,748
2021-02-25,2330,1128,46,6482595,1348,32126,32392, ,14,28,1,6482595,65,758,722
2021-02-26,2330,4383,173,6482595,1119,35217,32126, ,16,164,0,6482595,96,690,758
2021-03-02,2330,1473,102,6482595,1748,34840,35217, ,12,55,4,6482595,76,707,690
2021-03-03,2330,1776,35,6482595,1145,35436,34840, ,10,108,0,6482595,62,661,707
2021-03-04,2330,2857,28,6482595,1662,36603,35436, ,13,158,1,6482595,17,519,661
2021-03-05,2330,2563,39,6482595,1488,37639,36603, ,48,86,0,6482595,145,578,519
2021-03-08,2330,1363,84,6482595,1596,37322,37639, ,7,114,0,6482595,27,491,578
2021-03-09,2330,2801,29,6482595,1319,38775,37322, ,28,165,6,6482595,20,340,491
2021-03-10,2330,919,31,6482595,1500,38163,38775,X ,6,52,16,6482595,11,283,340
2021-03-11,2330,2008,42,6482595,1801,38328,38163,X ,0,196,82,6482595,0,5,283
2021-03-12,2330,1219,65,6482595,2733,36749,38328,X ,0,0,5,6482595,0,0,5
2021-03-15,2330,895,10,6482595,595,37039,36749,X ,0,0,0,6482595,0,0,0
2021-03-16,2330,1702,169,6482595,1344,37228,37039, ,0,0,0,6482595,0,0,0
2021-03-17,2330,1869,117,6482595,733,38247,37228, ,191,0,0,6482595,49,49,0
2021-03-18,2330,1021,20,6482595,1126,38122,38247, ,87,7,0,6482595,46,88,49
2021-03-19,2330,1902,31,6482595,1818,38175,38122, ,2,31,0,6482595,39,96,88
2021-03-22,2330,1645,56,6482595,845,38919,38175, ,10,39,0,6482595,31,88,96
2021-03-23,2330,912,11,6482595,1318,38502,38919, ,3,5,0,6482595,21,104,88
2021-03-24,2330,3950,25,6482595,1202,41225,38502, ,16,38,0,6482595,86,152,104
2021-03-25,2330,2758,80,6482595,965,42938,41225, ,22,37,1,6482595,69,183,152
2021-03-26,2330,1852,99,6482595,2435,42256,42938, ,5,62,7,6482595,262,376,183
2021-03-29,2330,1191,25,6482595,2661,40761,42256, ,9,54,0,6482595,82,404,376
2021-03-30,2330,1600,51,6482595,935,41375,40761,X ,1,133,0,6482595,21,292,404
2021-03-31,2330,1775,72,6482595,1611,41467,41375,X ,0,285,6,6482595,0,1,292
2021-04-01,2330,1344,45,6482595,2824,39942,41467,X ,0,0,1,6482595,0,0,1
2021-04-06,2330,1579,92,6482595,2556,38873,39942,X ,0,0,0,6482595,0,0,0
2021-04-07,2330,803,43,6482595,809,38824,38873, ,0,0,0,6482595,0,0,0
2021-04-08,2330,1219,45,6482595,968,39030,38824, ,8,0,0,6482595,43,43,0
2021-04-09,2330,1053,10,6482595,1422,38651,39030, ,36,4,0,6482595,25,64,43
2021-04-12,2330,1367,41,6482595,740,39237,38651, ,2,14,0,6482595,23,73,64
2021-04-13,2330,1543,45,6482595,1116,39619,39237, ,1,14,0,6482595,50,109,73
2021-04-14,2330,1582,7,6482595,1847,39347,39619, ,7,18,0,6482595,69,160,109
2021-04-15,2330,2050,15,6482595,1724,39658,39347, ,7,68,0,6482595,95,187,160
2021-04-16,2330,2245,21,6482595,2715,39167,39658, ,8,87,2,6482595,12,110,187
2021-04-19,2330,1108,64,6482595,944,39267,39167, ,2,15,0,6482595,8,103,110
2021-04-20,2330,1297,69,6482595,873,39622,39267, ,14,14,0,6482595,40,129,103
2021-04-21,2330,1247,24,6482595,988,39857,39622, ,1,53,0,6482595,18,94,129
2021-04-22,2330,765,110,6482595,1356,39156,39857, ,1,5,0,6482595,32,121,94
2021-04-23,2330,665,9,6482595,1387,38423,39154, ,2,15,0,6482595,31,142,126
2021-04-26,2330,1078,41,6482595,1556,37904,38423, ,9,29,0,6482595,12,125,142
2021-04-27,2330,561,34,6482595,1028,37403,37904, ,1,8,0,6482595,7,124,125
2021-04-28,2330,979,11,6482595,597,37774,37403, ,0,14,0,6482595,3,113,124
2021-04-29,2330,778,52,6482595,872,37628,37774, ,2,8,0,6482595,2,107,113
2021-05-03,2330,1511,24,6482595,1222,37893,37628, ,11,37,0,6482595,13,83,107
2021-05-04,2330,1193,39,6482595,1223,37824,37893, ,13,22,0,6482595,30,91,83
2021-05-05,2330,518,93,6482595,637,37612,37824, ,1,20,0,6482595,12,83,91
2021-05-06,2330,484,22,6482595,844,37230,37612, ,2,18,0,6482595,11,76,83
2021-05-07,2330,1059,99,6482595,1280,36910,37230, ,14,15,0,6482595,23,84,76
2021-05-10,2330,713,6,6482595,988,36629,36910, ,1,17,0,6482595,15,82,84
2021-05-11,2330,2119,6,6482595,1724,37018,36629, ,9,29,0,6482595,21,74,82
2021-05-12,2330,2899,63,6482595,3506,36349,37019, ,134,31,5,6482595,122,157,71
2021-05-13,2330,1517,64,6482595,1363,36439,36349, ,61,52,0,6482595,113,218,157
2021-05-14,2330,659,63,6482595,1974,35061,36439, ,19,17,0,6482595,103,304,218
2021-05-17,2330,1045,47,6482595,1761,34298,35061, ,18,49,0,6482595,115,370,304
2021-05-18,2330,1113,25,6482595,1818,33568,34298, ,8,48,1,6482595,98,419,370
2021-05-19,2330,575,26,6482595,1011,33106,33568, ,8,42,11,6482595,69,435,419
2021-05-20,2330,454,195,6482595,582,32783,33106, ,7,33,3,6482595,33,432,435
2021-05-21,2330,462,40,6482595,842,32363,32783, ,3,22,4,6482595,34,440,432
2021-05-24,2330,477,21,6482595,352,32467,32363, ,2,20,2,6482595,3,421,440
2021-05-25,2330,1046,21,6482595,1647,31845,32467, ,15,55,1,6482595,144,509,421
2021-05-26,2330,380,37,6482595,1090,31098,31845, ,1,21,0,6482595,41,529,509
2021-05-27,2330,732,8,6482595,388,31434,31098, ,9,157,3,6482595,56,425,529
2021-05-28,2330,1334,11,6482595,1205,31552,31434, ,35,55,0,6482595,57,427,425
2021-05-31,2330,461,24,6482595,1404,30585,31552, ,0,62,18,6482595,37,384,427
2021-06-01,2330,378,16,6482595,739,30208,30585, ,2,10,0,6482595,3,377,384
2021-06-02,2330,415,5,6482595,376,30242,30208, ,0,10,8,6482595,6,365,377
2021-06-03,2330,750,18,6482595,331,30643,30242, ,2,16,31,6482595,7,325,365
2021-06-04,2330,506,6,6482595,298,30845,30643, ,2,39,3,6482595,27,310,325
2021-06-07,2330,469,29,6482595,934,30351,30845, ,4,38,0,6482595,18,290,310
2021-06-08,2330,307,7,6482595,155,30496,30351, ,1,63,3,6482595,5,229,290
2021-06-09,2330,547,58,6482595,304,30681,30496,X ,40,91,67,6482595,8,79,229
2021-06-10,2330,1165,13,6482595,1072,30761,30681,X ,0,57,21,6482595,0,1,79
2021-06-11,2330,414,19,6482595,1830,29326,30761,X ,0,0,1,6482595,0,0,1
2021-06-15,2330,1109,67,6482595,913,29455,29326,X ,0,0,0,6482595,0,0,0
2021-06-16,2330,613,19,6482595,976,29073,29455, ,0,0,0,6482595,0,0,0
2021-06-17,2330,682,20,6482595,287,29448,29073, ,94,0,0,6482595,16,16,0
