date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2019-03-26,2330,258,6,6482595,90,8920,8758,X ,2,565,7,6482595,9,1239,1802
2019-03-27,2330,338,0,6482595,34,9224,8920,X ,0,1117,13,6482595,0,109,1239
2019-03-28,2330,70,0,6482595,182,9112,9224,X ,0,0,109,6482595,0,0,109
2019-03-29,2330,105,0,6482595,349,8868,9112,X ,0,0,0,6482595,0,0,0
2019-04-01,2330,535,35,6482595,666,8702,8868, ,0,0,0,6482595,0,0,0
2019-04-02,2330,221,9,6482595,397,8517,8702, ,75,0,0,6482595,239,239,0
2019-04-03,2330,149,0,6482595,212,8454,8517, ,42,2,0,6482595,237,474,239
2019-04-08,2330,495,2,6482595,643,8304,8454, ,1,8,0,6482595,454,920,474
2019-04-09,2330,78,14,6482595,439,7929,8304, ,4,30,0,6482595,182,1072,920
2019-04-10,2330,152,14,6482595,149,7918,7929, ,1,37,4,6482595,185,1216,1072
2019-04-11,2330,243,0,6482595,189,7972,7918, ,0,71,0,6482595,141,1286,1216
2019-04-12,2330,91,0,6482595,113,7950,7972, ,0,79,0,6482595,35,1242,1286
2019-04-15,2330,201,0,6482595,248,7903,7950, ,0,33,0,6482595,128,1337,1242
2019-04-16,2330,150,11,6482595,354,7688,7903, ,1,19,0,6482595,150,1468,1337
2019-04-17,2330,134,8,6482595,517,7297,7688, ,1,79,0,6482595,446,1835,1468
2019-04-18,2330,447,0,6482595,495,7249,7297, ,8,239,2,6482595,531,2125,1835
2019-04-19,2330,417,0,6482595,425,7241,7249, ,10,342,0,6482595,158,1941,2125
2019-04-22,2330,334,0,6482595,98,7477,7241, ,1,15,0,6482595,62,1988,1941
2019-04-23,2330,602,1,6482595,542,7536,7477, ,5,30,2,6482595,94,2050,1988
2019-04-24,2330,181,0,6482595,130,7587,7536, ,1,28,0,6482595,93,2115,2050
2019-04-25,2330,149,2,6482595,477,7257,7587, ,0,66,7,6482595,70,2112,2115
2019-04-26,2330,899,1,6482595,238,7917,7257, ,0,546,0,6482595,39,1605,2112
2019-04-29,2330,163,2,6482595,196,7882,7917, ,2,69,0,6482595,56,1592,1605
2019-04-30,2330,189,1,6482595,49,8021,7882, ,1,52,0,6482595,35,1575,1592
2019-05-02,2330,235,1,6482595,90,8165,8021, ,4,73,0,6482595,28,1530,1575
2019-05-03,2330,571,1,6482595,668,8067,8165, ,1,33,0,6482595,142,1639,1530
2019-05-06,2330,748,2,6482595,217,8596,8067, ,1,273,2,6482595,91,1455,1639
2019-05-07,2330,373,1,6482595,507,8461,8596, ,2,14,1,6482595,67,1507,1455
2019-05-08,2330,233,1,6482595,121,8572,8461, ,1,106,1,6482595,74,1474,1507
2019-05-09,2330,528,10,6482595,175,8915,8572, ,4,184,0,6482595,46,1336,1474
2019-05-10,2330,273,0,6482595,156,9032,8915, ,1,114,0,6482595,103,1325,1336
2019-05-13,2330,702,3,6482595,471,9260,9032, ,0,241,1,6482595,264,1347,1325
2019-05-14,2330,402,1,6482595,179,9482,9260, ,10,478,0,6482595,160,1029,1347
2019-05-15,2330,543,1,6482595,159,9865,9482, ,1,114,0,6482595,54,969,1029
2019-05-16,2330,244,2,6482595,188,9919,9865, ,2,77,0,6482595,67,959,969
2019-05-17,2330,740,2,6482595,666,9991,9919, ,41,225,0,6482595,143,877,959
2019-05-20,2330,737,9,6482595,643,10076,9991, ,50,167,0,6482595,410,1120,877
2019-05-21,2330,1821,2,6482595,436,11459,10076, ,24,397,0,6482595,88,811,1120
2019-05-22,2330,450,21,6482595,1289,10599,11459, ,20,161,0,6482595,233,883,811
2019-05-23,2330,1417,3,6482595,612,11401,10599, ,10,218,0,6482595,173,838,883
2019-05-24,2330,792,13,6482595,797,11383,11401, ,4,105,6,6482595,167,894,838
2019-05-27,2330,994,2,6482595,341,12034,11383, ,3,78,0,6482595,108,924,894
2019-05-28,2330,533,2,6482595,519,12046,12034, ,6,209,0,6482595,158,872,923
2019-05-29,2330,297,1,6482595,504,11838,12046, ,3,77,0,6482595,295,1090,872
2019-05-30,2330,567,6,6482595,214,12185,11838, ,0,87,1,6482595,49,1051,1090
2019-05-31,2330,506,5,6482595,1431,11255,12185, ,5,188,1,6482595,195,1057,1051
2019-06-03,2330,251,34,6482595,591,10881,11255, ,1,165,25,6482595,231,1098,1057
2019-06-04,2330,800,2,6482595,200,11479,10881, ,2,210,0,6482595,58,946,1098
2019-06-05,2330,454,6,6482595,450,11477,11479, ,8,49,30,6482595,256,1123,946
2019-06-06,2330,749,12,6482595,538,11676,11477, ,13,396,0,6482595,203,930,1123
2019-06-10,2330,302,4,6482595,1330,10644,11676, ,6,116,0,6482595,253,1067,930
2019-06-11,2330,276,1,6482595,1151,9768,10644, ,25,244,2,6482595,146,967,1067
2019-06-12,2330,270,33,6482595,672,9333,9768, ,5,61,0,6482595,114,1020,967
2019-06-13,2330,1124,11,6482595,196,10250,9333, ,6,418,1,6482595,47,648,1020
2019-06-14,2330,1469,6,6482595,403,11310,10250, ,6,191,0,6482595,344,801,648
2019-06-17,2330,1389,7,6482595,142,12550,11310,X ,13,295,1,6482595,14,519,801
2019-06-18,2330,221,8,6482595,582,12181,12550,X ,0,500,2,6482595,0,17,519
2019-06-19,2330,466,8,6482595,2231,10408,12181,X ,0,0,17,6482595,0,0,17
2019-06-20,2330,518,10,6482595,854,10062,10408,X ,0,0,0,6482595,0,0,0
2019-06-21,2330,1291,10,6482595,1787,9556,10062, ,0,0,0,6482595,0,0,0
2019-06-24,2330,1572,6,6482595,460,10662,9556, ,22,0,0,6482595,191,191,0
2019-06-25,2330,597,177,6482595,581,10501,10662, ,23,62,0,6482595,161,290,191
2019-06-26,2330,1589,21,6482595,242,11827,10501, ,5,179,0,6482595,142,253,290
2019-06-27,2330,510,4,6482595,1385,10948,11827, ,5,19,0,6482595,292,526,253
2019-06-28,2330,484,10,6482595,278,11144,10948, ,3,54,0,6482595,107,579,526
2019-07-01,2330,977,2,6482595,2581,9538,11144, ,8,32,0,6482595,635,1182,579
2019-07-02,2330,152,4,6482595,772,8914,9538, ,7,70,0,6482595,125,1237,1182
2019-07-03,2330,944,11,6482595,400,9447,8914, ,1,456,0,6482595,121,902,1237
2019-07-04,2330,160,9,6482595,296,9302,9447, ,2,55,0,6482595,85,932,902
2019-07-05,2330,476,1,6482595,81,9696,9302, ,3,117,1,6482595,54,868,932
2019-07-08,2330,558,35,6482595,85,10134,9696, ,9,67,0,6482595,73,874,868
2019-07-09,2330,271,25,6482595,138,10242,10134, ,0,57,0,6482595,88,905,874
2019-07-10,2330,316,0,6482595,967,9591,10242, ,3,41,0,6482595,227,1091,905
2019-07-11,2330,404,0,6482595,1047,8948,9591, ,4,47,0,6482595,273,1317,1091
2019-07-12,2330,166,3,6482595,486,8625,8948, ,1,100,0,6482595,138,1355,1317
2019-07-15,2330,796,6,6482595,701,8714,8625, ,10,77,2,6482595,343,1619,1355
2019-07-16,2330,682,2,6482595,272,9122,8714, ,0,28,0,6482595,167,1758,1619
2019-07-17,2330,744,2,6482595,402,9462,9122, ,0,231,0,6482595,36,1563,1758
2019-07-18,2330,842,24,6482595,539,9741,9462, ,3,43,0,6482595,152,1672,1563
2019-07-19,2330,718,8,6482595,2262,8189,9741, ,5,99,6,6482595,470,2037,1672
2019-07-22,2330,295,30,6482595,695,7759,8189, ,2,64,0,6482595,323,2296,2037
2019-07-23,2330,241,3,6482595,624,7373,7759, ,4,41,0,6482595,89,2344,2296
2019-07-24,2330,895,6,6482595,351,7911,7373, ,2,28,0,6482595,90,2406,2344
2019-07-25,2330,382,0,6482595,284,8009,7911, ,4,88,2,6482595,59,2375,2406
2019-07-26,2330,673,0,6482595,100,8582,8009, ,0,212,0,6482595,22,2185,2375
2019-07-29,2330,542,3,6482595,90,9031,8582, ,3,67,0,6482595,24,2142,2185
2019-07-30,2330,599,46,6482595,505,9079,9031, ,20,115,0,6482595,62,2089,2142
2019-07-31,2330,568,1,6482595,240,9406,9079, ,1,147,0,6482595,49,1991,2089
2019-08-01,2330,1028,2,6482595,220,10212,9406, ,0,273,0,6482595,47,1765,1991
2019-08-02,2330,840,1,6482595,2103,8948,10212, ,8,317,30,6482595,185,1603,1765
2019-08-05,2330,1824,6,6482595,319,10447,8948, ,1,305,0,6482595,92,1390,1603
2019-08-06,2330,786,53,6482595,946,10234,10447, ,40,361,0,6482595,441,1470,1390
2019-08-07,2330,614,13,6482595,333,10502,10234, ,6,113,0,6482595,90,1447,1470
2019-08-08,2330,471,8,6482595,949,10016,10502, ,2,161,1,6482595,235,1520,1447
2019-08-12,2330,610,1,6482595,199,10426,10016, ,4,99,0,6482595,47,1468,1520
2019-08-13,2330,765,11,6482595,234,10946,10426, ,7,243,7,6482595,37,1255,1468
2019-08-14,2330,2260,4,6482595,668,12534,10946, ,3,99,0,6482595,83,1239,1255
2019-08-15,2330,1182,0,6482595,493,13223,12534, ,20,122,0,6482595,75,1192,1239
2019-08-16,2330,478,4,6482595,1044,12653,13223, ,1,46,0,6482595,49,1195,1192
2019-08-19,2330,425,1,6482595,1203,11874,12653, ,1,42,0,6482595,61,1214,1195
2019-08-20,2330,202,4,6482595,665,11407,11874, ,0,16,0,6482595,103,1301,1214
2019-08-21,2330,517,3,6482595,375,11546,11407, ,8,21,0,6482595,82,1362,1301
2019-08-22,2330,304,12,6482595,483,11355,11546, ,7,40,0,6482595,75,1397,1362
2019-08-23,2330,412,4,6482595,194,11569,11355, ,1,24,0,6482595,30,1403,1397
2019-08-26,2330,972,0,6482595,276,12265,11569, ,4,330,0,6482595,23,1096,1403
2019-08-27,2330,564,7,6482595,272,12550,12265, ,2,59,0,6482595,54,1091,1096
2019-08-28,2330,639,12,6482595,630,12547,12550, ,2,11,0,6482595,90,1170,1091
2019-08-29,2330,163,4,6482595,596,12110,12547, ,1,20,0,6482595,63,1213,1170
2019-08-30,2330,334,3,6482595,915,11526,12110, ,0,55,0,6482595,177,1335,1213
2019-09-02,2330,287,0,6482595,281,11532,11526, ,0,30,0,6482595,17,1322,1335
2019-09-03,2330,973,2,6482595,220,12283,11532, ,1,99,0,6482595,5,1228,1322
2019-09-04,2330,234,2,6482595,541,11974,12283, ,1,17,1,6482595,277,1487,1228
2019-09-05,2330,135,0,6482595,1937,10172,11974, ,1,203,5,6482595,208,1487,1487
2019-09-06,2330,158,3,6482595,736,9591,10172, ,4,142,1,6482595,97,1441,1487
2019-09-09,2330,293,5,6482595,574,9305,9591, ,2,70,0,6482595,44,1415,1441
2019-09-10,2330,563,1,6482595,152,9715,9305, ,0,322,2,6482595,25,1116,1415
2019-09-11,2330,1032,14,6482595,341,10392,9715,X ,3,237,14,6482595,37,902,1116
2019-09-12,2330,346,16,6482595,256,10466,10392,X ,0,787,24,6482595,0,91,902
2019-09-16,2330,376,2,6482595,789,10051,10466,X ,0,10,81,6482595,0,0,91
2019-09-17,2330,405,0,6482595,483,9973,10051,X ,0,0,0,6482595,0,0,0
2019-09-18,2330,616,2,6482595,1180,9407,9973, ,0,0,0,6482595,0,0,0
2019-09-19,2330,757,7,6482595,472,9685,9407, ,24,0,0,6482595,214,214,0
2019-09-20,2330,358,59,6482595,292,9692,9685, ,9,15,0,6482595,159,358,214
2019-09-23,2330,260,0,6482595,289,9663,9692, ,1,46,0,6482595,75,387,358
2019-09-24,2330,304,12,6482595,159,9796,9663, ,3,7,0,6482595,99,479,387
2019-09-25,2330,178,3,6482595,226,9745,9796, ,6,19,0,6482595,135,595,479
2019-09-26,2330,353,2,6482595,567,9529,9745, ,13,11,0,6482595,181,765,595
2019-09-27,2330,836,13,6482595,848,9504,9529, ,26,59,0,6482595,433,1139,765
2019-10-01,2330,1184,2,6482595,905,9781,9504, ,15,101,1,6482595,652,1689,1139
2019-10-02,2330,1027,11,6482595,543,10254,9781, ,3,47,0,6482595,167,1809,1689
2019-10-03,2330,990,15,6482595,251,10978,10254, ,6,345,0,6482595,32,1496,1809
2019-10-04,2330,660,15,6482595,534,11089,10978, ,8,73,12,6482595,55,1466,1496
2019-10-07,2330,492,7,6482595,557,11017,11089, ,2,15,0,6482595,43,1494,1466
2019-10-08,2330,809,3,6482595,1094,10729,11017, ,12,91,0,6482595,436,1839,1494
2019-10-09,2330,1142,2,6482595,363,11506,10729, ,5,255,0,6482595,23,1607,1839
2019-10-14,2330,1243,24,6482595,981,11744,11506, ,4,75,1,6482595,201,1732,1607
2019-10-15,2330,1085,18,6482595,738,12073,11744, ,2,107,0,6482595,578,2203,1732
2019-10-16,2330,1084,1,6482595,1119,12037,12073, ,2,51,14,6482595,197,2335,2203
2019-10-17,2330,1370,7,6482595,876,12524,12037, ,2,162,2,6482595,82,2253,2335
2019-10-18,2330,1008,26,6482595,912,12594,12524, ,4,134,2,6482595,102,2219,2253
2019-10-21,2330,1139,1,6482595,324,13408,12594, ,0,154,0,6482595,43,2108,2219
2019-10-22,2330,560,4,6482595,701,13263,13408, ,0,18,1,6482595,53,2142,2108
2019-10-23,2330,491,19,6482595,352,13383,13263, ,2,39,0,6482595,56,2159,2142
2019-10-24,2330,483,22,6482595,369,13475,13383, ,2,49,0,6482595,18,2128,2159
2019-10-25,2330,386,5,6482595,624,13232,13475, ,2,21,4,6482595,64,2167,2128
2019-10-28,2330,1046,1,6482595,503,13774,13232, ,2,37,0,6482595,20,2150,2167
2019-10-29,2330,357,2,6482595,1429,12700,13774, ,32,36,0,6482595,198,2312,2150
2019-10-30,2330,462,10,6482595,867,12285,12700, ,3,19,0,6482595,114,2407,2312
2019-10-31,2330,662,12,6482595,567,12368,12285, ,4,82,0,6482595,116,2441,2407
2019-11-01,2330,493,3,6482595,429,12429,12368, ,1,62,0,6482595,30,2409,2441
2019-11-04,2330,2108,6,6482595,1039,13492,12429, ,17,104,2,6482595,351,2654,2409
2019-11-05,2330,842,2,6482595,733,13599,13492, ,4,116,0,6482595,161,2699,2654
2019-11-06,2330,858,99,6482595,672,13686,13599, ,3,76,3,6482595,111,2731,2699
2019-11-07,2330,1055,3,6482595,758,13980,13686, ,2,146,0,6482595,66,2651,2731
2019-11-08,2330,654,27,6482595,576,14031,13980, ,3,234,2,6482595,36,2451,2651
2019-11-11,2330,902,5,6482595,1259,13669,14031, ,9,235,0,6482595,57,2273,2451
2019-11-12,2330,460,5,6482595,358,13766,13669, ,8,24,0,6482595,69,2318,2273
2019-11-13,2330,257,3,6482595,187,13833,13766, ,0,24,0,6482595,50,2344,2318
2019-11-14,2330,495,21,6482595,526,13781,13833, ,0,38,0,6482595,22,2328,2344
2019-11-15,2330,440,8,6482595,516,13697,13781, ,4,58,0,6482595,134,2404,2328
2019-11-18,2330,749,12,6482595,654,13780,13697, ,0,23,2,6482595,182,2561,2404
2019-11-19,2330,511,12,6482595,858,13421,13780, ,1,127,0,6482595,268,2702,2561
2019-11-20,2330,551,0,6482595,548,13424,13421, ,1,34,0,6482595,86,2754,2702
2019-11-21,2330,669,1,6482595,676,13416,13424, ,14,248,0,6482595,109,2615,2754
2019-11-22,2330,586,43,6482595,518,13441,13416, ,1,93,0,6482595,97,2619,2615
2019-11-25,2330,537,0,6482595,569,13409,13441, ,0,39,2,6482595,37,2615,2619
2019-11-26,2330,1003,2,6482595,590,13820,13409, ,1,127,1,6482595,44,2531,2615
2019-11-27,2330,231,2,6482595,1022,13027,13820, ,1,41,1,6482595,85,2574,2531
2019-11-28,2330,459,2,6482595,302,13182,13027, ,3,40,0,6482595,35,2569,2574
2019-11-29,2330,980,77,6482595,389,13696,13182, ,1,241,0,6482595,52,2380,2569
2019-12-02,2330,529,3,6482595,729,13493,13696, ,2,36,0,6482595,126,2470,2380
2019-12-03,2330,369,5,6482595,434,13423,13493, ,1,342,0,6482595,15,2143,2470
2019-12-04,2330,416,3,6482595,656,13180,13423, ,2,154,10,6482595,21,2000,2143
2019-12-05,2330,538,7,6482595,971,12740,13180, ,10,107,1,6482595,134,2026,2000
2019-12-06,2330,928,3,6482595,561,13104,12740, ,1,93,1,6482595,47,1979,2026
2019-12-09,2330,849,1,6482595,584,13368,13104, ,0,106,1,6482595,50,1922,1979
2019-12-10,2330,618,5,6482595,595,13386,13368, ,1,209,0,6482595,10,1723,1922
2019-12-11,2330,406,22,6482595,926,12844,13386, ,1,91,3,6482595,108,1737,1723
2019-12-12,2330,1308,19,6482595,1379,12754,12844,X ,20,580,0,6482595,271,1428,1737
2019-12-13,2330,1232,64,6482595,1593,12329,12754,X ,0,1338,25,6482595,0,65,1428
2019-12-16,2330,1420,25,6482595,268,13456,12329,X ,0,16,49,6482595,0,0,65
2019-12-17,2330,1291,5,6482595,594,14148,13456,X ,0,0,0,6482595,0,0,0
2019-12-18,2330,1213,8,6482595,824,14529,14148, ,0,0,0,6482595,0,0,0
2019-12-19,2330,2594,3,6482595,733,16387,14529, ,76,0,0,6482595,98,98,0
2019-12-20,2330,2463,14,6482595,714,18122,16387, ,160,31,0,6482595,89,156,98
2019-12-23,2330,721,10,6482595,1285,17548,18122, ,6,22,0,6482595,223,357,156
2019-12-24,2330,564,7,6482595,502,17603,17548, ,1,146,0,6482595,43,254,357
2019-12-25,2330,351,39,6482595,447,17468,17603, ,0,11,1,6482595,38,280,254
2019-12-26,2330,519,37,6482595,372,17578,17468, ,0,13,2,6482595,10,275,280
2019-12-27,2330,805,7,6482595,918,17458,17578, ,1,12,0,6482595,98,361,275
2019-12-30,2330,709,3,6482595,371,17793,17458, ,1,28,0,6482595,21,354,361
2019-12-31,2330,996,377,6482595,437,17975,17793, ,8,62,0,6482595,34,326,354
2020-01-02,2330,484,38,6482595,1223,17198,17975, ,4,13,0,6482595,132,445,326
2020-01-03,2330,1168,63,6482595,2010,16293,17198, ,16,35,0,6482595,161,571,445
2020-01-06,2330,2393,37,6482595,508,18141,16293, ,11,246,0,6482595,19,344,571
2020-01-07,2330,990,55,6482595,1607,17469,18141, ,14,75,0,6482595,82,351,344
2020-01-08,2330,1023,36,6482595,732,17724,17469, ,10,41,0,6482595,222,532,351
2020-01-09,2330,934,13,6482595,1410,17235,17724, ,3,37,0,6482595,147,642,532
2020-01-10,2330,851,36,6482595,1083,16967,17235, ,1,9,0,6482595,117,750,642
2020-01-13,2330,978,44,6482595,964,16937,16967, ,0,35,0,6482595,79,794,750
2020-01-14,2330,1079,102,6482595,1450,16464,16937, ,2,54,0,6482595,149,889,794
2020-01-15,2330,1806,0,6482595,1374,16896,16464, ,3,154,0,6482595,72,807,889
2020-01-16,2330,3525,13,6482595,426,19982,16896, ,31,235,0,6482595,106,678,807
2020-01-17,2330,1627,25,6482595,1717,19867,19982, ,15,136,0,6482595,66,608,678
2020-01-20,2330,849,22,6482595,381,20313,19867, ,2,67,0,6482595,288,829,608
2020-01-30,2330,4015,13,6482595,2726,21561,20285, ,62,367,1,6482595,195,656,829
2020-01-31,2330,902,3,6482595,1620,20840,21561, ,22,71,0,6482595,104,689,656
2020-02-03,2330,1425,78,6482595,1645,20542,20840, ,15,211,0,6482595,159,637,689
2020-02-04,2330,1591,94,6482595,2275,19764,20542, ,6,40,0,6482595,433,1030,637
2020-02-05,2330,624,22,6482595,2158,18208,19764, ,8,72,0,6482595,199,1157,1030
2020-02-06,2330,522,18,6482595,980,17732,18208, ,7,104,1,6482595,103,1155,1157
2020-02-07,2330,459,7,6482595,1036,17148,17732, ,2,70,0,6482595,69,1154,1155
2020-02-10,2330,797,3,6482595,601,17341,17148, ,4,158,0,6482595,134,1130,1154
2020-02-11,2330,1596,4,6482595,827,18106,17341, ,10,105,0,6482595,54,1079,1130
2020-02-12,2330,414,49,6482595,890,17581,18106, ,6,80,4,6482595,62,1057,1079
2020-02-13,2330,267,5,6482595,1060,16783,17581, ,3,19,2,6482595,66,1102,1057
2020-02-14,2330,361,17,6482595,328,16799,16783, ,0,26,0,6482595,25,1101,1102
2020-02-17,2330,650,14,6482595,592,16843,16799, ,0,98,0,6482595,40,1043,1101
2020-02-18,2330,3033,2,6482595,731,19143,16843, ,5,250,2,6482595,161,952,1043
2020-02-19,2330,898,7,6482595,935,19099,19143, ,13,153,0,6482595,91,890,952
2020-02-20,2330,561,50,6482595,612,18998,19099, ,4,26,22,6482595,27,869,890
2020-02-21,2330,426,8,6482595,378,19038,18998, ,0,50,0,6482595,30,849,869
2020-02-24,2330,951,24,6482595,475,19490,19038, ,2,116,0,6482595,54,787,849
2020-02-25,2330,1396,30,6482595,608,20248,19490, ,7,93,1,6482595,116,809,787
2020-02-26,2330,1548,12,6482595,573,21211,20248, ,15,161,0,6482595,43,691,809
2020-02-27,2330,1044,19,6482595,913,21323,21211, ,7,170,0,6482595,65,586,691
2020-03-02,2330,3058,0,6482595,1267,23114,21323, ,34,163,2,6482595,77,498,586
2020-03-03,2330,1031,10,6482595,2195,21940,23114, ,4,47,0,6482595,136,587,498
2020-03-04,2330,616,197,6482595,1301,21058,21940, ,2,45,0,6482595,162,704,587
2020-03-05,2330,714,56,6482595,1606,20110,21058, ,7,66,0,6482595,41,679,704
2020-03-06,2330,2799,13,6482595,689,22207,20110, ,2,162,36,6482595,20,501,679
2020-03-09,2330,3678,23,6482595,1673,24189,22207, ,24,180,10,6482595,197,508,501
2020-03-10,2330,2859,39,6482595,1060,25949,24189, ,23,181,1,6482595,63,389,508
2020-03-11,2330,1510,19,6482595,1655,25785,25949, ,6,160,2,6482595,61,288,389
2020-03-12,2330,3247,58,6482595,2749,26225,25785,X ,83,171,0,6482595,186,303,288
2020-03-13,2330,4148,61,6482595,2214,28098,26225,X ,0,300,1,6482595,0,2,303
2020-03-16,2330,4111,42,6482595,2326,29841,28098,X ,0,0,2,6482595,0,0,2
2020-03-17,2330,4099,108,6482595,2392,31440,29841,X ,0,0,0,6482595,0,0,0
2020-03-18,2330,3205,77,6482595,2588,31980,31440, ,0,0,0,6482595,0,0,0
2020-03-19,2330,5638,138,6482595,6830,30650,31980, ,1373,0,0,6482595,1529,1529,0
2020-03-20,2330,3242,87,6482595,4484,29321,30650, ,1214,309,0,6482595,979,2199,1529
2020-03-23,2330,2705,25,6482595,1840,30161,29321, ,47,694,0,6482595,707,2212,2199
2020-03-24,2330,1456,27,6482595,3589,28001,30161, ,48,293,2,6482595,572,2489,2212
2020-03-25,2330,1663,18,6482595,3793,25853,28001, ,54,474,2,6482595,662,2675,2489
2020-03-26,2330,838,5,6482595,2334,24352,25853, ,26,284,1,6482595,631,3021,2675
2020-03-27,2330,2604,44,6482595,1705,25207,24352, ,45,1102,2,6482595,329,2246,3021
2020-03-30,2330,1788,36,6482595,649,26310,25207, ,31,706,35,6482595,404,1909,2246
