date,stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2022-03-11,2618,24993000,2270000,1056000,756000,25451000,1296947156,64893000,490000,597000,0,64786000,87166746,0
2022-03-14,2618,25451000,497000,1719000,1364000,22865000,1296947156,64786000,51000,1154000,0,63683000,87729680,0
2022-03-15,2618,22865000,2335000,1416000,162000,23622000,1314758341,63683000,52000,1920000,0,61815000,89234953,0
2022-03-16,2618,23622000,3629000,1191000,525000,25535000,1314758341,61815000,100000,3526000,0,58389000,90804027,0
2022-03-17,2618,25535000,5987000,3414000,9000,28099000,1314758341,58389000,248000,1994000,0,56643000,94272519,0
2022-03-18,2618,28099000,4006000,3650000,1241000,27214000,1314758341,56643000,480000,2859000,0,54264000,96509828,0
2022-03-21,2618,27214000,954000,2676000,10000,25482000,1314758341,54264000,481000,40000,0,54705000,97952012,0
2022-03-22,2618,25482000,894000,7376000,714000,18286000,1314758341,54705000,210000,893139,0,54021861,98635950,0
2022-03-23,2618,18286000,752000,2413000,38000,16587000,1314758341,54021861,453000,2181000,0,52293861,97790697,0
2022-03-24,2618,16587000,223000,7505000,1891000,7414000,1314758341,52293861,625000,2465000,0,50453861,96927149,0
2022-03-25,2618,7414000,0,4839000,2480000,95000,1314758341,50453861,1006000,137000,0,51322861,95749248,0
2022-03-28,2618,95000,0,0,95000,0,1314758341,51322861,213000,0,0,51535861,93039926,0
2022-03-29,2618,0,0,0,0,0,1314758341,51535861,1370000,0,0,52905861,91983117,0
2022-03-30,2618,0,0,0,0,0,1314758341,52905861,1343000,0,0,54248861,88384895,0
2022-03-31,2618,0,3247000,0,0,3247000,1314758341,54248861,1093000,151000,0,55190861,85394596,0
2022-04-01,2618,3247000,4851000,142000,0,7956000,1314758341,55190861,358000,1500000,0,54048861,80554803,0
2022-04-06,2618,7956000,3195000,389000,0,10762000,1314758341,54048861,818000,60000,0,54806861,75282155,0
2022-04-07,2618,10762000,5253000,2927000,0,13088000,1314758341,54806861,10170000,50000,0,64926861,73585755,0
2022-04-08,2618,13088000,6061000,691000,34000,18424000,1314758341,64926861,4940000,0,0,69866861,70974877,0
2022-04-11,2618,18424000,2320000,2163000,4000,18577000,1314758341,69866861,9493000,0,0,79359861,68316174,0
2022-04-12,2618,18577000,4923000,1369000,0,22131000,1314758341,79359861,5080000,0,0,84439861,64705569,0
2022-04-13,2618,22131000,9620000,2170000,0,29581000,1314758341,84439861,2979000,1537000,0,85881861,66232620,0
2022-04-14,2618,29581000,14544000,1596000,7000,42522000,1321823439,85881861,3289000,1794000,0,87376861,67783537,0
2022-04-15,2618,42522000,3073000,6150000,104000,39341000,1321823439,87376861,1632000,3949000,0,85059861,67554465,0
2022-04-18,2618,39341000,3497000,10478000,3000,32357000,1321823439,85059861,3103000,0,0,88162861,66980859,0
2022-04-19,2618,32357000,3959000,1494000,1000,34821000,1321823439,88162861,1396000,1513000,0,88045861,66434964,0
2022-04-20,2618,34821000,2123000,2874000,4000,34066000,1321823439,88045861,2560000,2829000,0,87776861,65297939,0
2022-04-21,2618,34066000,1958000,2562000,0,33462000,1321823439,87776861,104000,2313000,0,85567861,63326142,0
2022-04-22,2618,33462000,3423000,2123000,6000,34756000,1321823439,85567861,450000,951000,0,85066861,62988922,0
2022-04-25,2618,34756000,8955000,3413000,10000,40288000,1321823439,85066861,1911000,1549000,0,85428861,62370229,0
2022-04-26,2618,40288000,1882000,4123000,49000,37998000,1321823439,85428861,4775000,650000,0,89553861,63648289,0
2022-04-27,2618,37998000,6871000,5443000,6000,39420000,1321823439,89553861,7564000,488000,0,96629861,64500826,0
2022-04-28,2618,39420000,1816000,2966000,1000,38269000,1321823439,96629861,6200000,0,0,102829861,63874686,0
2022-04-29,2618,38269000,6252000,1787000,1000,42733000,1321823439,102829861,738000,0,0,103567861,63649482,0
