date,stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2019-01-02,2618,12904000,144000,338000,0,12710000,1095530369,32901050,1158000,0,0,34059050,4963949,0
2019-01-03,2618,12710000,143000,686000,63000,12104000,1095530369,34059050,1250000,707000,0,34602050,4992937,0
2019-01-04,2618,12104000,226000,260000,202000,11868000,1095530369,34602050,129000,150000,0,34581050,5035408,0
2019-01-07,2618,11868000,27000,0,191000,11704000,1095530369,34581050,131000,728000,0,33984050,5088059,0
2019-01-08,2618,11704000,655000,0,146000,12213000,1095530369,33984050,786000,323000,0,34447050,4977768,0
2019-01-09,2618,12213000,585000,101000,90000,12607000,1095530369,34447050,935000,297000,0,35085050,4812036,0
2019-01-10,2618,12607000,55000,250000,100000,12312000,1095530369,35085050,535000,43000,0,35577050,3981687,0
2019-01-11,2618,12312000,190000,928000,0,11574000,1095530369,35577050,3092000,300000,0,38369050,3696581,0
2019-01-14,2618,11574000,940000,1039000,254000,11221000,1096771922,38369050,2946000,0,0,41315050,3639561,0
2019-01-15,2618,11221000,1010000,281000,1446000,10504000,1096771922,41315050,3415000,91000,0,44639050,3485100,0
2019-01-16,2618,10504000,622000,529000,1055000,9542000,1096771922,44639050,2643000,0,0,47282050,3437368,0
2019-01-17,2618,9542000,323000,147000,281000,9437000,1096771922,47282050,899000,54000,0,48127050,3412248,0
2019-01-18,2618,9437000,454000,74000,303000,9514000,1096771922,48127050,943000,1043000,0,48027050,3343711,0
2019-01-21,2618,9514000,7115000,896000,24000,15709000,1096771922,48027050,2320000,0,0,50347050,3491515,0
2019-01-22,2618,15709000,1574000,377000,199000,16707000,1096771922,50347050,1080000,0,0,51427050,3583897,0
2019-01-23,2618,16707000,2572000,265000,21000,18993000,1096771922,51427050,1716000,0,0,53143050,3647413,0
2019-01-24,2618,18993000,823000,127000,10000,19679000,1096771922,53143050,516000,0,0,53659050,3683324,0
2019-01-25,2618,19679000,514000,68000,243000,19882000,1096771922,53659050,2460000,0,0,56119050,3693927,0
2019-01-28,2618,19882000,725000,38000,444000,20125000,1171771922,56119050,744000,0,0,56863050,3693467,0
2019-01-29,2618,20125000,23000,13677000,2639000,3832000,1171771922,56863050,218000,9564000,0,47517050,4178145,0
2019-01-30,2618,3832000,1000,614000,96000,3123000,1171771922,47517050,208000,152000,0,47573050,4184085,0
2019-02-11,2618,3002000,219000,78000,56000,3087000,1171771922,47573050,0,1239000,-20700000,25634050,4082713,0
2019-02-12,2618,3090000,1000,223000,17000,2851000,1171771922,25634050,0,3190000,0,22444050,4097933,0
2019-02-13,2618,2851000,40000,30000,103000,2758000,1171771922,22444050,0,237000,0,22207050,4077261,0
2019-02-14,2618,2758000,20000,110000,12000,2656000,1171771922,22207050,168000,298000,0,22077050,4045936,0
2019-02-15,2618,2656000,40000,41000,0,2655000,1171771922,22077050,164000,41000,0,22200050,4004238,0
2019-02-18,2618,2655000,0,28000,0,2627000,1171771922,22200050,7000,150000,0,22057050,3969378,0
2019-02-19,2618,2627000,27000,11000,0,2643000,1171771922,22057050,25000,0,0,22082050,3971546,0
2019-02-20,2618,2643000,18000,1000,0,2660000,1171771922,22082050,0,446000,0,21636050,4012810,0
2019-02-21,2618,2660000,30000,26000,188000,2476000,1171771922,21636050,0,200000,0,21436050,3993932,0
2019-02-22,2618,2476000,3000,4000,98000,2377000,1171771922,21436050,0,132000,0,21304050,3969108,0
2019-02-25,2618,2377000,53000,11000,0,2419000,1171771922,21304050,14000,105000,0,21213050,3947997,0
2019-02-26,2618,2419000,5000,39000,2000,2383000,1171771922,21213050,2000,100000,0,21115050,4016423,0
2019-02-27,2618,2383000,473000,87000,1000,2768000,1171771922,21115050,769000,0,0,21884050,4356061,0
2019-03-04,2618,2768000,232000,72000,10000,2918000,1171771922,21884050,2006000,271000,0,23619050,4511704,0
2019-03-05,2618,2918000,17000,176000,0,2759000,1171771922,23619050,1331000,210000,0,24740050,4513844,0
2019-03-06,2618,2759000,2000,365000,0,2396000,1171771922,24740050,935000,18000,0,25657050,4521368,0
2019-03-07,2618,2396000,23000,13000,0,2406000,1171771922,25657050,10000,119000,0,25548050,4445757,0
2019-03-08,2618,2406000,4000,7000,1000,2402000,1171771922,25548050,63000,65000,0,25546050,4343630,0
2019-03-11,2618,2402000,0,109000,0,2293000,1171771922,25546050,323000,0,0,25869050,4297241,0
2019-03-12,2618,2293000,35000,4000,0,2324000,1171771922,25869050,878000,10000,0,26737050,4284979,0
2019-03-13,2618,2324000,5000,40000,0,2289000,1171771922,26737050,895000,0,0,27632050,4284893,0
2019-03-14,2618,2289000,12000,275000,0,2026000,1171771922,27632050,78000,19000,0,27691050,4305178,0
2019-03-15,2618,2026000,61000,5000,2000,2080000,1171771922,27691050,24000,100000,0,27615050,4165194,0
2019-03-18,2618,2080000,65000,1000,0,2144000,1171771922,27615050,21000,1000,0,27635050,4036028,0
2019-03-19,2618,2144000,2000,14000,0,2132000,1171771922,27635050,30000,708000,0,26957050,3931900,0
2019-03-20,2618,2132000,41000,80000,34000,2059000,1171771922,26957050,24000,61000,0,26920050,3955017,0
2019-03-21,2618,2059000,11000,737000,0,1333000,1171771922,26920050,219000,90000,0,27049050,3912323,0
2019-03-22,2618,1333000,0,166000,34000,1133000,1171771922,27049050,135000,148000,0,27036050,3909148,0
2019-03-25,2618,1133000,41000,186000,0,988000,1171771922,27036050,87000,230000,0,26893050,3256916,0
2019-03-26,2618,988000,3000,164000,0,827000,1171771922,26893050,205000,0,0,27098050,3172240,0
2019-03-27,2618,827000,0,109000,0,718000,1171771922,27098050,74000,5000,0,27167050,3090516,0
2019-03-28,2618,718000,2000,13000,0,707000,1171771922,27167050,48000,200000,0,27015050,3115946,0
2019-03-29,2618,707000,0,100000,0,607000,1171771922,27015050,55000,77000,0,26993050,3049222,0
2019-04-01,2618,607000,0,17000,0,590000,1171771922,26993050,27000,286000,0,26734050,2998748,0
2019-04-02,2618,590000,0,7000,0,583000,1171771922,26734050,57000,497000,0,26294050,2981930,0
2019-04-03,2618,583000,0,2000,0,581000,1171771922,26294050,0,300000,0,25994050,3086529,0
2019-04-08,2618,581000,12000,2000,6000,585000,1171771922,25994050,53000,605000,0,25442050,3188517,0
2019-04-09,2618,585000,0,4000,0,581000,1171771922,25442050,23000,4430000,0,21035050,3144618,0
2019-04-10,2618,581000,61000,0,0,642000,1171771922,21035050,16000,177000,0,20874050,3191533,0
2019-04-11,2618,642000,0,1000,0,641000,1171771922,20874050,17000,2540000,0,18351050,3198769,0
2019-04-12,2618,641000,334000,50000,0,925000,1171823292,18351050,984000,1428000,0,17907050,3381702,0
2019-04-15,2618,925000,3430000,20000,0,4335000,1171823292,17907050,3260000,2676000,0,18491050,3529644,0
2019-04-16,2618,4335000,89000,356000,2000,4066000,1171823292,18491050,1367000,0,0,19858050,3335594,0
2019-04-17,2618,4066000,1000,1104000,1522000,1441000,1171823292,19858050,2412000,0,0,22270050,3237615,0
2019-04-18,2618,1441000,0,242000,1153000,46000,1171823292,22270050,26000,16000,0,22280050,3330700,0
2019-04-19,2618,46000,0,0,46000,0,1171823292,22280050,479000,431000,0,22328050,3282307,0
2019-04-22,2618,0,0,0,0,0,1171823292,22328050,10000,3289000,0,19049050,3299631,0
2019-04-23,2618,0,0,0,0,0,1171823292,19049050,12000,29000,0,19032050,3337981,0
2019-04-24,2618,0,0,0,0,0,1171823292,19032050,155000,432000,0,18755050,3336859,0
2019-04-25,2618,0,23000,0,0,23000,1171823292,18755050,22000,1203000,0,17574050,3305117,0
2019-04-26,2618,23000,52000,0,0,75000,1171823292,17574050,1000,0,0,17575050,3260531,0
2019-04-29,2618,75000,29000,2000,0,102000,1171823292,17575050,22000,1000,0,17596050,3226538,0
2019-04-30,2618,102000,0,0,0,102000,1171823292,17596050,75000,219000,0,17452050,3217664,0
2019-05-02,2618,102000,145000,26000,0,221000,1171823292,17452050,274000,25000,0,17701050,3276264,0
2019-05-03,2618,221000,21000,1000,0,241000,1171823292,17701050,0,101000,0,17600050,3279050,0
2019-05-06,2618,241000,13000,90000,5000,159000,1171823292,17600050,108000,0,0,17708050,3225667,0
2019-05-07,2618,159000,32000,75000,0,116000,1171823292,17708050,164000,0,0,17872050,3227728,0
2019-05-08,2618,116000,2000,56000,0,62000,1171823292,17872050,2000,0,0,17874050,3234812,0
2019-05-09,2618,62000,58000,3000,0,117000,1171823292,17874050,103000,41000,0,17936050,3280773,0
2019-05-10,2618,117000,10000,20000,0,107000,1171823292,17936050,72000,4397000,0,13611050,3273824,0
2019-05-13,2618,107000,4000,0,0,111000,1171823292,13611050,466000,0,0,14077050,3199917,0
2019-05-14,2618,111000,1000,1000,0,111000,1178237673,14077050,163000,0,0,14240050,3135924,0
2019-05-15,2618,111000,9000,30000,0,90000,1178237673,14240050,152000,0,0,14392050,3173325,0
2019-05-16,2618,90000,9000,2000,0,97000,1178237673,14392050,398000,326000,0,14464050,3151258,0
2019-05-17,2618,97000,3000,8000,0,92000,1178237673,14464050,77000,300000,0,14241050,3132653,0
2019-05-20,2618,92000,4000,2000,0,94000,1178237673,14241050,80000,0,0,14321050,3015291,0
2019-05-21,2618,94000,56000,10000,0,140000,1178237673,14321050,1007000,0,0,15328050,2960928,0
2019-05-22,2618,140000,0,5000,0,135000,1178237673,15328050,16000,935000,0,14409050,3008514,0
2019-05-23,2618,135000,7000,20000,0,122000,1178237673,14409050,240000,0,0,14649050,2966514,0
2019-05-24,2618,122000,26000,15000,0,133000,1178237673,14649050,9000,0,0,14658050,3029702,0
2019-05-27,2618,133000,11000,3000,0,141000,1178237673,14658050,240000,0,0,14898050,2811298,0
2019-05-28,2618,141000,0,20000,0,121000,1178237673,14898050,0,1594000,0,13304050,2621587,0
2019-05-29,2618,121000,40000,6000,0,155000,1178237673,13304050,0,500000,0,12804050,2459390,0
2019-05-30,2618,155000,1000,0,0,156000,1178237673,12804050,0,0,0,12804050,2431041,0
2019-05-31,2618,156000,6000,4000,0,158000,1178237673,12804050,0,40000,0,12764050,2299641,0
2019-06-03,2618,158000,114000,40000,0,232000,1178237673,12764050,2293000,0,0,15057050,2417690,0
2019-06-04,2618,232000,60000,0,0,292000,1178237673,15057050,0,35000,0,15022050,2473850,0
2019-06-05,2618,292000,121000,5000,0,408000,1178237673,15022050,0,0,0,15022050,2456800,0
2019-06-06,2618,408000,543000,2000,0,949000,1178237673,15022050,0,4313350,0,10708700,2525042,0
2019-06-10,2618,949000,32000,190000,0,791000,1178237673,10708700,0,250000,0,10458700,2510408,0
2019-06-11,2618,791000,15000,0,0,806000,1178237673,10458700,0,0,0,10458700,2517628,0
2019-06-12,2618,806000,117000,10000,0,913000,1178237673,10458700,0,0,0,10458700,2531597,0
2019-06-13,2618,913000,96000,10000,0,999000,1178237673,10458700,0,1000,0,10457700,2504058,0
2019-06-14,2618,999000,9000,17000,0,991000,1178237673,10457700,68000,0,0,10525700,2514358,0
2019-06-17,2618,991000,14000,17000,0,988000,1178237673,10525700,74000,0,0,10599700,2528390,0
2019-06-18,2618,988000,77000,0,0,1065000,1178237673,10599700,155000,0,0,10754700,2510628,0
2019-06-19,2618,1065000,43000,12000,0,1096000,1178237673,10754700,0,948000,0,9806700,2506918,0
2019-06-20,2618,1096000,764000,8000,0,1852000,1178237673,9806700,76000,195000,0,9687700,2613046,0
2019-06-21,2618,1852000,517000,630000,4000,1735000,1178237673,9687700,658000,736000,0,9609700,2951048,0
2019-06-24,2618,1735000,640000,757000,0,1618000,1178237673,9609700,2742000,0,0,12351700,3292713,0
2019-06-25,2618,1618000,92000,397000,0,1313000,1178237673,12351700,175000,0,0,12526700,3649324,0
2019-06-26,2618,1313000,23000,96000,0,1240000,1178237673,12526700,227000,0,0,12753700,3720991,0
2019-06-27,2618,1240000,12000,179000,0,1073000,1178237673,12753700,433000,1537000,0,11649700,3791351,0
2019-06-28,2618,1073000,36000,49000,0,1060000,1178237673,11649700,99000,0,0,11748700,3927703,0
2019-07-01,2618,1060000,86000,102000,0,1044000,1178237673,11748700,626000,32000,0,12342700,4061636,0
2019-07-02,2618,1044000,43000,53000,0,1034000,1178237673,12342700,299000,0,0,12641700,4134706,0
2019-07-03,2618,1034000,5000,86000,0,953000,1178237673,12641700,243000,0,0,12884700,4220689,0
2019-07-04,2618,953000,23000,38000,0,938000,1178237673,12884700,60000,0,0,12944700,4273706,0
2019-07-05,2618,938000,51000,11000,0,978000,1178237673,12944700,183000,0,0,13127700,4306574,0
2019-07-08,2618,978000,19000,128000,0,869000,1178237673,13127700,334000,0,0,13461700,4358199,0
2019-07-09,2618,869000,5000,69000,0,805000,1178237673,13461700,298000,0,0,13759700,4401659,0
2019-07-10,2618,805000,1000,15000,0,791000,1178237673,13759700,200000,0,0,13959700,4490895,0
2019-07-11,2618,791000,0,17000,0,774000,1178237673,13959700,10000,1038000,0,12931700,4583977,0
2019-07-12,2618,774000,0,13000,0,761000,1178237673,12931700,10000,855000,0,12086700,4574560,0
2019-07-15,2618,761000,5000,3000,0,763000,1178237673,12086700,410000,986000,0,11510700,4608797,0
2019-07-16,2618,763000,0,72000,0,691000,1178237673,11510700,1843000,0,0,13353700,4562008,0
2019-07-17,2618,691000,46000,14000,0,723000,1178237673,13353700,162000,0,0,13515700,4480260,0
2019-07-18,2618,723000,43000,14000,0,752000,1178237673,13515700,130000,444000,0,13201700,4523782,0
2019-07-19,2618,752000,13000,65000,2000,698000,1178237673,13201700,1634000,605000,0,14230700,4546485,0
2019-07-22,2618,698000,0,42000,86000,570000,1178237673,14230700,351000,692000,0,13889700,4608985,0
2019-07-23,2618,570000,23000,72000,0,521000,1178237673,13889700,1109000,466000,0,14532700,4685392,0
2019-07-24,2618,521000,1000,42000,0,480000,1178237673,14532700,2965000,0,0,17497700,4685416,0
2019-07-25,2618,480000,13000,10000,0,483000,1178237673,17497700,209000,0,0,17706700,4778551,0
2019-07-26,2618,483000,79000,3000,0,559000,1178237673,17706700,456000,0,0,18162700,4804122,0
2019-07-29,2618,559000,1000,34000,2000,524000,1178237673,18162700,259000,0,0,18421700,4806479,0
2019-07-30,2618,524000,0,3000,0,521000,1178237673,18421700,271000,0,0,18692700,4791604,0
2019-07-31,2618,521000,1000,13000,0,509000,1178237673,18692700,1000000,156000,0,19536700,4793135,0
2019-08-01,2618,509000,147000,8000,0,648000,1178237673,19536700,3682000,421,0,23218279,4783831,0
2019-08-02,2618,648000,58000,145000,2000,559000,1178237673,23218279,2758000,56000,0,25920279,4494654,0
2019-08-05,2618,559000,77000,7000,0,629000,1178237673,25920279,2229000,1000,0,28148279,4197092,0
2019-08-06,2618,629000,49000,54000,1000,623000,1178237673,28148279,2393000,1421000,0,29120279,3946725,0
2019-08-07,2618,623000,34000,2000,0,655000,1178237673,29120279,579000,82000,0,29617279,3893786,0
2019-08-08,2618,655000,15000,4000,0,666000,1178237673,29617279,771000,0,0,30388279,3905338,0
2019-08-12,2618,666000,6000,41000,72000,559000,1178237673,30388279,578000,0,0,30966279,3905633,0
2019-08-13,2618,559000,49000,17000,1000,590000,1178237673,30966279,1539000,0,0,32505279,3836537,0
2019-08-14,2618,590000,56000,0,150000,496000,1178237673,32505279,554000,0,0,33059279,3795167,0
2019-08-15,2618,496000,0,20000,0,476000,1178237673,33059279,491000,0,0,33550279,3674859,0
2019-08-16,2618,476000,2000,17000,0,461000,1178237673,33550279,1576000,0,0,35126279,3682161,0
2019-08-19,2618,461000,23000,21000,0,463000,1178237673,35126279,1965000,0,0,37091279,3717010,0
2019-08-20,2618,463000,11000,1000,0,473000,1178237673,37091279,536000,255000,0,37372279,3576113,0
2019-08-21,2618,473000,18000,13000,0,478000,1178237673,37372279,1018000,1169000,0,37221279,3540150,0
2019-08-22,2618,478000,1000,60000,0,419000,1178237673,37221279,850000,0,0,38071279,3409459,0
2019-08-23,2618,419000,0,2000,44000,373000,1178237673,38071279,577000,0,0,38648279,3301683,0
2019-08-26,2618,373000,3000,89000,0,287000,1178237673,38648279,625000,0,0,39273279,3338029,0
2019-08-27,2618,287000,0,98000,73000,116000,1178237673,39273279,686000,0,0,39959279,3395545,0
2019-08-28,2618,116000,1000,46000,0,71000,1178237673,39959279,3395000,18000,0,43336279,3399148,0
2019-08-29,2618,71000,1000,6000,0,66000,1178237673,43336279,3399000,212000,0,46523279,3460789,0
2019-08-30,2618,66000,0,65000,0,1000,1178237673,46523279,3460000,1000,0,49982279,3474184,0
2019-09-02,2618,1000,0,0,1000,0,1178237673,49982279,3474000,360000,0,53096279,3403115,0
2019-09-03,2618,0,0,0,0,0,1178237673,53096279,3403000,0,0,56499279,3380063,0
2019-09-04,2618,0,0,0,0,0,1178237673,56499279,3380000,0,0,59879279,3513651,0
2019-09-05,2618,0,943000,0,0,943000,1178237673,59879279,2474000,0,0,62353279,3866251,0
2019-09-06,2618,943000,118000,1000,0,1060000,1178237673,62353279,1740000,0,0,64093279,3840864,0
2019-09-09,2618,1060000,12000,154000,0,918000,1178237673,64093279,3344000,0,0,67437279,3830584,0
2019-09-10,2618,918000,57000,5000,0,970000,1178237673,67437279,961000,1540000,0,66858279,3819467,0
2019-09-11,2618,970000,73000,21000,0,1022000,1178237673,66858279,850000,985000,0,66723279,3853741,0
2019-09-12,2618,1022000,64000,15000,0,1071000,1178237673,66723279,393000,0,0,67116279,3835941,0
2019-09-16,2618,1071000,150000,180000,28000,1013000,1178237673,67116279,339000,1965000,0,65490279,3728014,0
2019-09-17,2618,1013000,105000,134000,0,984000,1178237673,65490279,238000,0,0,65728279,3630842,0
2019-09-18,2618,984000,40000,62000,0,962000,1178237673,65728279,2610000,2069000,0,66269279,3569268,0
2019-09-19,2618,962000,69000,25000,0,1006000,1178237673,66269279,72000,0,0,66341279,3437282,0
2019-09-20,2618,1006000,2000,108000,158000,742000,1178237673,66341279,436000,1457000,0,65320279,3378257,0
2019-09-23,2618,742000,6000,0,0,748000,1178237673,65320279,36000,395000,0,64961279,3215866,0
2019-09-24,2618,748000,0,0,0,748000,1178237673,64961279,128000,63000,0,65026279,3044836,0
2019-09-25,2618,748000,6000,23000,0,731000,1178237673,65026279,393000,0,0,65419279,2975512,0
2019-09-26,2618,731000,0,24000,0,707000,1178237673,65419279,157000,386000,0,65190279,2935765,0
2019-09-27,2618,707000,12000,12000,0,707000,1178237673,65190279,136000,325000,0,65001279,2917831,0
2019-10-01,2618,707000,20000,13000,0,714000,1178237673,65001279,60000,1622000,0,63439279,2803533,0
2019-10-02,2618,714000,2000,0,0,716000,1178237673,63439279,0,428000,0,63011279,2730445,0
2019-10-03,2618,716000,32000,2000,0,746000,1178237673,63011279,118000,976000,0,62153279,2740098,0
2019-10-04,2618,746000,1000,26000,0,721000,1213392372,62153279,14000,2883000,0,59284279,2724483,0
2019-10-07,2618,721000,151000,11000,4000,857000,1213392372,59284279,49000,636000,0,58697279,2727062,0
2019-10-08,2618,857000,64000,151000,0,770000,1213392372,58697279,53000,364000,0,58386279,2747534,0
2019-10-09,2618,770000,0,22000,0,748000,1213392372,58386279,859000,700000,0,58545279,2715083,0
2019-10-14,2618,748000,25000,11000,0,762000,1213392372,58545279,159000,992000,0,57712279,2662447,0
2019-10-15,2618,762000,10000,0,0,772000,1213392372,57712279,128000,4239200,0,53601079,2636613,0
2019-10-16,2618,772000,91000,0,0,863000,1213392372,53601079,2265000,759000,0,55107079,2640458,0
2019-10-17,2618,863000,204000,11000,0,1056000,1213392372,55107079,432000,0,0,55539079,2603594,0
2019-10-18,2618,1056000,322000,46000,59000,1273000,1213392372,55539079,1117000,1544000,0,55112079,2669035,0
2019-10-21,2618,1273000,416000,10000,0,1679000,1213392372,55112079,835000,109000,0,55838079,2664743,0
2019-10-22,2618,1679000,163000,132000,0,1710000,1213392372,55838079,73000,33000,0,55878079,2471275,0
2019-10-23,2618,1710000,35000,10000,1000,1734000,1213392372,55878079,874000,0,-17000,56735079,2137766,0
2019-10-24,2618,1734000,183000,0,0,1917000,1213392372,56735079,378000,184000,0,56929079,2104143,0
2019-10-25,2618,1917000,0,127000,0,1790000,1213392372,56929079,440000,32000,0,57337079,2039913,0
2019-10-28,2618,1790000,25000,232000,0,1583000,1213392372,57337079,458000,775000,0,57020079,2024913,0
2019-10-29,2618,1583000,72000,1000,0,1654000,1213392372,57020079,510000,538000,0,56992079,1985798,0
2019-10-30,2618,1654000,108000,0,0,1762000,1213392372,56992079,419000,4000000,0,53411079,1974033,0
2019-10-31,2618,1762000,7000,1000,0,1768000,1213392372,53411079,377000,0,0,53788079,1958630,0
2019-11-01,2618,1768000,0,369000,0,1399000,1213392372,53788079,2000,226000,0,53564079,1914294,0
2019-11-04,2618,1399000,37000,2000,2000,1432000,1213392372,53564079,0,0,0,53564079,1902312,0
2019-11-05,2618,1432000,2000,79000,5000,1350000,1213392372,53564079,57000,375000,0,53246079,1951538,0
2019-11-06,2618,1350000,0,0,0,1350000,1213392372,53246079,312000,1431000,0,52127079,1940319,0
2019-11-07,2618,1350000,0,0,0,1350000,1213392372,52127079,34000,21000,0,52140079,1942542,0
2019-11-08,2618,1350000,0,0,0,1350000,1213392372,52140079,421000,0,0,52561079,1991933,0
2019-11-11,2618,1350000,51000,11000,40000,1350000,1213392372,52561079,13000,204000,0,52370079,2032812,0
2019-11-12,2618,1350000,37000,10000,0,1377000,1213392372,52370079,354000,1778000,0,50946079,2055935,0
2019-11-13,2618,1377000,98000,3000,0,1472000,1213392372,50946079,546000,74000,0,51418079,2088604,0
2019-11-14,2618,1472000,0,22000,0,1450000,1213392372,51418079,329000,360000,0,51387079,2070346,0
2019-11-15,2618,1450000,0,58000,0,1392000,1213392372,51387079,394000,113000,0,51668079,2069471,0
2019-11-18,2618,1392000,235000,45000,0,1582000,1213392372,51668079,626000,0,0,52294079,2069923,0
2019-11-19,2618,1582000,1000,96000,0,1487000,1213392372,52294079,405000,1032000,0,51667079,2106722,0
2019-11-20,2618,1487000,21000,227000,0,1281000,1213392372,51667079,288000,0,0,51955079,2128103,0
2019-11-21,2618,1281000,0,10000,0,1271000,1213392372,51955079,57000,0,0,52012079,2092905,0
2019-11-22,2618,1271000,0,4000,150000,1117000,1213392372,52012079,183000,133000,0,52062079,2105908,0
2019-11-25,2618,1117000,1000,1000,0,1117000,1213392372,52062079,29000,114000,0,51977079,2072083,0
2019-11-26,2618,1117000,0,22000,0,1095000,1213392372,51977079,23000,254000,0,51746079,2206814,0
2019-11-27,2618,1095000,11000,20000,1000,1085000,1213392372,51746079,17000,387000,0,51376079,2144869,0
2019-11-28,2618,1085000,2000,1000,0,1086000,1213392372,51376079,177000,755000,0,50798079,2091892,0
2019-11-29,2618,1086000,0,0,0,1086000,1213392372,50798079,14000,1055000,0,49757079,1978822,0
2019-12-02,2618,1086000,10000,7000,30000,1059000,1213392372,49757079,0,0,0,49757079,1903708,0
2019-12-03,2618,1059000,1000,0,0,1060000,1213392372,49757079,21000,700000,0,49078079,1883880,0
2019-12-04,2618,1060000,7000,21000,0,1046000,1213392372,49078079,160000,0,0,49238079,1848234,0
2019-12-05,2618,1046000,0,0,0,1046000,1213392372,49238079,91000,0,0,49329079,1821601,0
2019-12-06,2618,1046000,0,0,0,1046000,1213392372,49329079,47000,43000,0,49333079,1803571,0
2019-12-09,2618,1046000,0,0,0,1046000,1213392372,49333079,0,0,0,49333079,1798521,0
2019-12-10,2618,1046000,0,0,0,1046000,1213392372,49333079,83000,0,0,49416079,1799603,0
2019-12-11,2618,1046000,0,220000,0,826000,1213392372,49416079,56000,0,0,49472079,1892171,0
2019-12-12,2618,826000,0,5000,0,821000,1213392372,49472079,2000,0,0,49474079,1880866,0
2019-12-13,2618,821000,0,0,0,821000,1213392372,49474079,38000,490000,0,49022079,1903572,0
2019-12-16,2618,821000,12000,25000,0,808000,1213392372,49022079,43000,0,0,49065079,1884312,0
2019-12-17,2618,808000,2000,1000,0,809000,1213392372,49065079,0,913000,0,48152079,1907114,0
2019-12-18,2618,809000,2000,0,0,811000,1213392372,48152079,266000,746000,0,47672079,1941202,0
2019-12-19,2618,811000,0,0,2000,809000,1213392372,47672079,240000,0,0,47912079,1998027,0
2019-12-20,2618,809000,11000,0,0,820000,1213392372,47912079,135000,0,0,48047079,2112545,0
2019-12-23,2618,820000,10000,0,0,830000,1213392372,48047079,8000,0,0,48055079,2092403,0
2019-12-24,2618,830000,0,1000,10000,819000,1213392372,48055079,116000,0,0,48171079,2074058,0
2019-12-25,2618,819000,1000,0,0,820000,1213392372,48171079,6000,0,0,48177079,2013979,0
2019-12-26,2618,820000,10000,8000,0,822000,1213392372,48177079,45000,120000,0,48102079,2010471,0
2019-12-27,2618,822000,0,0,0,822000,1213392372,48102079,34000,459000,0,47677079,2002412,0
2019-12-30,2618,822000,0,0,0,822000,1213392372,47677079,64000,639000,0,47102079,1996038,0
2019-12-31,2618,822000,0,18000,0,804000,1213392372,47102079,0,328000,0,46774079,1967498,0
2020-01-02,2618,804000,5000,0,0,809000,1213392372,46774079,10000,17000,0,46767079,1947823,0
2020-01-03,2618,809000,0,0,0,809000,1213392372,46767079,44000,431000,0,46380079,1947623,0
2020-01-06,2618,809000,0,0,0,809000,1213392372,46380079,100000,145000,0,46335079,1921694,0
2020-01-07,2618,809000,0,128000,0,681000,1213392372,46335079,81000,1025000,0,45391079,1899776,0
2020-01-08,2618,681000,30000,0,0,711000,1213392372,45391079,884000,34000,0,46241079,1760688,0
2020-01-09,2618,711000,80000,0,0,791000,1213392372,46241079,480000,408000,0,46313079,1817256,0
2020-01-10,2618,791000,0,0,0,791000,1213392372,46313079,326000,157000,0,46482079,1869708,0
2020-01-13,2618,791000,2000,13000,0,780000,1213392372,46482079,183000,369000,0,46296079,2017033,0
2020-01-14,2618,780000,3000,57000,0,726000,1213392372,46296079,872000,390000,0,46778079,2209114,0
2020-01-15,2618,726000,0,0,0,726000,1213392372,46778079,816000,228000,0,47366079,2360727,0
2020-01-16,2618,726000,0,0,0,726000,1213392372,47366079,336000,22000,0,47680079,2357130,0
2020-01-17,2618,726000,10000,0,0,736000,1213392372,47680079,230000,0,0,47910079,2364461,0
2020-01-20,2618,736000,17000,0,0,753000,1213392372,47910079,161000,360000,0,47711079,2391480,0
2020-01-30,2618,753000,2945000,79000,0,3619000,1213392372,47711079,1436000,22000,0,49125079,2823576,0
2020-01-31,2618,3619000,689000,340000,0,3968000,1213392372,49125079,508000,0,0,49633079,2970861,0
2020-02-03,2618,3968000,1169000,775000,2000,4360000,1213392372,49633079,894000,902000,0,49625079,3094353,0
2020-02-04,2618,4360000,470000,319000,0,4511000,1213392372,49625079,62000,703000,0,48984079,3230604,0
2020-02-05,2618,4511000,761000,93000,0,5179000,1213392372,48984079,193000,0,0,49177079,3284167,0
2020-02-06,2618,5179000,349000,405000,0,5123000,1213392372,49177079,241000,1126000,0,48292079,3446148,0
2020-02-07,2618,5123000,398000,555000,0,4966000,1213392372,48292079,57000,210000,0,48139079,3449344,0
2020-02-10,2618,4966000,433000,170000,0,5229000,1213392372,48139079,84000,415000,0,47808079,3494508,0
2020-02-11,2618,5229000,107000,36000,0,5300000,1213392372,47808079,49000,730000,0,47127079,3473023,0
2020-02-12,2618,5300000,96000,74000,0,5322000,1213392372,47127079,14000,301000,0,46840079,3424989,0
2020-02-13,2618,5322000,298000,344000,5000,5271000,1213392372,46840079,20000,0,0,46860079,3550185,0
2020-02-14,2618,5271000,71000,119000,0,5223000,1213392372,46860079,116000,156000,0,46820079,3651582,0
