date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2021-04-29,2618,6929,0,1241128,8055,105245,106371, ,69,340,3,1241128,983,17935,17295
2021-05-03,2618,3494,2,1241128,13807,94930,105245, ,57,587,22,1241128,2846,20172,17935
2021-05-04,2618,5583,36,1241128,10820,89657,94930, ,491,859,0,1241128,3946,23259,20172
2021-05-05,2618,2844,19,1241128,8765,83717,89657, ,230,313,2,1241128,1948,24892,23259
2021-05-06,2618,2186,54,1241128,4850,80999,83717, ,116,632,10,1241128,1097,25347,24892
2021-05-07,2618,4202,2,1241128,6409,78790,80999, ,95,567,200,1241128,1326,25906,25347
2021-05-10,2618,5043,10,1241128,2371,81452,78790, ,54,273,0,1241128,4291,29924,25906
2021-05-11,2618,5891,0,1241128,6761,80582,81452, ,193,281,100,1241128,2963,32506,29924
2021-05-12,2618,6623,163,1241128,7462,79550,80552, ,19,929,0,1241128,1144,32721,32506
2021-05-13,2618,3444,120,1241128,6541,76333,79550, ,0,6710,40,1241128,320,26291,32721
2021-05-14,2618,2454,93,1257555,4156,74538,76333, ,115,797,16,1257555,2511,27989,26291
2021-05-17,2618,1911,376,1257555,8864,67209,74538, ,109,3074,196,1257555,6738,31457,27989
2021-05-18,2618,4579,34,1257555,3361,68447,67263, ,141,674,99,1257555,5989,36673,31457
2021-05-19,2618,3389,10,1257555,2905,68921,68447, ,170,802,0,1257555,3647,39518,36673
2021-05-20,2618,1850,57,1257555,2435,68279,68921, ,84,350,260,1257555,1260,40168,39518
2021-05-21,2618,3811,9,1257555,2574,69507,68279, ,33,158,324,1257555,464,40150,40168
2021-05-24,2618,1404,2,1257555,3303,67606,69507, ,89,73,1012,1257555,1112,40177,40150
2021-05-25,2618,925,61,1257555,1052,67418,67606, ,64,129,501,1257555,68,39615,40177
2021-05-26,2618,1056,28,1257555,1500,66946,67418, ,5,273,1,1257555,166,39507,39615
2021-05-27,2618,19128,5,1257555,5795,80274,66946, ,276,359,1000,1257555,2028,40176,39507
2021-05-28,2618,9409,12,1257555,14584,75087,80274, ,269,682,50,1257555,2602,42046,40176
2021-05-31,2618,5802,208,1257555,7036,73645,75087, ,54,967,0,1257555,3751,44830,42046
2021-06-01,2618,10356,0,1257555,4903,79098,73645, ,43,1345,824,1257555,1264,43925,44830
2021-06-02,2618,13749,3,1257555,11796,81048,79098, ,167,11482,0,1257555,137,32580,43925
2021-06-03,2618,29412,0,1257555,4823,105637,81048, ,0,4,282,1257555,1182,33476,32580
2021-06-04,2618,40233,4,1257555,48558,97308,105637, ,735,7701,43,1257555,5222,30954,33476
2021-06-07,2618,23051,0,1257555,17913,102446,97308, ,439,2029,32,1257555,1256,30149,30954
2021-06-08,2618,29425,3,1257555,12122,119746,102446, ,520,808,32,1257555,2856,32165,30149
2021-06-09,2618,11933,0,1257555,17541,114138,119746, ,108,1250,10,1257555,825,31730,32165
2021-06-10,2618,13314,23,1257555,11878,115551,114138, ,471,1350,58,1257555,966,31288,31730
2021-06-11,2618,15375,1,1257555,9220,121705,115551, ,280,733,58,1257555,413,30910,31288
2021-06-15,2618,11716,31,1257555,12820,120570,121705, ,102,1066,9,1257555,228,30063,30910
2021-06-16,2618,11385,5,1257555,11207,120743,120570, ,169,958,300,1257555,307,29112,30063
2021-06-17,2618,14655,58,1257555,5086,130254,120743, ,71,881,2101,1257555,916,27046,29112
2021-06-18,2618,17293,96,1257555,17983,129468,130254, ,281,496,0,1257555,294,26844,27046
2021-06-21,2618,75617,0,1257555,36072,169013,129468, ,622,307,131,1257555,5320,31726,26844
2021-06-22,2618,46417,0,1257555,74971,140459,169013, ,1600,2725,4962,1257555,1821,25860,31726
2021-06-23,2618,14701,46,1257555,19622,135492,140459, ,362,1165,2896,1257555,2241,24040,25860
2021-06-24,2618,10653,152,1257555,7041,138952,135492, ,235,1515,1886,1257555,552,21191,24040
2021-06-25,2618,17124,5,1257555,15305,140766,138952, ,243,726,1171,1257555,1275,20569,21191
2021-06-28,2618,13082,64,1257555,14740,139044,140766, ,94,710,756,1257555,6076,25179,20569
2021-06-29,2618,7665,20,1257555,13593,133096,139044, ,79,1178,787,1257555,2743,25957,25179
2021-06-30,2618,5018,20,1257555,5460,132634,133096, ,184,147,1387,1257555,405,24828,25957
2021-07-01,2618,10128,27,1257555,9903,132832,132634, ,276,8132,1751,1257555,379,15324,24828
2021-07-02,2618,3772,60,1257555,7799,128745,132832, ,75,508,39,1257555,4488,19265,15324
2021-07-05,2618,5009,0,1257555,5363,128391,128745, ,69,314,92,1257555,395,19254,19265
2021-07-06,2618,6677,8,1257555,5598,129462,128391, ,40,209,836,1257555,207,18416,19254
2021-07-07,2618,9703,22,1257555,9679,129464,129462, ,130,1195,2564,1257555,897,15554,18416
2021-07-08,2618,3925,19,1257555,6696,126674,129464, ,139,583,1032,1257555,992,14931,15554
2021-07-09,2618,4897,0,1257555,6671,124900,126674, ,41,464,107,1257555,242,14602,14931
2021-07-12,2618,2821,120,1257555,11866,115735,124900, ,73,399,789,1257555,5717,19131,14602
2021-07-13,2618,6603,38,1257555,15850,106450,115735, ,86,5609,304,1257555,941,14159,19131
2021-07-14,2618,4088,22,1269760,6423,104093,106450, ,144,1562,2058,1269760,632,11171,14159
2021-07-15,2618,3905,0,1269760,3993,104005,104093, ,67,693,45,1269760,775,11208,11171
2021-07-16,2618,2126,3,1269760,2188,103493,103558, ,28,317,108,1269760,150,10933,11208
2021-07-19,2618,1991,73,1269760,3016,102395,103493, ,11,186,339,1269760,438,10846,10933
2021-07-20,2618,1619,12,1269760,2877,101125,102395, ,15,987,134,1269760,704,10429,10846
2021-07-21,2618,2639,2,1269760,4608,99154,101125, ,63,1043,689,1269760,543,9240,10429
2021-07-22,2618,2417,62,1269760,1295,100214,99154, ,27,585,89,1269760,1204,9770,9240
2021-07-23,2618,4689,90,1269760,3215,101603,100219, ,58,284,2512,1269760,1621,8605,9780
2021-07-26,2618,4579,0,1269760,2106,104076,101603, ,68,319,125,1269760,150,8311,8605
2021-07-27,2618,7304,0,1269760,3916,107464,104076, ,167,98,2,1269760,557,8768,8311
2021-07-28,2618,2039,9,1269760,4322,105172,107464, ,38,872,682,1269760,311,7525,8768
2021-07-29,2618,2037,5,1269760,2821,104383,105172, ,11,159,206,1269760,180,7340,7525
2021-07-30,2618,2484,21,1269760,2481,104365,104383, ,44,253,304,1269760,221,7004,7340
2021-08-02,2618,617,17,1269760,3806,101159,104365, ,15,270,157,1269760,852,7429,7004
2021-08-03,2618,648,1,1269760,1058,100748,101159, ,3,141,35,1269760,209,7462,7429
2021-08-04,2618,635,0,1269760,673,100710,100748, ,8,131,42,1269760,434,7723,7462
2021-08-05,2618,1857,32,1269760,605,101930,100710, ,37,90,56,1269760,124,7701,7723
2021-08-06,2618,2440,4,1269760,1217,103149,101930, ,3,144,69,1269760,360,7848,7701
2021-08-09,2618,12441,1,1269760,5984,109605,103149, ,19,56,37,1269760,2333,10088,7848
2021-08-10,2618,14060,0,1269760,12839,110826,109605, ,596,1132,354,1269760,3086,11688,10088
2021-08-11,2618,4260,20,1269760,7478,107588,110826, ,116,2960,47,1269760,4451,13132,11688
2021-08-12,2618,4332,24,1269760,2121,109775,107588, ,54,2504,137,1269760,759,11250,13132
2021-08-13,2618,8615,14,1282526,5939,112437,109775, ,161,377,182,1282526,1197,11888,11250
2021-08-16,2618,2684,225,1282526,7099,107797,112437, ,70,3522,192,1282526,398,8572,11888
2021-08-17,2618,1728,18,1282526,3535,105972,107797, ,26,200,229,1282526,319,8462,8572
2021-08-18,2618,2187,40,1282526,4168,103951,105972, ,133,1060,417,1282526,496,7481,8462
2021-08-19,2618,2077,21,1282526,3226,102781,103951, ,85,186,439,1282526,560,7416,7481
2021-08-20,2618,2251,110,1282526,1791,103131,102781, ,40,775,1083,1282526,207,5765,7416
2021-08-23,2618,8836,72,1282526,5633,106262,103131, ,132,266,474,1282526,1491,6516,5765
2021-08-24,2618,2972,33,1282526,6605,102596,106262, ,31,972,27,1282526,510,6027,6516
2021-08-25,2618,2105,2,1282526,2811,101888,102596, ,44,80,0,1282526,880,6827,6027
2021-08-26,2618,1391,59,1282526,2292,100928,101888, ,11,257,143,1282526,46,6473,6827
2021-08-27,2618,1417,22,1282526,2102,100221,100928, ,10,407,30,1282526,298,6334,6473
2021-08-30,2618,1227,4,1282526,2033,99411,100221, ,2,743,561,1282526,65,5095,6334
2021-08-31,2618,1656,0,1282526,3276,97791,99411, ,3,584,840,1282526,282,3953,5095
2021-09-01,2618,1786,6,1282526,2067,97504,97791, ,23,1518,154,1282526,998,3279,3953
2021-09-02,2618,2480,101,1282526,925,98958,97504,X ,19,633,874,1282526,911,2683,3279
2021-09-03,2618,1276,56,1282526,2380,97798,98958,X ,0,1091,1069,1282526,0,523,2683
2021-09-06,2618,1765,1794,1282526,2408,95361,97798,X ,0,0,523,1282526,0,0,523
2021-09-07,2618,2188,30,1282526,1497,96022,95361,X ,0,0,0,1282526,0,0,0
2021-09-08,2618,1225,20,1282526,763,96464,96022, ,0,0,0,1282526,0,0,0
2021-09-09,2618,2421,109,1282526,655,98121,96464, ,167,0,0,1282526,12090,12090,0
2021-09-10,2618,991,0,1282526,1426,97686,98121, ,1255,2119,0,1282526,1642,11613,12090
2021-09-13,2618,1128,6,1282526,1183,97625,97686, ,4,1450,300,1282526,2474,12337,11613
2021-09-14,2618,1193,11,1284634,1104,97703,97625, ,1,500,0,1284634,191,12028,12337
2021-09-15,2618,1940,29,1284634,606,99008,97703, ,0,152,0,1284634,1328,13204,12028
2021-09-16,2618,377,10,1284634,1720,97655,99008, ,0,22,0,1284634,1005,14187,13204
2021-09-17,2618,1806,166,1284634,1044,98251,97655, ,1,41,0,1284634,303,14449,14187
2021-09-22,2618,1312,11,1284634,1495,98057,98251, ,4,363,57,1284634,28,14057,14449
2021-09-23,2618,1438,6,1284634,3187,96302,98057, ,1,48,50,1284634,449,14408,14057
2021-09-24,2618,830,30,1284634,2055,95047,96302, ,48,9,367,1284634,387,14419,14408
2021-09-27,2618,2084,5,1284634,1964,95162,95047, ,6,1902,623,1284634,270,12164,14419
2021-09-28,2618,1713,0,1284634,1307,95568,95162, ,76,3448,100,1284634,781,9397,12164
2021-09-29,2618,1575,41,1284634,1327,95775,95568, ,78,853,17,1284634,440,8967,9397
2021-09-30,2618,2999,2,1284634,1936,96836,95775, ,41,2073,140,1284634,479,7233,8967
2021-10-01,2618,2575,10,1284634,3162,96239,96836, ,105,615,0,1284634,599,7217,7233
2021-10-04,2618,10866,0,1284634,3371,103734,96239, ,103,268,8,1284634,3525,10466,7217
2021-10-05,2618,1291,12,1284634,3469,101544,103734, ,98,863,0,1284634,4017,13620,10466
2021-10-06,2618,1968,213,1284634,1528,101771,101544, ,66,680,790,1284634,339,12489,13620
2021-10-07,2618,2328,13,1284634,2362,101724,101771, ,6,181,400,1284634,2660,14568,12489
2021-10-08,2618,2041,4,1284634,1235,102526,101724, ,12,279,300,1284634,41,14030,14568
2021-10-12,2618,1346,27,1284634,2091,101754,102526, ,65,456,370,1284634,96,13300,14030
2021-10-13,2618,2468,15,1284634,2877,101330,101754, ,5,124,130,1284634,929,13975,13300
2021-10-14,2618,2102,8,1284634,1631,101793,101330, ,28,727,315,1284634,308,13241,13975
2021-10-15,2618,570,2,1284634,710,101651,101793, ,1,354,0,1284634,228,13115,13241
2021-10-18,2618,823,0,1284634,1015,101459,101651, ,1,245,0,1284634,102,12972,13115
2021-10-19,2618,3068,100,1284634,3011,101416,101459, ,2,8318,500,1284634,925,5079,12972
2021-10-20,2618,815,4,1284634,1643,100584,101416, ,35,577,0,1284634,353,4855,5079
2021-10-21,2618,670,700,1284634,1956,98598,100584, ,15,258,0,1284634,334,4931,4855
2021-10-22,2618,2281,114,1284634,1525,99240,98598, ,6,1207,0,1284634,74,3798,4931
2021-10-25,2618,520,11,1284634,821,98928,99240, ,5,296,0,1284634,141,3643,3798
2021-10-26,2618,871,400,1284634,595,98804,98928, ,0,73,4,1284634,68,3634,3643
2021-10-27,2618,881,4,1284634,1047,98634,98804, ,0,174,0,1284634,200,3660,3634
2021-10-28,2618,3717,3,1284634,2514,99834,98634, ,9,84,0,1284634,467,4043,3660
2021-10-29,2618,2607,224,1284634,3717,98500,99834, ,16,92,2,1284634,485,4434,4043
2021-11-01,2618,13650,10,1284634,7114,105026,98500, ,9,130,30,1284634,1310,5584,4434
2021-11-02,2618,25052,280,1284634,13824,115974,105026, ,299,280,0,1284634,1542,6846,5584
2021-11-03,2618,9943,286,1284634,15064,110567,115974, ,86,84,5,1284634,291,7048,6846
2021-11-04,2618,16560,2,1284634,16095,111030,110567, ,135,130,0,1284634,667,7585,7048
2021-11-05,2618,6822,6,1284634,10181,107665,111030, ,53,224,13,1284634,711,8059,7585
2021-11-08,2618,32678,0,1284634,15102,125241,107665, ,317,629,0,1284634,3357,10787,8059
2021-11-09,2618,36385,1,1284634,19950,141675,125241, ,778,384,1,1284634,4883,15285,10787
2021-11-10,2618,31889,5,1284634,22638,150921,141675, ,564,1734,10,1284634,5984,19525,15285
2021-11-11,2618,26273,9,1284634,15728,161457,150921, ,893,1904,7,1284634,7346,24960,19525
2021-11-12,2618,26124,16,1284634,22301,165264,161457, ,281,3361,6,1284634,1776,23369,24960
2021-11-15,2618,16473,0,1284634,20989,160748,165264, ,317,1369,4,1284634,4554,26550,23369
2021-11-16,2618,38871,4,1284634,36364,163251,160748, ,1607,3201,6,1284634,7562,30905,26550
2021-11-17,2618,30416,7,1284634,18394,175266,163251, ,519,1009,0,1284634,4891,34787,30905
2021-11-18,2618,23905,0,1284634,25685,173486,175266, ,197,2055,6,1284634,1318,34044,34787
2021-11-19,2618,20846,1,1284634,22898,171433,173486, ,510,3078,34,1284634,1626,32558,34044
2021-11-22,2618,14265,1,1284634,28346,157351,171433, ,226,2250,0,1284634,1065,31373,32558
2021-11-23,2618,17659,104,1284634,24841,150065,157351, ,138,1934,0,1284634,1580,31019,31373
2021-11-24,2618,40841,1,1284634,24878,166027,150065, ,324,2583,101,1284634,4448,32783,31019
2021-11-25,2618,32680,1,1284634,34950,163756,166027, ,562,1240,5,1284634,6084,37622,32783
2021-11-26,2618,29875,5,1284634,43633,149993,163756, ,421,5124,7,1284634,6970,39461,37622
2021-11-29,2618,21475,41,1284634,26224,145203,149993, ,0,11526,25,1284634,131,28041,39461
2021-11-30,2618,29176,5,1284634,13427,160947,145203, ,405,1076,55,1284634,11911,38821,28041
2021-12-01,2618,7721,5,1284634,12541,156122,160947, ,336,3639,115,1284634,3564,38631,38821
2021-12-02,2618,11005,7,1284634,20079,147041,156122, ,266,3103,24,1284634,3453,38957,38631
2021-12-03,2618,11608,12,1284634,7912,150725,147041, ,183,1022,280,1284634,2103,39758,38957
2021-12-06,2618,10857,0,1284634,9733,151849,150725, ,138,1420,320,1284634,2450,40468,39758
2021-12-07,2618,29376,4,1284634,15363,165858,151849, ,461,3182,1292,1284634,3265,39259,40468
2021-12-08,2618,23927,1,1284634,20462,169322,165858, ,365,897,4383,1284634,2695,36674,39259
2021-12-09,2618,41825,0,1284634,26241,184906,169322, ,519,1244,839,1284634,8041,42632,36674
2021-12-10,2618,28892,15,1284634,36210,177573,184906, ,581,2418,1313,1284634,2307,41208,42632
2021-12-13,2618,21845,0,1284634,32773,166645,177573, ,264,3709,2402,1284634,5071,40168,41208
2021-12-14,2618,14816,3,1284634,22478,157510,165175, ,520,3614,476,1284634,4023,37241,37308
2021-12-15,2618,9356,13,1284634,6234,160619,157510, ,202,2239,2626,1284634,2166,35927,38626
2021-12-16,2618,10435,17,1284634,6224,164813,160619, ,156,3658,1952,1284634,1742,32059,35927
2021-12-17,2618,4052,0,1284634,6599,162266,164813, ,159,623,598,1284634,907,31745,32059
2021-12-20,2618,5402,125,1284634,6882,160661,162266, ,79,521,314,1284634,2082,32992,31745
2021-12-21,2618,4915,5,1284634,2996,162575,160661, ,85,1632,55,1284634,368,31673,32992
2021-12-22,2618,4702,4,1284634,4358,162915,162575, ,51,319,1,1284634,402,31755,31673
2021-12-23,2618,2699,2,1284634,5050,160562,162915, ,32,552,82,1284634,246,31367,31755
2021-12-24,2618,14780,4,1284634,7263,168075,160562, ,144,884,373,1284634,302,30412,31367
2021-12-27,2618,8498,30,1284634,7011,169532,168075, ,47,551,0,1284634,1129,30990,30412
2021-12-28,2618,5906,0,1284634,5832,169606,169532, ,10,734,154,1284634,198,30300,30990
2021-12-29,2618,7950,16,1284634,10216,167324,169606, ,88,849,289,1284634,298,29460,30300
2021-12-30,2618,8923,0,1284634,7437,168810,167324, ,83,104,255,1284634,856,29957,29460
2022-01-03,2618,9293,5,1284634,15323,162775,168810, ,76,1449,140,1284634,327,28695,29957
2022-01-04,2618,8805,11,1284634,4267,167302,162775, ,34,422,27,1284634,249,28495,28695
2022-01-05,2618,3563,114,1284634,9169,161582,167302, ,93,207,4,1284634,548,28832,28495
2022-01-06,2618,4213,109,1284634,5369,160317,161582, ,25,278,3,1284634,378,28929,28832
2022-01-07,2618,7624,6,1284634,13950,153985,160317, ,170,1365,0,1284634,2167,29731,28929
2022-01-10,2618,4781,2,1284634,5816,152948,153985, ,86,1212,0,1284634,992,29511,29731
2022-01-11,2618,1834,2,1284634,6012,148768,152948, ,31,658,0,1284634,616,29469,29511
2022-01-12,2618,3648,25,1284634,9832,142559,148768, ,21,1458,8,1284634,2932,30935,29469
2022-01-13,2618,1652,8,1284634,8317,135886,142559, ,54,1122,0,1284634,2540,32353,30935
2022-01-14,2618,2495,125,1296759,4078,134178,135886, ,15,2018,0,1296759,1801,32136,32353
2022-01-17,2618,3652,200,1296759,1703,135927,134178, ,15,2370,16,1296759,2029,31779,32136
2022-01-18,2618,2594,55,1296759,2422,136044,135927, ,14,306,1,1296759,1139,32611,31779
2022-01-19,2618,2021,11,1296759,3842,134212,136044, ,11,1433,30,1296759,2829,33977,32611
2022-01-20,2618,1106,2,1296759,2212,133104,134212, ,38,741,0,1296759,1994,35230,33977
2022-01-21,2618,1816,14,1296759,6981,127925,133104, ,12,2822,50,1296759,2080,34438,35230
2022-01-24,2618,870,207,1296759,7281,121307,127925, ,85,1682,0,1296759,1216,33972,34438
2022-01-25,2618,1912,14,1296759,2783,120422,121307, ,14,1390,1,1296759,477,33058,33972
2022-01-26,2618,1532,91,1296759,2490,119373,120422, ,12,843,105,1296759,318,32428,33058
2022-02-07,2618,23828,0,1296759,4878,138276,119326, ,62,736,0,1296759,2153,33845,32428
2022-02-08,2618,20579,138,1296759,13172,145545,138276, ,324,1444,15,1296759,4345,36731,33845
2022-02-09,2618,23204,0,1296759,16103,152646,145545, ,282,476,2,1296759,4058,40311,36731
2022-02-10,2618,25746,7,1296759,19371,159014,152646, ,176,587,50,1296759,4656,44330,40311
2022-02-11,2618,39632,11,1296759,20174,178461,159014, ,307,752,203,1296759,10034,53409,44330
2022-02-14,2618,23220,0,1296947,22790,178891,178461, ,250,4707,1114,1296947,3198,50786,53409
2022-02-15,2618,42264,0,1296947,31194,189961,178891, ,824,5246,31,1296947,11869,57378,50786
2022-02-16,2618,28641,0,1296947,47614,170988,189961, ,647,3822,159,1296947,3316,56713,57378
2022-02-17,2618,62542,58,1296947,35696,197776,170988, ,1044,3710,4853,1296947,19042,67192,56713
2022-02-18,2618,41476,6,1296947,40645,198601,197776, ,1165,5773,2700,1296947,5472,64191,67192
2022-02-21,2618,32885,0,1296947,48811,182675,198601, ,947,12815,3401,1296947,3880,51855,64191
2022-02-22,2618,45925,38,1296947,27829,200733,182675, ,1264,5891,2224,1296947,9787,53527,51855
2022-02-23,2618,46418,3,1296947,29340,217808,200733, ,808,6318,2966,1296947,13729,57972,53527
2022-02-24,2618,41825,0,1296947,55256,204377,217808, ,1593,13134,637,1296947,5026,49227,57972
2022-02-25,2618,26821,6,1296947,34213,196979,204377, ,1354,4192,747,1296947,3912,48200,49227
2022-03-01,2618,12357,201,1296947,21987,187148,196979, ,554,5880,420,1296947,4639,46539,48200
2022-03-02,2618,17377,211,1296947,21770,182544,187148, ,432,10698,523,1296947,4657,39975,46539
2022-03-03,2618,25936,6,1296947,17395,191079,182544, ,970,4101,2182,1296947,6333,40025,39975
2022-03-04,2618,13841,122,1296947,16197,188601,191079, ,486,4593,266,1296947,3227,38393,40025
2022-03-07,2618,14831,377,1296947,30848,172207,188601, ,316,12413,840,1296947,4103,29243,38393
2022-03-08,2618,11395,67,1296947,24136,159399,172207, ,595,6951,475,1296947,4665,26482,29243
2022-03-09,2618,10372,20,1296947,7467,162284,159399, ,357,2534,266,1296947,1569,25251,26482
2022-03-10,2618,15465,16,1296947,12011,165722,162284, ,449,2516,86,1296947,2344,24993,25251
2022-03-11,2618,10656,114,1296947,6978,169286,165722, ,184,1056,756,1296947,2270,25451,24993
2022-03-14,2618,6850,196,1296947,9238,166702,169286, ,104,1719,1364,1296947,497,22865,25451
2022-03-15,2618,15327,22,1314758,10761,171246,166702, ,629,1416,162,1314758,2335,23622,22865
2022-03-16,2618,22462,3,1314758,17095,176610,171246, ,327,1191,525,1314758,3629,25535,23622
2022-03-17,2618,32080,22,1314758,20471,188197,176610, ,764,3414,9,1314758,5987,28099,25535
2022-03-18,2618,25400,4,1314758,16618,196973,188195, ,433,3650,1241,1314758,4006,27214,28099
2022-03-21,2618,16934,1,1314758,18209,195697,196973, ,170,2676,10,1314758,954,25482,27214
2022-03-22,2618,15943,198,1314758,21990,189452,195697, ,125,7376,714,1314758,894,18286,25482
2022-03-23,2618,10142,5,1314758,11590,187999,189452, ,158,2413,38,1314758,752,16587,18286
2022-03-24,2618,11372,9,1314758,18470,180892,187999,X ,178,7505,1891,1314758,223,7414,16587
2022-03-25,2618,9182,46,1314758,13869,176159,180892,X ,0,4839,2480,1314758,0,95,7414
2022-03-28,2618,5138,355,1314758,5773,175169,176159,X ,0,0,95,1314758,0,0,95
2022-03-29,2618,21067,185,1314758,13850,182201,175169,X ,0,0,0,1314758,0,0,0
2022-03-30,2618,12787,137,1314758,14816,180035,182201, ,0,0,0,1314758,0,0,0
2022-03-31,2618,7013,2,1314758,8711,178335,180035, ,3315,0,0,1314758,3247,3247,0
2022-04-01,2618,14486,5,1314758,10619,182197,178335, ,3485,142,0,1314758,4851,7956,3247
2022-04-06,2618,14082,40,1314758,14627,181612,182197, ,123,389,0,1314758,3195,10762,7956
2022-04-07,2618,18589,0,1314758,18556,181645,181612, ,376,2927,0,1314758,5253,13088,10762
2022-04-08,2618,13541,69,1314758,16105,179012,181645, ,475,691,34,1314758,6061,18424,13088
2022-04-11,2618,19931,3,1314758,11799,187141,179012, ,620,2163,4,1314758,2320,18577,18424
2022-04-12,2618,24823,1,1314758,15454,196509,187141, ,428,1369,0,1314758,4923,22131,18577
2022-04-13,2618,48864,71,1314758,38663,206639,196509, ,1099,2170,0,1314758,9620,29581,22131
2022-04-14,2618,46711,19,1321823,43257,210074,206639, ,819,1596,7,1321823,14544,42522,29581
2022-04-15,2618,36129,100,1321823,29982,216121,210074, ,678,6150,104,1321823,3073,39341,42522
2022-04-18,2618,20612,105,1321823,40030,196598,216121, ,356,10478,3,1321823,3497,32357,39341
2022-04-19,2618,19449,3,1321823,14680,201364,196598, ,267,1494,1,1321823,3959,34821,32357
2022-04-20,2618,14607,21,1321823,19912,196038,201364, ,317,2874,4,1321823,2123,34066,34821
2022-04-21,2618,8178,0,1321823,9077,195139,196038, ,162,2562,0,1321823,1958,33462,34066
2022-04-22,2618,15007,73,1321823,13649,196424,195139, ,851,2123,6,1321823,3423,34756,33462
2022-04-25,2618,17348,12,1321823,19260,194500,196424, ,257,3413,10,1321823,8955,40288,34756
2022-04-26,2618,22828,11,1321823,23450,193867,194500, ,561,4123,49,1321823,1882,37998,40288
2022-04-27,2618,8680,201,1321823,22844,179502,193867, ,205,5443,6,1321823,6871,39420,37998
2022-04-28,2618,7457,100,1321823,8230,178629,179502, ,252,2966,1,1321823,1816,38269,39420
2022-04-29,2618,20467,202,1321823,15793,183101,178629, ,1015,1787,1,1321823,6252,42733,38269
